,index,Epl.,Kap.,Tit.,Ist 2023,Zweckbestimmung,id,id_nlp_help,id_nlp
785,1202,6,25,53204,30987167.95,"Verwendung, Einsätze und Maßnahmen der Bundespolizei außerhalb des Bundesgebiets",532040625,53204062530987,"fünfdreizweinullviernullsechszweifünfdreinullneunachtsieben  Verwendung, Einsätze und Maßnahmen der Bundespolizei außerhalb des Bundesgebiets"
786,5200,60,2,42204,30859064.63,Leistungsbezahlung,422046002,42204600230859,vierzweizweinullviersechsnullnullzweidreinullachtfünfneun  Leistungsbezahlung
787,3775,14,10,53701,30841333.65,"Hilfs- und Unterstützungsleistungen aus Anlass von Katastrophen, größeren Unglücks-, Notfällen und internationalen Krisensituationen sowie Maßnahmen zur Vorbeugung internationaler Krisensituationen",537011410,53701141030841,"fünfdreisiebennulleinseinsviereinsnulldreinullachtviereins  Hilfs- und Unterstützungsleistungen aus Anlass von Katastrophen, größeren Unglücks-, Notfällen und internationalen Krisensituationen sowie Maßnahmen zur Vorbeugung internationaler Krisensituationen"
788,246,4,12,42201,30675472.94,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422010412,42201041230675,vierzweizweinulleinsnullviereinszweidreinullsechssiebenfünf  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten
789,2244,10,1,63605,30668998.24,Zuschüsse zur Zusatzaltersversorgung für Arbeitnehmer in der Land- und Forstwirtschaft,636051001,63605100130669,sechsdreisechsnullfünfeinsnullnulleinsdreinullsechssechsneun  Zuschüsse zur Zusatzaltersversorgung für Arbeitnehmer in der Land- und Forstwirtschaft
790,1145,6,23,81202,30632129.4,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",812020623,81202062330632,"achteinszweinullzweinullsechszweidreidreinullsechsdreizwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik"
791,1663,8,3,89121,30630000.0,Zuwendungen an die EWN Entsorgungswerk für Nuklearanlagen GmbH - Investitionen,891210803,89121080330630,achtneuneinszweieinsnullachtnulldreidreinullsechsdreinull  Zuwendungen an die EWN Entsorgungswerk für Nuklearanlagen GmbH - Investitionen
792,859,6,3,68461,30444825.6,Resettlement und Leistungen im Rahmen der humanitären Aufnahme,684610603,68461060330445,sechsachtviersechseinsnullsechsnulldreidreinullviervierfünf  Resettlement und Leistungen im Rahmen der humanitären Aufnahme
793,3107,12,10,89151,30437778.25,Baukostenzuschüsse für Investitionen in die Schienenwege der nicht bundeseigenen Eisenbahnen,891511210,89151121030438,achtneuneinsfünfeinseinszweieinsnulldreinullvierdreiacht  Baukostenzuschüsse für Investitionen in die Schienenwege der nicht bundeseigenen Eisenbahnen
794,3933,15,5,68701,30393891.62,Beiträge an internationale Organisationen,687011505,68701150530394,sechsachtsiebennulleinseinsfünfnullfünfdreinulldreineunvier  Beiträge an internationale Organisationen
795,3644,14,3,53401,30335931.92,Sonstige Ausgaben zur Förderung des Sports,534011403,53401140330336,fünfdreiviernulleinseinsviernulldreidreinulldreidreisechs  Sonstige Ausgaben zur Förderung des Sports
796,1827,9,1,68501,30255703.45,Technologie- und Innovationstransfer,685010901,68501090130256,sechsachtfünfnulleinsnullneunnulleinsdreinullzweifünfsechs  Technologie- und Innovationstransfer
797,3934,15,5,68702,30000000.0,Unterstützung des Betriebs des WHO Hubs for Pandemics and Epidemic Intelligence in Berlin,687021505,68702150530000,sechsachtsiebennullzweieinsfünfnullfünfdreinullnullnullnull  Unterstützung des Betriebs des WHO Hubs for Pandemics and Epidemic Intelligence in Berlin
798,3945,15,11,43257,29991549.73,Versorgungsbezüge,432571511,43257151129992,vierdreizweifünfsiebeneinsfünfeinseinszweineunneunneunzwei  Versorgungsbezüge
799,4401,16,16,42801,29980041.77,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428011616,42801161629980,vierzweiachtnulleinseinssechseinssechszweineunneunachtnull  Entgelte der Arbeitnehmerinnen und Arbeitnehmer
800,2166,9,16,42801,29937256.5,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428010916,42801091629937,vierzweiachtnulleinsnullneuneinssechszweineunneundreisieben  Entgelte der Arbeitnehmerinnen und Arbeitnehmer
801,2680,11,7,68402,29936466.65,"Förderung innovativer Maßnahmen zur Gestaltung der Arbeitswelt im Wandel, zur Arbeitskräftesicherung und Weiterbildung",684021107,68402110729936,"sechsachtviernullzweieinseinsnullsiebenzweineunneundreisechs  Förderung innovativer Maßnahmen zur Gestaltung der Arbeitswelt im Wandel, zur Arbeitskräftesicherung und Weiterbildung"
802,2201,9,18,11102,29877143.76,Gebühren und Auslagen aus der Durchführung des Gesetzes zur Entwicklung und Förderung der Windenergie auf See (WindSeeG),111020918,11102091829877,einseinseinsnullzweinullneuneinsachtzweineunachtsiebensieben  Gebühren und Auslagen aus der Durchführung des Gesetzes zur Entwicklung und Förderung der Windenergie auf See (WindSeeG)
803,682,5,12,42232,29874355.08,Bezüge und Nebenleistungen der beamteten Hilfskräfte,422320512,42232051229874,vierzweizweidreizweinullfünfeinszweizweineunachtsiebenvier  Bezüge und Nebenleistungen der beamteten Hilfskräfte
804,4740,23,1,68705,29790000.0,"Förderung von Medien, Zugang zu Information und Meinungsfreiheit in Kooperationsländern",687052301,68705230129790,"sechsachtsiebennullfünfzweidreinulleinszweineunsiebenneunnull  Förderung von Medien, Zugang zu Information und Meinungsfreiheit in Kooperationsländern"
805,2031,9,13,81233,29781812.4,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen",812330913,81233091329782,"achteinszweidreidreinullneuneinsdreizweineunsiebenachtzwei  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen"
806,2924,12,1,42221,29748332.9,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422211201,42221120129748,vierzweizweizweieinseinszweinulleinszweineunsiebenvieracht  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten
807,2446,10,14,42801,29716011.58,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428011014,42801101429716,vierzweiachtnulleinseinsnulleinsvierzweineunsiebeneinssechs  Entgelte der Arbeitnehmerinnen und Arbeitnehmer
808,65,2,11,43257,29702599.71,Versorgungsbezüge,432570211,43257021129703,vierdreizweifünfsiebennullzweieinseinszweineunsiebennulldrei  Versorgungsbezüge
809,3023,12,4,68613,29588210.56,Innovative Anwendungen von künstlicher Intelligenz,686131204,68613120429588,sechsachtsechseinsdreieinszweinullvierzweineunfünfachtacht  Innovative Anwendungen von künstlicher Intelligenz
810,678,5,12,71121,29312542.07,"Kleine Neu-, Um- und Erweiterungsbauten",711210512,71121051229313,"siebeneinseinszweieinsnullfünfeinszweizweineundreieinsdrei  Kleine Neu-, Um- und Erweiterungsbauten"
811,4010,15,13,54711,29302145.88,Nicht aufteilbare sächliche Verwaltungsausgaben,547111513,54711151329302,fünfviersiebeneinseinseinsfünfeinsdreizweineundreinullzwei  Nicht aufteilbare sächliche Verwaltungsausgaben
812,5122,30,12,42801,29236140.07,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428013012,42801301229236,vierzweiachtnulleinsdreinulleinszweizweineunzweidreisechs  Entgelte der Arbeitnehmerinnen und Arbeitnehmer
813,3814,14,12,42801,29214099.43,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428011412,42801141229214,vierzweiachtnulleinseinsviereinszweizweineunzweieinsvier  Entgelte der Arbeitnehmerinnen und Arbeitnehmer
814,1997,9,13,38101,29191310.97,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,381010913,38101091329191,dreiachteinsnulleinsnullneuneinsdreizweineuneinsneuneins  Leistungen von Bundesbehörden zur Durchführung von Aufträgen
815,914,6,12,51802,29186379.72,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518020612,51802061229186,fünfeinsachtnullzweinullsechseinszweizweineuneinsachtsechs  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement
816,5221,60,2,68704,29143660.0,"EU-TUR-Flüchtlingsfazilität, bilateraler Beitrag Deutschlands",687046002,68704600229144,"sechsachtsiebennullviersechsnullnullzweizweineuneinsviervier  EU-TUR-Flüchtlingsfazilität, bilateraler Beitrag Deutschlands"
817,330,4,32,42801,29126187.8,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428010432,42801043229126,vierzweiachtnulleinsnullvierdreizweizweineuneinszweisechs  Entgelte der Arbeitnehmerinnen und Arbeitnehmer
818,5215,60,2,68102,29107500.0,Beteiligung an den Kosten der Ausrichtung des G7-Gipfels 2022 in Elmau,681026002,68102600229108,sechsachteinsnullzweisechsnullnullzweizweineuneinsnullacht  Beteiligung an den Kosten der Ausrichtung des G7-Gipfels 2022 in Elmau
819,566,5,4,54611,28942070.58,Deutschlandbild im Ausland,546110504,54611050428942,fünfviersechseinseinsnullfünfnullvierzweiachtneunvierzwei  Deutschlandbild im Ausland
820,3853,14,13,52701,28937870.26,Dienstreisen,527011413,52701141328938,fünfzweisiebennulleinseinsviereinsdreizweiachtneundreiacht  Dienstreisen
821,812,6,2,51821,28868537.04,Mieten und Pachten,518210602,51821060228869,fünfeinsachtzweieinsnullsechsnullzweizweiachtachtsechsneun  Mieten und Pachten
822,2316,10,6,68705,28698438.52,Beiträge an nationale und internationale Organisationen,687051006,68705100628698,sechsachtsiebennullfünfeinsnullnullsechszweiachtsechsneunacht  Beiträge an nationale und internationale Organisationen
823,839,6,3,11999,28675530.07,Vermischte Einnahmen,119990603,11999060328676,einseinsneunneunneunnullsechsnulldreizweiachtsechssiebensechs  Vermischte Einnahmen
824,614,5,11,44657,28657092.91,Beihilfen aufgrund der Beihilfevorschriften,446570511,44657051128657,vierviersechsfünfsiebennullfünfeinseinszweiachtsechsfünfsieben  Beihilfen aufgrund der Beihilfevorschriften
825,862,6,3,68519,28624362.5,Zuschuss für Programme zur Förderung der freiwilligen Ausreise,685190603,68519060328624,sechsachtfünfeinsneunnullsechsnulldreizweiachtsechszweivier  Zuschuss für Programme zur Förderung der freiwilligen Ausreise
826,4764,23,3,68704,28556000.0,Zahlungen an den Internationalen Fonds für landwirtschaftliche Entwicklung (IFAD) und an dessen Sonderprogramm für Subsahara-Afrika,687042303,68704230328556,sechsachtsiebennullvierzweidreinulldreizweiachtfünffünfsechs  Zahlungen an den Internationalen Fonds für landwirtschaftliche Entwicklung (IFAD) und an dessen Sonderprogramm für Subsahara-Afrika
827,4143,15,17,42802,28388355.37,Entgelte für Wissenschaftlerinnen und Wissenschaftler,428021517,42802151728388,vierzweiachtnullzweieinsfünfeinssiebenzweiachtdreiachtacht  Entgelte für Wissenschaftlerinnen und Wissenschaftler
828,3688,14,5,55415,28326148.09,Beschaffung des Waffensystems Kampfhubschrauber TIGER,554151405,55415140528326,fünffünfviereinsfünfeinsviernullfünfzweiachtdreizweisechs  Beschaffung des Waffensystems Kampfhubschrauber TIGER
829,3032,12,5,67101,28314999.99,Erstattung von Einnahmeausfällen der DFS Deutsche Flugsicherung GmbH aufgrund von Gebührenbefreiungen,671011205,67101120528315,sechssiebeneinsnulleinseinszweinullfünfzweiachtdreieinsfünf  Erstattung von Einnahmeausfällen der DFS Deutsche Flugsicherung GmbH aufgrund von Gebührenbefreiungen
830,3332,12,18,51802,28256668.11,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518021218,51802121828257,fünfeinsachtnullzweieinszweieinsachtzweiachtzweifünfsieben  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement
831,3830,14,13,38101,28129368.21,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,381011413,38101141328129,dreiachteinsnulleinseinsviereinsdreizweiachteinszweineun  Leistungen von Bundesbehörden zur Durchführung von Aufträgen
832,3602,14,1,55881,28053654.72,Militärische Anlagen,558811401,55881140128054,fünffünfachtachteinseinsviernulleinszweiachtnullfünfvier  Militärische Anlagen
833,3826,14,13,12901,28049146.33,Leistungen Dritter für Aufträge an die Universitäten der Bundeswehr und sonstige Forschungseinrichtungen im Verteidigungsressort,129011413,12901141328049,einszweineunnulleinseinsviereinsdreizweiachtnullvierneun  Leistungen Dritter für Aufträge an die Universitäten der Bundeswehr und sonstige Forschungseinrichtungen im Verteidigungsressort
834,3835,14,13,53204,27995572.6,Beratungs- und Unterstützungsleistungen der BwConsulting GmbH,532041413,53204141327996,fünfdreizweinullviereinsviereinsdreizweisiebenneunneunsechs  Beratungs- und Unterstützungsleistungen der BwConsulting GmbH
835,5014,30,3,68507,27923661.82,Strategien zur Durchsetzung von Chancengerechtigkeit für Frauen in Bildung und Forschung,685073003,68507300327924,sechsachtfünfnullsiebendreinullnulldreizweisiebenneunzweivier  Strategien zur Durchsetzung von Chancengerechtigkeit für Frauen in Bildung und Forschung
836,1763,8,13,52501,27913951.69,Aus- und Fortbildung,525010813,52501081327914,fünfzweifünfnulleinsnullachteinsdreizweisiebenneuneinsvier  Aus- und Fortbildung
837,1723,8,12,42801,27899212.93,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428010812,42801081227899,vierzweiachtnulleinsnullachteinszweizweisiebenachtneunneun  Entgelte der Arbeitnehmerinnen und Arbeitnehmer
838,513,5,1,11999,27631703.32,Vermischte Einnahmen,119990501,11999050127632,einseinsneunneunneunnullfünfnulleinszweisiebensechsdreizwei  Vermischte Einnahmen
839,3745,14,8,53701,27622350.12,"Betrieb, Bewirtschaftung und Verwaltung von NATO-Einrichtungen und damit zusammenhängende Unterstützungsleistungen",537011408,53701140827622,"fünfdreisiebennulleinseinsviernullachtzweisiebensechszweizwei  Betrieb, Bewirtschaftung und Verwaltung von NATO-Einrichtungen und damit zusammenhängende Unterstützungsleistungen"
840,2476,10,15,42801,27612362.7,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428011015,42801101527612,vierzweiachtnulleinseinsnulleinsfünfzweisiebensechseinszwei  Entgelte der Arbeitnehmerinnen und Arbeitnehmer
841,1172,6,24,51801,27576347.22,Mieten und Pachten,518010624,51801062427576,fünfeinsachtnulleinsnullsechszweivierzweisiebenfünfsiebensechs  Mieten und Pachten
842,2731,11,12,42801,27562208.24,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428011112,42801111227562,vierzweiachtnulleinseinseinseinszweizweisiebenfünfsechszwei  Entgelte der Arbeitnehmerinnen und Arbeitnehmer
843,671,5,12,51721,27557210.9,"Bewirtschaftung der Grundstücke, Gebäude und Räume",517210512,51721051227557,"fünfeinssiebenzweieinsnullfünfeinszweizweisiebenfünffünfsieben  Bewirtschaftung der Grundstücke, Gebäude und Räume"
844,1337,6,33,38103,27484873.72,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,381030633,38103063327485,dreiachteinsnulldreinullsechsdreidreizweisiebenvierachtfünf  Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7
845,3666,14,4,55103,27393793.14,Zukunfts- und Weiterentwicklung der Bundeswehr,551031404,55103140427394,fünffünfeinsnulldreieinsviernullvierzweisiebendreineunvier  Zukunfts- und Weiterentwicklung der Bundeswehr
846,1481,7,13,42201,27120202.64,"Bezüge und Nebenleistungen der planmäßigen Richterinnen, Richter, Beamtinnen und Beamten",422010713,42201071327120,"vierzweizweinulleinsnullsiebeneinsdreizweisiebeneinszweinull  Bezüge und Nebenleistungen der planmäßigen Richterinnen, Richter, Beamtinnen und Beamten"
847,2705,11,11,98107,27023771.49,Leistungen an Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,981071111,98107111127024,neunachteinsnullsiebeneinseinseinseinszweisiebennullzweivier  Leistungen an Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben
848,1197,6,25,27201,26984441.73,Zuschüsse der Europäischen Union und der Vereinten Nationen,272010625,27201062526984,zweisiebenzweinulleinsnullsechszweifünfzweisechsneunachtvier  Zuschüsse der Europäischen Union und der Vereinten Nationen
849,5245,60,4,18201,26962575.41,Tilgung von Darlehen des Bundes an die Bundesanstalt für Immobilienaufgaben,182016004,18201600426963,einsachtzweinulleinssechsnullnullvierzweisechsneunsechsdrei  Tilgung von Darlehen des Bundes an die Bundesanstalt für Immobilienaufgaben
850,1926,9,10,63203,26815245.21,Zuweisungen an die Länder zur Umsetzung von Maßnahmen im Rahmen der Reserve für die Anpassung an den Brexit (BAR),632030910,63203091026815,sechsdreizweinulldreinullneuneinsnullzweisechsachteinsfünf  Zuweisungen an die Länder zur Umsetzung von Maßnahmen im Rahmen der Reserve für die Anpassung an den Brexit (BAR)
851,2908,12,1,71122,26780386.67,Hochbauten an Bundesstraßen bis 6 000 000 € Baukosten,711221201,71122120126780,siebeneinseinszweizweieinszweinulleinszweisechssiebenachtnull  Hochbauten an Bundesstraßen bis 6 000 000 € Baukosten
852,4469,17,3,68511,26695391.9,Zuschuss an die Deutsche Stiftung für Engagement und Ehrenamt,685111703,68511170326695,sechsachtfünfeinseinseinssiebennulldreizweisechssechsneunfünf  Zuschuss an die Deutsche Stiftung für Engagement und Ehrenamt
853,2040,9,14,51802,26692173.72,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518020914,51802091426692,fünfeinsachtnullzweinullneuneinsvierzweisechssechsneunzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement
854,4785,23,10,89633,26687332.99,Sonderinitiative Stabilisierung und Entwicklung Nordafrika-Nahost,896332310,89633231026687,achtneunsechsdreidreizweidreieinsnullzweisechssechsachtsieben  Sonderinitiative Stabilisierung und Entwicklung Nordafrika-Nahost
855,3595,14,1,55931,26680863.99,Beitrag zu den Beschaffungskosten,559311401,55931140126681,fünffünfneundreieinseinsviernulleinszweisechssechsachteins  Beitrag zu den Beschaffungskosten
856,3182,12,13,53204,26640870.87,Koordination der Flüchtlingsverteilung BALM,532041213,53204121326641,fünfdreizweinullviereinszweieinsdreizweisechssechsviereins  Koordination der Flüchtlingsverteilung BALM
857,1292,6,28,53212,26504369.81,Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),532120628,53212062826504,fünfdreizweieinszweinullsechszweiachtzweisechsfünfnullvier  Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT)
858,3286,12,17,42801,26448950.36,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428011217,42801121726449,vierzweiachtnulleinseinszweieinssiebenzweisechsviervierneun  Entgelte der Arbeitnehmerinnen und Arbeitnehmer
859,3140,12,11,44101,26409371.96,Beihilfen aufgrund der Beihilfevorschriften,441011211,44101121126409,vierviereinsnulleinseinszweieinseinszweisechsviernullneun  Beihilfen aufgrund der Beihilfevorschriften
860,3736,14,8,28601,26402542.0,Erstattung der Kosten für die Verwaltung und die Mitbenutzung von NATO-Einrichtungen in Deutschland und damit zusammenhängende Unterstützungsleistungen,286011408,28601140826403,zweiachtsechsnulleinseinsviernullachtzweisechsviernulldrei  Erstattung der Kosten für die Verwaltung und die Mitbenutzung von NATO-Einrichtungen in Deutschland und damit zusammenhängende Unterstützungsleistungen
861,573,5,4,68715,26382885.34,Programmarbeit,687150504,68715050426383,sechsachtsiebeneinsfünfnullfünfnullvierzweisechsdreiachtdrei  Programmarbeit
862,5012,30,3,54101,26314271.66,"Wissenschaftskommunikation, Partizipation, Soziale Innovationen",541013003,54101300326314,"fünfviereinsnulleinsdreinullnulldreizweisechsdreieinsvier  Wissenschaftskommunikation, Partizipation, Soziale Innovationen"
863,4161,15,17,42801,26144489.25,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428011517,42801151726144,vierzweiachtnulleinseinsfünfeinssiebenzweisechseinsviervier  Entgelte der Arbeitnehmerinnen und Arbeitnehmer
864,462,4,53,42201,26059834.97,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422010453,42201045326060,vierzweizweinulleinsnullvierfünfdreizweisechsnullsechsnull  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten
865,780,6,1,68424,25801000.0,Beteiligung des Bundes an der Ausrichtung der Special Olympics World Games 2023 in Berlin,684240601,68424060125801,sechsachtvierzweiviernullsechsnulleinszweifünfachtnulleins  Beteiligung des Bundes an der Ausrichtung der Special Olympics World Games 2023 in Berlin
866,1360,6,33,81202,25800053.37,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",812020633,81202063325800,"achteinszweinullzweinullsechsdreidreizweifünfachtnullnull  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik"
867,741,5,14,42801,25705353.23,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428010514,42801051425705,vierzweiachtnulleinsnullfünfeinsvierzweifünfsiebennullfünf  Entgelte der Arbeitnehmerinnen und Arbeitnehmer
868,4270,16,12,42801,25621627.34,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428011612,42801161225622,vierzweiachtnulleinseinssechseinszweizweifünfsechszweizwei  Entgelte der Arbeitnehmerinnen und Arbeitnehmer
869,4234,16,8,68401,25615401.92,Zuschüsse an die Vertretung der Verbraucher,684011608,68401160825615,sechsachtviernulleinseinssechsnullachtzweifünfsechseinsfünf  Zuschüsse an die Vertretung der Verbraucher
870,1992,9,13,11999,25568831.01,Vermischte Einnahmen,119990913,11999091325569,einseinsneunneunneunnullneuneinsdreizweifünffünfsechsneun  Vermischte Einnahmen
871,686,5,12,51731,25506268.65,"Bewirtschaftung der Grundstücke, Gebäude und Räume",517310512,51731051225506,"fünfeinssiebendreieinsnullfünfeinszweizweifünffünfnullsechs  Bewirtschaftung der Grundstücke, Gebäude und Räume"
872,1880,9,3,52602,25495099.75,"Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen",526020903,52602090325495,"fünfzweisechsnullzweinullneunnulldreizweifünfvierneunfünf  Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen"
873,4183,16,1,13202,25376944.17,Erlöse aus der Veräußerung von Emissionsberechtigungen zur Refinanzierung der Deutschen Emissionshandelsstelle,132021601,13202160125377,einsdreizweinullzweieinssechsnulleinszweifünfdreisiebensieben  Erlöse aus der Veräußerung von Emissionsberechtigungen zur Refinanzierung der Deutschen Emissionshandelsstelle
874,5228,60,2,68722,25368347.1,Beitrag zur Organisation für Wirtschaftliche Zusammenarbeit und Entwicklung (OECD),687226002,68722600225368,sechsachtsiebenzweizweisechsnullnullzweizweifünfdreisechsacht  Beitrag zur Organisation für Wirtschaftliche Zusammenarbeit und Entwicklung (OECD)
875,3650,14,3,44313,25303956.8,Zahnärztliche Behandlung,443131403,44313140325304,viervierdreieinsdreieinsviernulldreizweifünfdreinullvier  Zahnärztliche Behandlung
876,4816,23,12,42801,25227873.84,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428012312,42801231225228,vierzweiachtnulleinszweidreieinszweizweifünfzweizweiacht  Entgelte der Arbeitnehmerinnen und Arbeitnehmer
877,1576,7,18,42801,25224873.94,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428010718,42801071825225,vierzweiachtnulleinsnullsiebeneinsachtzweifünfzweizweifünf  Entgelte der Arbeitnehmerinnen und Arbeitnehmer
878,3789,14,11,98107,25134084.1,Leistungen an Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,981071411,98107141125134,neunachteinsnullsiebeneinsviereinseinszweifünfeinsdreivier  Leistungen an Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben
879,2367,10,11,63403,25102948.91,Zuweisungen an den Versorgungsfonds,634031011,63403101125103,sechsdreiviernulldreieinsnulleinseinszweifünfeinsnulldrei  Zuweisungen an den Versorgungsfonds
880,1905,9,3,53245,25028775.37,Internationale Zusammenarbeit,532450903,53245090325029,fünfdreizweivierfünfnullneunnulldreizweifünfnullzweineun  Internationale Zusammenarbeit
881,2721,11,11,63403,24906395.92,Zuweisungen an den Versorgungsfonds,634031111,63403111124906,sechsdreiviernulldreieinseinseinseinszweivierneunnullsechs  Zuweisungen an den Versorgungsfonds
882,2173,9,16,53201,24892375.62,Aufträge und Dienstleistungen im Bereich Informationstechnik,532010916,53201091624892,fünfdreizweinulleinsnullneuneinssechszweivierachtneunzwei  Aufträge und Dienstleistungen im Bereich Informationstechnik
883,4260,16,11,63403,24872394.05,Zuweisungen an den Versorgungsfonds,634031611,63403161124872,sechsdreiviernulldreieinssechseinseinszweivierachtsiebenzwei  Zuweisungen an den Versorgungsfonds
884,3969,15,12,42801,24851987.02,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428011512,42801151224852,vierzweiachtnulleinseinsfünfeinszweizweivierachtfünfzwei  Entgelte der Arbeitnehmerinnen und Arbeitnehmer
885,2994,12,3,81101,24841641.44,Erwerb von Fahrzeugen,811011203,81101120324842,achteinseinsnulleinseinszweinulldreizweivierachtvierzwei  Erwerb von Fahrzeugen
886,3963,15,12,51802,24743956.86,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518021512,51802151224744,fünfeinsachtnullzweieinsfünfeinszweizweiviersiebenviervier  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement
887,593,5,4,68747,24618095.02,Sonstige institutionell geförderte Zuwendungsempfänger - Betrieb,687470504,68747050424618,sechsachtsiebenviersiebennullfünfnullvierzweiviersechseinsacht  Sonstige institutionell geförderte Zuwendungsempfänger - Betrieb
888,4195,16,1,68706,24568765.12,Internationaler Umweltschutz - Export von Technologien gegen die Vermüllung der Meere,687061601,68706160124569,sechsachtsiebennullsechseinssechsnulleinszweivierfünfsechsneun  Internationaler Umweltschutz - Export von Technologien gegen die Vermüllung der Meere
889,3337,12,18,98101,24538284.87,Leistungen an Bundesbehörden zur Durchführung von Aufträgen,981011218,98101121824538,neunachteinsnulleinseinszweieinsachtzweivierfünfdreiacht  Leistungen an Bundesbehörden zur Durchführung von Aufträgen
890,1829,9,1,68503,24536527.51,Sprunginnovationen und Innovationsökosystem,685030901,68503090124537,sechsachtfünfnulldreinullneunnulleinszweivierfünfdreisieben  Sprunginnovationen und Innovationsökosystem
891,1206,6,25,51122,24430710.74,Unterhaltung von Luftsicherheitskontrollgerät,511220625,51122062524431,fünfeinseinszweizweinullsechszweifünfzweiviervierdreieins  Unterhaltung von Luftsicherheitskontrollgerät
892,1708,8,12,11201,24416854.37,"Geldstrafen, Geldbußen und Gerichtskosten",112010812,11201081224417,"einseinszweinulleinsnullachteinszweizweivierviereinssieben  Geldstrafen, Geldbußen und Gerichtskosten"
893,3146,12,11,53201,24168789.42,Aufträge und Dienstleistungen im Bereich Informationstechnik,532011211,53201121124169,fünfdreizweinulleinseinszweieinseinszweiviereinssechsneun  Aufträge und Dienstleistungen im Bereich Informationstechnik
894,4521,17,12,42801,24124677.91,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428011712,42801171224125,vierzweiachtnulleinseinssiebeneinszweizweiviereinszweifünf  Entgelte der Arbeitnehmerinnen und Arbeitnehmer
895,5176,60,1,3402,24046868.17,Zwischenerzeugnissteuer,34026001,03402600124047,nulldreiviernullzweisechsnullnulleinszweiviernullviersieben  Zwischenerzeugnissteuer
896,2253,10,3,11909,24034017.46,Vermischte Einnahmen,119091003,11909100324034,einseinsneunnullneuneinsnullnulldreizweiviernulldreivier  Vermischte Einnahmen
897,4473,17,3,68422,23971919.17,Förderung von Modellprojekten zur Einrichtung von Mehrgenerationenhäusern,684221703,68422170323972,sechsachtvierzweizweieinssiebennulldreizweidreineunsiebenzwei  Förderung von Modellprojekten zur Einrichtung von Mehrgenerationenhäusern
