,index,Epl.,Kap.,Tit.,Ist 2023,Zweckbestimmung,2023 id,id_nlp_help,id_nlp,2023 Zweck,id
1294,2320,10,10,12902,10768009.43,"Einnahmen aus dem Zweckvermögen, das von der Postbank verwaltet wird",129021010,12902101010768,"einszweineunnullzweieinsnulleinsnulleinsnullsiebensechsacht  Einnahmen aus dem Zweckvermögen, das von der Postbank verwaltet wird","Einnahmen aus dem Zweckvermögen, das von der Postbank verwaltet wird",129021010.0
1295,1204,6,25,68501,10716802.54,Zuschüsse für Projekte aus dem Fonds für Innere Sicherheit (ISF Grenzen) der Europäischen Union,685010625,68501062510717,sechsachtfünfnulleinsnullsechszweifünfeinsnullsiebeneinssieben  Zuschüsse für Projekte aus dem Fonds für Innere Sicherheit (ISF Grenzen) der Europäischen Union,Zuschüsse für Projekte aus dem Fonds für Innere Sicherheit (ISF Grenzen) der Europäischen Union,685010625.0
1296,860,6,3,68462,10702278.8,Behördenunabhängige Asylverfahrensberatung (AVB),684620603,68462060310702,sechsachtviersechszweinullsechsnulldreieinsnullsiebennullzwei  Behördenunabhängige Asylverfahrensberatung (AVB),Behördenunabhängige Asylverfahrensberatung (AVB),684620603.0
1297,3742,14,8,51709,10691069.65,Betreibermodelle im Liegenschaftsbereich,517091408,51709140810691,fünfeinssiebennullneuneinsviernullachteinsnullsechsneuneins  Betreibermodelle im Liegenschaftsbereich,Betreibermodelle im Liegenschaftsbereich,517091408.0
1298,898,6,11,63257,10669661.6,Erstattungen des Bundes für Versorgungslasten,632570611,63257061110670,sechsdreizweifünfsiebennullsechseinseinseinsnullsechssiebennull  Erstattungen des Bundes für Versorgungslasten,Erstattungen des Bundes für Versorgungslasten,632570611.0
1299,1884,9,3,68607,10666885.89,Kompetenzzentren im Energiebereich,686070903,68607090310667,sechsachtsechsnullsiebennullneunnulldreieinsnullsechssechssieben  Kompetenzzentren im Energiebereich,Kompetenzzentren im Energiebereich,686070903.0
1300,4824,23,12,53201,10618459.75,Aufträge und Dienstleistungen im Bereich Informationstechnik,532012312,53201231210618,fünfdreizweinulleinszweidreieinszweieinsnullsechseinsacht  Aufträge und Dienstleistungen im Bereich Informationstechnik,Aufträge und Dienstleistungen im Bereich Informationstechnik,532012312.0
1301,4545,17,13,42709,10613071.86,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",427091713,42709171310613,"vierzweisiebennullneuneinssiebeneinsdreieinsnullsechseinsdrei  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",427091713.0
1303,2974,12,2,88221,10559671.2,Kostendrittel des Bundes an Kreuzungsmaßnahmen nach § 13 Abs. 1 Satz 2 Eisenbahnkreuzungsgesetz (EKrG) (Baulast: Länder),882211202,88221120210560,achtachtzweizweieinseinszweinullzweieinsnullfünfsechsnull  Kostendrittel des Bundes an Kreuzungsmaßnahmen nach § 13 Abs. 1 Satz 2 Eisenbahnkreuzungsgesetz (EKrG) (Baulast: Länder),Kostendrittel des Bundes an Kreuzungsmaßnahmen nach § 13 Abs. 1 Satz 2 Eisenbahnkreuzungsgesetz (EKrG) (Baulast: Länder),882211202.0
1304,28,1,12,42801,10552513.6,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428010112,42801011210553,vierzweiachtnulleinsnulleinseinszweieinsnullfünffünfdrei  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428010112.0
1305,871,6,3,68750,10550000.0,Soziale und kulturelle Förderung der deutschen Volksgruppe in Nordschleswig/Dänemark,687500603,68750060310550,sechsachtsiebenfünfnullnullsechsnulldreieinsnullfünffünfnull  Soziale und kulturelle Förderung der deutschen Volksgruppe in Nordschleswig/Dänemark,Soziale und kulturelle Förderung der deutschen Volksgruppe in Nordschleswig/Dänemark,687500603.0
1306,2128,9,15,54431,10533769.98,"Forschung, Untersuchungen und Ähnliches",544310915,54431091510534,"fünfviervierdreieinsnullneuneinsfünfeinsnullfünfdreivier  Forschung, Untersuchungen und Ähnliches","Forschung, Untersuchungen und Ähnliches",544310915.0
1307,1178,6,24,53203,10513121.07,Sonstige Dienstleistungsaufträge an Dritte,532030624,53203062410513,fünfdreizweinulldreinullsechszweiviereinsnullfünfeinsdrei  Sonstige Dienstleistungsaufträge an Dritte,Sonstige Dienstleistungsaufträge an Dritte,532030624.0
1308,1779,8,15,51802,10508653.33,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518020815,51802081510509,fünfeinsachtnullzweinullachteinsfünfeinsnullfünfnullneun  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518020815.0
1309,1175,6,24,52701,10499273.36,Dienstreisen,527010624,52701062410499,fünfzweisiebennulleinsnullsechszweiviereinsnullvierneunneun  Dienstreisen,Dienstreisen,527010624.0
1311,1069,6,19,42201,10485173.46,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422010619,42201061910485,vierzweizweinulleinsnullsechseinsneuneinsnullvierachtfünf  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422010619.0
1312,1849,9,1,89223,10464136.46,IPCEI Cloud und Datenverarbeitung,892230901,89223090110464,achtneunzweizweidreinullneunnulleinseinsnullviersechsvier  IPCEI Cloud und Datenverarbeitung,IPCEI Cloud und Datenverarbeitung,892230901.0
1313,2070,9,14,81233,10446660.17,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen",812330914,81233091410447,"achteinszweidreidreinullneuneinsviereinsnullvierviersieben  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen","Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen",812330914.0
1314,5051,30,4,68606,10430660.04,Durchführung Forschungszulagengesetz,686063004,68606300410431,sechsachtsechsnullsechsdreinullnullviereinsnullvierdreieins  Durchführung Forschungszulagengesetz,Durchführung Forschungszulagengesetz,686063004.0
1315,1981,9,12,53201,10378442.16,Aufträge und Dienstleistungen im Bereich Informationstechnik,532010912,53201091210378,fünfdreizweinulleinsnullneuneinszweieinsnulldreisiebenacht  Aufträge und Dienstleistungen im Bereich Informationstechnik,Aufträge und Dienstleistungen im Bereich Informationstechnik,532010912.0
1316,2839,11,16,23605,10350853.03,Erstattung der Aufwendungen für die Verwaltung des Gesundheitsfonds sowie der Aufwendungen für die Durchführung des morbiditätsorientierten Risikostrukturausgleichs und der Vertragstransparenzstelle,236051116,23605111610351,zweidreisechsnullfünfeinseinseinssechseinsnulldreifünfeins  Erstattung der Aufwendungen für die Verwaltung des Gesundheitsfonds sowie der Aufwendungen für die Durchführung des morbiditätsorientierten Risikostrukturausgleichs und der Vertragstransparenzstelle,Erstattung der Aufwendungen für die Verwaltung des Gesundheitsfonds sowie der Aufwendungen für die Durchführung des morbiditätsorientierten Risikostrukturausgleichs und der Vertragstransparenzstelle,236051116.0
1318,4487,17,10,68407,10261136.59,Zuschüsse an zentrale Organisationen und für zentrale Maßnahmen im Bereich der Wohlfahrtspflege,684071710,68407171010261,sechsachtviernullsiebeneinssiebeneinsnulleinsnullzweisechseins  Zuschüsse an zentrale Organisationen und für zentrale Maßnahmen im Bereich der Wohlfahrtspflege,Zuschüsse an zentrale Organisationen und für zentrale Maßnahmen im Bereich der Wohlfahrtspflege,684071710.0
1319,2899,12,1,54401,10237081.82,"Forschung, Untersuchungen und Ähnliches",544011201,54401120110237,"fünfvierviernulleinseinszweinulleinseinsnullzweidreisieben  Forschung, Untersuchungen und Ähnliches","Forschung, Untersuchungen und Ähnliches",544011201.0
1320,89,2,12,41104,10232683.33,"Zuschuss zu den Kosten in Krankheits-, Pflege- und Geburtsfällen sowie Unterstützungen nach §§ 27 und 28 Abgeordnetengesetz",411040212,41104021210233,"viereinseinsnullviernullzweieinszweieinsnullzweidreidrei  Zuschuss zu den Kosten in Krankheits-, Pflege- und Geburtsfällen sowie Unterstützungen nach §§ 27 und 28 Abgeordnetengesetz","Zuschuss zu den Kosten in Krankheits-, Pflege- und Geburtsfällen sowie Unterstützungen nach §§ 27 und 28 Abgeordnetengesetz",411040212.0
1321,3540,12,23,42709,10208542.71,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",427091223,42709122310209,"vierzweisiebennullneuneinszweizweidreieinsnullzweinullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",427091223.0
1322,3887,15,3,53102,10201434.15,Aufklärungsmaßnahmen auf dem Gebiet von sexuell übertragbaren Krankheiten,531021503,53102150310201,fünfdreieinsnullzweieinsfünfnulldreieinsnullzweinulleins  Aufklärungsmaßnahmen auf dem Gebiet von sexuell übertragbaren Krankheiten,Aufklärungsmaßnahmen auf dem Gebiet von sexuell übertragbaren Krankheiten,531021503.0
1323,1161,6,24,68501,10192717.15,Zuschüsse für Projekte aus dem Fonds für Innere Sicherheit (ISF Sicherheit) der Europäischen Union,685010624,68501062410193,sechsachtfünfnulleinsnullsechszweiviereinsnulleinsneundrei  Zuschüsse für Projekte aus dem Fonds für Innere Sicherheit (ISF Sicherheit) der Europäischen Union,Zuschüsse für Projekte aus dem Fonds für Innere Sicherheit (ISF Sicherheit) der Europäischen Union,685010624.0
1324,1071,6,19,42801,10156312.82,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428010619,42801061910156,vierzweiachtnulleinsnullsechseinsneuneinsnulleinsfünfsechs  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428010619.0
1325,2532,10,17,11101,10152653.64,"Gebühren, sonstige Entgelte",111011017,11101101710153,"einseinseinsnulleinseinsnulleinssiebeneinsnulleinsfünfdrei  Gebühren, sonstige Entgelte","Gebühren, sonstige Entgelte",111011017.0
1327,5003,30,2,51872,10090581.24,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518723002,51872300210091,fünfeinsachtsiebenzweidreinullnullzweieinsnullnullneuneins  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518723002.0
1329,3930,15,5,53204,10081961.65,Kosten der internationalen Zusammenarbeit auf dem Gebiet des Gesundheitswesens,532041505,53204150510082,fünfdreizweinullviereinsfünfnullfünfeinsnullnullachtzwei  Kosten der internationalen Zusammenarbeit auf dem Gebiet des Gesundheitswesens,Kosten der internationalen Zusammenarbeit auf dem Gebiet des Gesundheitswesens,532041505.0
1330,319,4,32,51802,10078887.0,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518020432,51802043210079,fünfeinsachtnullzweinullvierdreizweieinsnullnullsiebenneun  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518020432.0
1331,4299,16,13,54711,10075570.2,Nicht aufteilbare sächliche Verwaltungsausgaben,547111613,54711161310076,fünfviersiebeneinseinseinssechseinsdreieinsnullnullsiebensechs  Nicht aufteilbare sächliche Verwaltungsausgaben,Nicht aufteilbare sächliche Verwaltungsausgaben,547111613.0
1332,931,6,12,53201,10049259.57,Aufträge und Dienstleistungen im Bereich Informationstechnik,532010612,53201061210049,fünfdreizweinulleinsnullsechseinszweieinsnullnullvierneun  Aufträge und Dienstleistungen im Bereich Informationstechnik,Aufträge und Dienstleistungen im Bereich Informationstechnik,532010612.0
1333,3567,12,28,42801,10019052.72,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428011228,42801122810019,vierzweiachtnulleinseinszweizweiachteinsnullnulleinsneun  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428011228.0
1334,3905,15,3,63221,9999999.99,Förderprogramm für Flug- und Seehäfen nach den Internationalen Gesundheitsvorschriften (IGV),632211503,63221150310000,sechsdreizweizweieinseinsfünfnulldreieinsnullnullnullnull  Förderprogramm für Flug- und Seehäfen nach den Internationalen Gesundheitsvorschriften (IGV),Förderprogramm für Flug- und Seehäfen nach den Internationalen Gesundheitsvorschriften (IGV),632211503.0
1335,561,5,2,68520,9992180.14,Einrichtungen zur Pflege der Auslandsbeziehungen,685200502,6852005029992,sechsachtfünfzweinullnullfünfnullzweineunneunneunzwei  Einrichtungen zur Pflege der Auslandsbeziehungen,Einrichtungen zur Pflege der Auslandsbeziehungen,685200502.0
1336,4863,25,2,23201,9981830.09,Einnahmen aus Zinszahlungen und Erstattungen von Fördermitteln der Städtebauförderung und der Förderung des sozialen Wohnungsbaus von den Ländern,232012502,2320125029982,zweidreizweinulleinszweifünfnullzweineunneunachtzwei  Einnahmen aus Zinszahlungen und Erstattungen von Fördermitteln der Städtebauförderung und der Förderung des sozialen Wohnungsbaus von den Ländern,Einnahmen aus Zinszahlungen und Erstattungen von Fördermitteln der Städtebauförderung und der Förderung des sozialen Wohnungsbaus von den Ländern,232012502.0
1338,1459,7,12,42202,9975565.1,Bezüge und Nebenleistungen der beamteten Hilfskräfte,422020712,4220207129976,vierzweizweinullzweinullsiebeneinszweineunneunsiebensechs  Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bezüge und Nebenleistungen der beamteten Hilfskräfte,422020712.0
1339,1648,8,2,42902,9939252.5,Leistungen für ehemalige Arbeitskräfte der Streitkräfte der Entsendestaaten,429020802,4290208029939,vierzweineunnullzweinullachtnullzweineunneundreineun  Leistungen für ehemalige Arbeitskräfte der Streitkräfte der Entsendestaaten,Leistungen für ehemalige Arbeitskräfte der Streitkräfte der Entsendestaaten,429020802.0
1341,2278,10,4,67103,9887254.19,Erstattung der Kosten für Maßnahmen im Fischereisektor,671031004,6710310049887,sechssiebeneinsnulldreieinsnullnullvierneunachtachtsieben  Erstattung der Kosten für Maßnahmen im Fischereisektor,Erstattung der Kosten für Maßnahmen im Fischereisektor,671031004.0
1342,5153,32,5,57512,9853442.41,Zinsen für Wertpapierpensionsgeschäfte zur Haushaltsfinanzierung,575123205,5751232059853,fünfsiebenfünfeinszweidreizweinullfünfneunachtfünfdrei  Zinsen für Wertpapierpensionsgeschäfte zur Haushaltsfinanzierung,Zinsen für Wertpapierpensionsgeschäfte zur Haushaltsfinanzierung,575123205.0
1343,1371,6,34,42201,9852765.93,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422010634,4220106349853,vierzweizweinulleinsnullsechsdreivierneunachtfünfdrei  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422010634.0
1345,1990,9,12,81202,9796867.68,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",812020912,8120209129797,"achteinszweinullzweinullneuneinszweineunsiebenneunsieben  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik","Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",812020912.0
1346,4364,16,15,42201,9782665.27,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422011615,4220116159783,vierzweizweinulleinseinssechseinsfünfneunsiebenachtdrei  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422011615.0
1347,669,5,12,51121,9772985.53,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",511210512,5112105129773,"fünfeinseinszweieinsnullfünfeinszweineunsiebensiebendrei  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung","Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",511210512.0
1348,4831,25,1,15212,9729760.01,Zinseinnahmen von Ländern,152122501,1521225019730,einsfünfzweieinszweizweifünfnulleinsneunsiebendreinull  Zinseinnahmen von Ländern,Zinseinnahmen von Ländern,152122501.0
1349,1976,9,12,51701,9722980.97,"Bewirtschaftung der Grundstücke, Gebäude und Räume",517010912,5170109129723,"fünfeinssiebennulleinsnullneuneinszweineunsiebenzweidrei  Bewirtschaftung der Grundstücke, Gebäude und Räume","Bewirtschaftung der Grundstücke, Gebäude und Räume",517010912.0
1350,3030,12,5,34101,9700128.62,"Beitrag von EUMETSAT für die Entwicklung und den Bau des Erdbeobachtungsinstruments ""METimage""",341011205,3410112059700,"dreiviereinsnulleinseinszweinullfünfneunsiebennullnull  Beitrag von EUMETSAT für die Entwicklung und den Bau des Erdbeobachtungsinstruments ""METimage""","Beitrag von EUMETSAT für die Entwicklung und den Bau des Erdbeobachtungsinstruments ""METimage""",341011205.0
1352,3069,12,10,63601,9697687.09,Erstattung der Kosten für Schiffssicherheitsaufgaben des Bundes,636011210,6360112109698,sechsdreisechsnulleinseinszweieinsnullneunsechsneunacht  Erstattung der Kosten für Schiffssicherheitsaufgaben des Bundes,Erstattung der Kosten für Schiffssicherheitsaufgaben des Bundes,636011210.0
1353,2632,11,4,63601,9647589.8,Verwaltungskostenerstattung des Bundes an die Unfallversicherung Bund und Bahn,636011104,6360111049648,sechsdreisechsnulleinseinseinsnullvierneunsechsvieracht  Verwaltungskostenerstattung des Bundes an die Unfallversicherung Bund und Bahn,Verwaltungskostenerstattung des Bundes an die Unfallversicherung Bund und Bahn,636011104.0
1354,3654,14,3,53919,9642723.04,Vermischte Verwaltungsausgaben,539191403,5391914039643,fünfdreineuneinsneuneinsviernulldreineunsechsvierdrei  Vermischte Verwaltungsausgaben,Vermischte Verwaltungsausgaben,539191403.0
1355,4458,17,3,11999,9636780.89,Vermischte Einnahmen,119991703,1199917039637,einseinsneunneunneuneinssiebennulldreineunsechsdreisieben  Vermischte Einnahmen,Vermischte Einnahmen,119991703.0
1357,1139,6,23,68602,9627628.56,Zuschüsse zur Förderung der IT-Sicherheit,686020623,6860206239628,sechsachtsechsnullzweinullsechszweidreineunsechszweiacht  Zuschüsse zur Förderung der IT-Sicherheit,Zuschüsse zur Förderung der IT-Sicherheit,686020623.0
1358,2315,10,6,68704,9613124.46,Zusammenarbeit mit der FAO und anderen internationalen Organisationen im Agrar- und Ernährungsbereich,687041006,6870410069613,sechsachtsiebennullviereinsnullnullsechsneunsechseinsdrei  Zusammenarbeit mit der FAO und anderen internationalen Organisationen im Agrar- und Ernährungsbereich,Zusammenarbeit mit der FAO und anderen internationalen Organisationen im Agrar- und Ernährungsbereich,687041006.0
1359,2817,11,15,42201,9611954.93,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422011115,4220111159612,vierzweizweinulleinseinseinseinsfünfneunsechseinszwei  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422011115.0
1361,3106,12,10,68352,9604473.61,Umrüstung des GSM-R-Funksystems zur Erhöhung der Störfestigkeit,683521210,6835212109604,sechsachtdreifünfzweieinszweieinsnullneunsechsnullvier  Umrüstung des GSM-R-Funksystems zur Erhöhung der Störfestigkeit,Umrüstung des GSM-R-Funksystems zur Erhöhung der Störfestigkeit,683521210.0
1362,808,6,2,68510,9604000.0,Zuschüsse an die Anstalt öffentlichen Rechts Föderale IT-Kooperation,685100602,6851006029604,sechsachtfünfeinsnullnullsechsnullzweineunsechsnullvier  Zuschüsse an die Anstalt öffentlichen Rechts Föderale IT-Kooperation,Zuschüsse an die Anstalt öffentlichen Rechts Föderale IT-Kooperation,685100602.0
1363,3469,12,20,81201,9601009.14,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",812011220,8120112209601,"achteinszweinulleinseinszweizweinullneunsechsnulleins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)","Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",812011220.0
1365,2233,9,18,53201,9566387.71,Aufträge und Dienstleistungen im Bereich Informationstechnik,532010918,5320109189566,fünfdreizweinulleinsnullneuneinsachtneunfünfsechssechs  Aufträge und Dienstleistungen im Bereich Informationstechnik,Aufträge und Dienstleistungen im Bereich Informationstechnik,532010918.0
1366,1870,9,2,68610,9542285.14,Durchleitung von ESF-Mitteln an das ERP-Sondervermögen,686100902,6861009029542,sechsachtsechseinsnullnullneunnullzweineunfünfvierzwei  Durchleitung von ESF-Mitteln an das ERP-Sondervermögen,Durchleitung von ESF-Mitteln an das ERP-Sondervermögen,686100902.0
1367,3924,15,4,68606,9475965.08,"Experimentelle Pilotprojekte zur Entwicklung und Testung von Versorgungs- und Ausbildungsmodellen für Gesundheitsversorgung, Rehabilitation und Pflege",686061504,6860615049476,"sechsachtsechsnullsechseinsfünfnullvierneunviersiebensechs  Experimentelle Pilotprojekte zur Entwicklung und Testung von Versorgungs- und Ausbildungsmodellen für Gesundheitsversorgung, Rehabilitation und Pflege","Experimentelle Pilotprojekte zur Entwicklung und Testung von Versorgungs- und Ausbildungsmodellen für Gesundheitsversorgung, Rehabilitation und Pflege",686061504.0
1368,3357,12,18,51101,9443842.33,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",511011218,5110112189444,"fünfeinseinsnulleinseinszweieinsachtneunvierviervier  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung","Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",511011218.0
1369,1170,6,24,51401,9429305.29,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",514010624,5140106249429,"fünfeinsviernulleinsnullsechszweivierneunvierzweineun  Verbrauchsmittel, Haltung von Fahrzeugen und dgl.","Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",514010624.0
1370,892,6,11,98107,9428525.43,Leistungen an Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,981070611,9810706119429,neunachteinsnullsiebennullsechseinseinsneunvierzweineun  Leistungen an Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,Leistungen an Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,981070611.0
1371,1767,8,13,53301,9398672.43,Herstellung von Tabaksteuerzeichen,533010813,5330108139399,fünfdreidreinulleinsnullachteinsdreineundreineunneun  Herstellung von Tabaksteuerzeichen,Herstellung von Tabaksteuerzeichen,533010813.0
1372,4093,15,16,23601,9397111.16,Erstattung der Kosten der Datentransparenz (gem. § 303a Absatz 1 SGB V),236011516,2360115169397,zweidreisechsnulleinseinsfünfeinssechsneundreineunsieben  Erstattung der Kosten der Datentransparenz (gem. § 303a Absatz 1 SGB V),Erstattung der Kosten der Datentransparenz (gem. § 303a Absatz 1 SGB V),236011516.0
1373,4892,25,3,52604,9356525.6,Baunebenkosten für Baumaßnahmen des Bundespräsidialamtes in Berlin,526042503,5260425039357,fünfzweisechsnullvierzweifünfnulldreineundreifünfsieben  Baunebenkosten für Baumaßnahmen des Bundespräsidialamtes in Berlin,Baunebenkosten für Baumaßnahmen des Bundespräsidialamtes in Berlin,526042503.0
1374,219,4,10,54701,9333020.92,Nicht aufteilbare sächliche Verwaltungsausgaben,547010410,5470104109333,fünfviersiebennulleinsnullviereinsnullneundreidreidrei  Nicht aufteilbare sächliche Verwaltungsausgaben,Nicht aufteilbare sächliche Verwaltungsausgaben,547010410.0
1375,2256,10,3,17202,9331727.95,Tilgung von Darlehen für einzelbetriebliche Maßnahmen und ländliche Siedlung,172021003,1720210039332,einssiebenzweinullzweieinsnullnulldreineundreidreizwei  Tilgung von Darlehen für einzelbetriebliche Maßnahmen und ländliche Siedlung,Tilgung von Darlehen für einzelbetriebliche Maßnahmen und ländliche Siedlung,172021003.0
1380,785,6,1,68623,9178510.84,Zuschuss für Maßnahmen zur Dopingbekämpfung,686230601,6862306019179,sechsachtsechszweidreinullsechsnulleinsneuneinssiebenneun  Zuschuss für Maßnahmen zur Dopingbekämpfung,Zuschuss für Maßnahmen zur Dopingbekämpfung,686230601.0
1383,2500,10,16,26601,9149524.53,Erstattung der Verwaltungskosten für Maßnahmen im Rahmen der Gemeinsamen Fischereipolitik,266011016,2660110169150,zweisechssechsnulleinseinsnulleinssechsneuneinsfünfnull  Erstattung der Verwaltungskosten für Maßnahmen im Rahmen der Gemeinsamen Fischereipolitik,Erstattung der Verwaltungskosten für Maßnahmen im Rahmen der Gemeinsamen Fischereipolitik,266011016.0
1385,4859,25,1,54481,9121852.66,"Forschung, Untersuchungen und Ähnliches",544812501,5448125019122,"fünfviervierachteinszweifünfnulleinsneuneinszweizwei  Forschung, Untersuchungen und Ähnliches","Forschung, Untersuchungen und Ähnliches",544812501.0
1387,4540,17,13,51802,9066675.53,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518021713,5180217139067,fünfeinsachtnullzweieinssiebeneinsdreineunnullsechssieben  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518021713.0
1388,3867,14,13,52555,9025180.55,Aus- und Fortbildung,525551413,5255514139025,fünfzweifünffünffünfeinsviereinsdreineunnullzweifünf  Aus- und Fortbildung,Aus- und Fortbildung,525551413.0
1389,4973,25,14,42821,9012980.36,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428212514,4282125149013,vierzweiachtzweieinszweifünfeinsvierneunnulleinsdrei  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428212514.0
1390,4236,16,8,68403,9003819.64,Information der Verbraucherinnen und Verbraucher,684031608,6840316089004,sechsachtviernulldreieinssechsnullachtneunnullnullvier  Information der Verbraucherinnen und Verbraucher,Information der Verbraucherinnen und Verbraucher,684031608.0
1394,1951,9,11,42401,8966865.88,Zuführung an die Versorgungsrücklage,424010911,4240109118967,vierzweiviernulleinsnullneuneinseinsachtneunsechssieben  Zuführung an die Versorgungsrücklage,Zuführung an die Versorgungsrücklage,424010911.0
