,id,Epl.,Kap.,Tit.,Zweckbestimmung,Ist 2023,2012 Zweckbestimmung,Ist 2012,2013 Zweckbestimmung,Ist 2013,2014 Zweckbestimmung,Ist 2014,2015 Zweckbestimmung,Ist 2015,2016 Zweckbestimmung,Ist 2016,2017 Zweckbestimmung,Ist 2017,2018 Zweckbestimmung,Ist 2018,2019 Zweckbestimmung,Ist 2019,2020 Zweckbestimmung,Ist 2020,2021 Zweckbestimmung,Ist 2021,2022 Zweckbestimmung,Ist 2022,index,ministries,2012 id,2013 id,2014 id,2015 id,2016 id,2017 id,2018 id,2019 id,2020 id,2021 id,2022 id
472,101351802,10,13,51802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,18633831.87,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,13107892.38,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,13256120.31,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement ,14409790.96,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,15242118.35,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,15192131.54,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,15249678.77,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,15300359.95,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,15862548.31,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,17399727.68,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,16731039.69,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,18662521.38,,,,,,,,,,,,,
473,101342729,10,13,42729,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",5992081.07,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",3463826.49,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",3788175.37,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige ",3539925.23,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",3362792.9,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",3929619.48,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",4224220.26,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",4421974.23,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",4493751.91,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",4630025.57,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",5509188.57,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",5873568.39,,,,,,,,,,,,,
474,101342821,10,13,42821,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,84033.41,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,161053.42,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,155703.7,Entgelte der Arbeitnehmerinnen und Arbeitnehmer ,126533.08,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,116419.7,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,115080.85,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,119152.66,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,118432.89,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,14442.99,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,35978.85,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,27447.41,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,34309.42,,,,,,,,,,,,,
475,101352721,10,13,52721,Dienstreisen,231114.76,Dienstreisen,187186.4,Dienstreisen,188791.63,Dienstreisen ,202493.05,Dienstreisen,153156.07,Dienstreisen,165228.93,Dienstreisen,154627.13,Dienstreisen,245049.26,Dienstreisen,243239.47,Dienstreisen,58915.69,Dienstreisen,24484.93,Dienstreisen,165971.45,,,,,,,,,,,,,
476,101354721,10,13,54721,Nicht aufteilbare sächliche Verwaltungsausgaben,785964.56,Nicht aufteilbare sächliche Verwaltungsausgaben,1233382.38,Nicht aufteilbare sächliche Verwaltungsausgaben,1350298.46,Nicht aufteilbare sächliche Verwaltungsausgaben ,1320469.52,Nicht aufteilbare sächliche Verwaltungsausgaben,1312904.93,Nicht aufteilbare sächliche Verwaltungsausgaben,1130430.0,Nicht aufteilbare sächliche Verwaltungsausgaben,1361175.41,Nicht aufteilbare sächliche Verwaltungsausgaben,1196871.3,Nicht aufteilbare sächliche Verwaltungsausgaben,947469.6,Nicht aufteilbare sächliche Verwaltungsausgaben,961556.36,Nicht aufteilbare sächliche Verwaltungsausgaben,908555.0,Nicht aufteilbare sächliche Verwaltungsausgaben,926052.41,,,,,,,,,,,,,
477,101381221,10,13,81221,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",170603.34,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen",346302.01,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",93581.4,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT) ",303425.5,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",218686.1,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",112143.46,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",47979.47,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",341450.93,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",134667.21,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",127155.13,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",18627.5,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",54431.31,,,,,,,,,,,,,
478,101342201,10,13,42201,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,12226646.83,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,10276280.75,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,9998442.63,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten ,10394741.3,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,10755629.82,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,10578881.79,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,10897657.87,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,11011210.25,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,11631887.44,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,11663850.85,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,11927863.8,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,11911572.91,,,,,,,,,,,,,
479,101342709,10,13,42709,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",5979618.81,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",3010521.68,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",2707373.54,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige ",3085375.56,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",3125818.18,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",3015078.32,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",3694909.83,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",4367040.57,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",5480083.03,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",5366358.35,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",5375154.93,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",5283083.61,,,,,,,,,,,,,
480,101342801,10,13,42801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,38712508.26,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,30469389.73,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,31245094.26,Entgelte der Arbeitnehmerinnen und Arbeitnehmer ,31949269.86,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,33139184.92,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,33390721.4,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,33338235.3,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,35596844.34,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,36477347.0,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,38392643.8,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,38025178.41,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,36918173.04,,,,,,,,,,,,,
481,101345301,10,13,45301,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",14532.3,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",58443.52,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",42705.52,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen ",32767.47,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",12347.35,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",10913.22,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",12362.97,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",24245.42,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",40593.34,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",12795.01,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",7671.72,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",28464.9,,,,,,,,,,,,,
482,101351101,10,13,51101,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",2718171.36,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",1934553.43,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",2000532.6,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung ",1846840.27,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",1889184.73,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",2063847.56,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",2196692.37,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",2153493.62,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",3120579.63,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",2987654.65,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",2891816.97,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",2395529.38,,,,,,,,,,,,,
483,101351401,10,13,51401,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",670902.63,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",560829.94,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",516018.15,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl. ",503008.78,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",510570.01,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",483889.21,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",511039.81,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",541880.24,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",606260.59,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",599276.19,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",594662.91,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",666068.03,,,,,,,,,,,,,
484,101351701,10,13,51701,"Bewirtschaftung der Grundstücke, Gebäude und Räume",9631786.73,"Bewirtschaftung der Grundstücke, Gebäude und Räume",6849563.07,"Bewirtschaftung der Grundstücke, Gebäude und Räume",7438120.68,"Bewirtschaftung der Grundstücke, Gebäude und Räume ",8688314.52,"Bewirtschaftung der Grundstücke, Gebäude und Räume",8203772.0,"Bewirtschaftung der Grundstücke, Gebäude und Räume",7157879.7,"Bewirtschaftung der Grundstücke, Gebäude und Räume",6619715.75,"Bewirtschaftung der Grundstücke, Gebäude und Räume",7054192.74,"Bewirtschaftung der Grundstücke, Gebäude und Räume",7431248.16,"Bewirtschaftung der Grundstücke, Gebäude und Räume",7974848.81,"Bewirtschaftung der Grundstücke, Gebäude und Räume",7761574.09,"Bewirtschaftung der Grundstücke, Gebäude und Räume",8107755.61,,,,,,,,,,,,,
485,101351801,10,13,51801,Mieten und Pachten,1584876.72,Mieten und Pachten,81276.66,Mieten und Pachten,1341654.01,Mieten und Pachten ,1888820.06,Mieten und Pachten,1346275.66,Mieten und Pachten,1262469.78,Mieten und Pachten,2260718.74,Mieten und Pachten,1701415.33,Mieten und Pachten,1341951.18,Mieten und Pachten,1924055.8,Mieten und Pachten,1740153.88,Mieten und Pachten,1682956.33,,,,,,,,,,,,,
486,101351901,10,13,51901,Unterhaltung der Grundstücke und baulichen Anlagen,599175.8,Unterhaltung der Grundstücke und baulichen Anlagen,543832.47,Unterhaltung der Grundstücke und baulichen Anlagen,325532.53,Unterhaltung der Grundstücke und baulichen Anlagen ,350554.92,Unterhaltung der Grundstücke und baulichen Anlagen,358634.36,Unterhaltung der Grundstücke und baulichen Anlagen,558087.7,Unterhaltung der Grundstücke und baulichen Anlagen,612590.03,Unterhaltung der Grundstücke und baulichen Anlagen,731346.38,Unterhaltung der Grundstücke und baulichen Anlagen,471589.28,Unterhaltung der Grundstücke und baulichen Anlagen,922576.99,Unterhaltung der Grundstücke und baulichen Anlagen,792990.56,Unterhaltung der Grundstücke und baulichen Anlagen,523086.77,,,,,,,,,,,,,
487,101352301,10,13,52301,Wissenschaftliche Sammlungen und Bibliotheken,71681.32,Wissenschaftliche Sammlungen und Bibliotheken,137192.57,Wissenschaftliche Sammlungen und Bibliotheken,110085.3,Wissenschaftliche Sammlungen und Bibliotheken ,147118.88,Wissenschaftliche Sammlungen und Bibliotheken,143686.49,Wissenschaftliche Sammlungen und Bibliotheken,91087.31,Wissenschaftliche Sammlungen und Bibliotheken,126475.58,Wissenschaftliche Sammlungen und Bibliotheken,131454.73,Wissenschaftliche Sammlungen und Bibliotheken,127500.23,Wissenschaftliche Sammlungen und Bibliotheken,98536.45,Wissenschaftliche Sammlungen und Bibliotheken,128475.84,Wissenschaftliche Sammlungen und Bibliotheken,85583.11,,,,,,,,,,,,,
488,101352501,10,13,52501,Aus- und Fortbildung,213482.81,Aus- und Fortbildung,142848.03,Aus- und Fortbildung,163925.01,Aus- und Fortbildung ,169427.7,Aus- und Fortbildung,169107.57,Aus- und Fortbildung,172564.62,Aus- und Fortbildung,215598.49,Aus- und Fortbildung,206924.58,Aus- und Fortbildung,217462.67,Aus- und Fortbildung,178189.32,Aus- und Fortbildung,195210.05,Aus- und Fortbildung,246275.86,,,,,,,,,,,,,
489,101352701,10,13,52701,Dienstreisen,627068.22,Dienstreisen,430784.24,Dienstreisen,383488.16,Dienstreisen ,393992.62,Dienstreisen,412965.29,Dienstreisen,425302.02,Dienstreisen,449684.49,Dienstreisen,492845.0,Dienstreisen,569713.36,Dienstreisen,140772.26,Dienstreisen,87846.9,Dienstreisen,328803.32,,,,,,,,,,,,,
490,101353999,10,13,53999,Vermischte Verwaltungsausgaben,45108.52,Vermischte Verwaltungsausgaben,73960.61,Vermischte Verwaltungsausgaben,121897.75,Vermischte Verwaltungsausgaben ,590069.91,Vermischte Verwaltungsausgaben,340072.49,Vermischte Verwaltungsausgaben,643852.09,Vermischte Verwaltungsausgaben,157631.98,Vermischte Verwaltungsausgaben,90739.47,Vermischte Verwaltungsausgaben,249753.02,Vermischte Verwaltungsausgaben,622978.81,Vermischte Verwaltungsausgaben,231435.05,Vermischte Verwaltungsausgaben,1066449.42,,,,,,,,,,,,,
491,101354401,10,13,54401,"Forschung, Untersuchungen und Ähnliches",1948373.17,"Forschung, Untersuchungen und Ähnliches",1329290.33,"Forschung, Untersuchungen und Ähnliches",1366297.18,"Forschung, Untersuchungen und Ähnliches ",1338584.85,"Forschung, Untersuchungen und Ähnliches",1334275.17,"Forschung, Untersuchungen und Ähnliches",1310746.89,"Forschung, Untersuchungen und Ähnliches",1319739.33,"Forschung, Untersuchungen und Ähnliches",1549727.96,"Forschung, Untersuchungen und Ähnliches",1990692.09,"Forschung, Untersuchungen und Ähnliches",2044064.4,"Forschung, Untersuchungen und Ähnliches",2064770.71,"Forschung, Untersuchungen und Ähnliches",1939885.81,,,,,,,,,,,,,
492,101371101,10,13,71101,"Kleine Neu-, Um- und Erweiterungsbauten",860113.48,"Kleine Neu-, Um- und Erweiterungsbauten",3739960.93,"Kleine Neu-, Um- und Erweiterungsbauten",1217050.21,"Kleine Neu-, Um- und Erweiterungsbauten ",1402632.61,"Kleine Neu-, Um- und Erweiterungsbauten",859111.81,"Kleine Neu-, Um- und Erweiterungsbauten",1398862.61,"Kleine Neu-, Um- und Erweiterungsbauten",1261139.09,"Kleine Neu-, Um- und Erweiterungsbauten",653965.44,"Kleine Neu-, Um- und Erweiterungsbauten",1034622.98,"Kleine Neu-, Um- und Erweiterungsbauten",1775460.22,"Kleine Neu-, Um- und Erweiterungsbauten",954238.55,"Kleine Neu-, Um- und Erweiterungsbauten",190287.82,,,,,,,,,,,,,
493,101381101,10,13,81101,Erwerb von Fahrzeugen,606158.05,Erwerb von Fahrzeugen,364838.65,Erwerb von Fahrzeugen,446222.82,Erwerb von Fahrzeugen ,196425.65,Erwerb von Fahrzeugen,476949.34,Erwerb von Fahrzeugen,848176.1,Erwerb von Fahrzeugen,1080997.45,Erwerb von Fahrzeugen,425192.55,Erwerb von Fahrzeugen,578649.35,Erwerb von Fahrzeugen,341178.02,Erwerb von Fahrzeugen,813137.64,Erwerb von Fahrzeugen,404700.82,,,,,,,,,,,,,
494,101381201,10,13,81201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",1805555.29,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungs-, Forschungs- und Versuchszwecke",1325529.46,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",824363.88,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT) ",1260195.4,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",1399183.27,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",2750638.44,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",1474910.85,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",1230009.24,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",2910667.01,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",1686540.91,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",1225117.25,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",1654736.28,,,,,,,,,,,,,
495,101381205,10,13,81205,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Neu- und Erweiterungsbauten",39525.39,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Neu- und Erweiterungsbauten",281523.44,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsg für Neu- und Erweiterungsbauten",255954.14,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Neu- und Erweiterungsbauten ",65866.5,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Neu- und Erweiterungsbauten",76997.77,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Neu- und Erweiterungsbauten",6913.79,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Neu- und Erweiterungsbauten",98697.7,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Neu- und Erweiterungsbauten",77193.54,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Neu- und Erweiterungsbauten",227723.92,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Neu- und Erweiterungsbauten",1278803.74,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Neu- und Erweiterungsbauten",1209878.57,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Neu- und Erweiterungsbauten",314335.9,,,,,,,,,,,,,
496,101411101,10,14,11101,"Gebühren, sonstige Entgelte",170215.0,"Gebühren, sonstige Entgelte",227570.0,"Gebühren, sonstige Entgelte",203905.25,"Gebühren, sonstige Entgelte ",209645.0,"Gebühren, sonstige Entgelte",155405.0,"Gebühren, sonstige Entgelte",116235.0,"Gebühren, sonstige Entgelte",165980.0,"Gebühren, sonstige Entgelte",137945.0,"Gebühren, sonstige Entgelte",177485.0,"Gebühren, sonstige Entgelte",144795.0,"Gebühren, sonstige Entgelte",140115.0,"Gebühren, sonstige Entgelte",129572.5,,,,,,,,,,,,,
497,101411909,10,14,11909,Vermischte Einnahmen,6546572.58,Vermischte Einnahmen,6456386.47,Vermischte Einnahmen,6512374.15,Vermischte Einnahmen ,8282376.83,Vermischte Einnahmen,6942815.76,Vermischte Einnahmen,6268805.13,Vermischte Einnahmen,7608154.73,Vermischte Einnahmen,5299346.43,Vermischte Einnahmen,4641334.64,Vermischte Einnahmen,4739876.87,Vermischte Einnahmen,5933460.89,Vermischte Einnahmen,5952138.58,,,,,,,,,,,,,
498,101412401,10,14,12401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",62493.03,"Einnahmen aus Vermietung, Verpachtung und Nutzung",56923.89,"Einnahmen aus Vermietung, Verpachtung und Nutzung",56473.2,"Einnahmen aus Vermietung, Verpachtung und Nutzung ",444727.94,"Einnahmen aus Vermietung, Verpachtung und Nutzung",73615.13,"Einnahmen aus Vermietung, Verpachtung und Nutzung",72216.66,"Einnahmen aus Vermietung, Verpachtung und Nutzung",80689.33,"Einnahmen aus Vermietung, Verpachtung und Nutzung",75521.9,"Einnahmen aus Vermietung, Verpachtung und Nutzung",54216.45,"Einnahmen aus Vermietung, Verpachtung und Nutzung",37575.84,"Einnahmen aus Vermietung, Verpachtung und Nutzung",106386.43,"Einnahmen aus Vermietung, Verpachtung und Nutzung",57295.69,,,,,,,,,,,,,
499,101412501,10,14,12501,Einnahmen aus Versuchseinrichtungen,967342.65,Einnahmen aus Versuchseinrichtungen,811245.36,Einnahmen aus Versuchseinrichtungen,1009269.89,Einnahmen aus Versuchseinrichtungen ,971355.96,Einnahmen aus Versuchseinrichtungen,963399.23,Einnahmen aus Versuchseinrichtungen,729127.33,Einnahmen aus Versuchseinrichtungen,793430.37,Einnahmen aus Versuchseinrichtungen,787147.94,Einnahmen aus Versuchseinrichtungen,893988.3,Einnahmen aus Versuchseinrichtungen,658550.35,Einnahmen aus Versuchseinrichtungen,782437.23,Einnahmen aus Versuchseinrichtungen,1092562.05,,,,,,,,,,,,,
