,index,Epl.,Kap.,Tit.,Ist 2023,Zweckbestimmung,ministries,id,id_nlp_help,id_nlp,2012 id,2012 Zweckbestimmung,Ist 2012,2013 id,2013 Zweckbestimmung,Ist 2013,2014 id,2014 Zweckbestimmung,Ist 2014,2015 id,2015 Zweckbestimmung,Ist 2015,2016 id,2016 Zweckbestimmung,Ist 2016,2017 id,2017 Zweckbestimmung,Ist 2017,2018 id,2018 Zweckbestimmung,Ist 2018,2019 id,2019 Zweckbestimmung,Ist 2019,2020 id,2020 Zweckbestimmung,Ist 2020,2021 id,2021 Zweckbestimmung,Ist 2021,2022 id,2022 Zweckbestimmung,Ist 2022,Mapper
1058,2774,11,13,71101,1223829.14,"Kleine Neu-, Um- und Erweiterungsbauten",Bundesministerium für Arbeit und Soziales,111371101,Bundesministerium für Arbeit und Soziales einsdrei siebeneinseinsnulleins ,"Bundesministerium für Arbeit und Soziales einsdrei siebeneinseinsnulleins  Kleine Neu-, Um- und Erweiterungsbauten",110771101,"Kleine Neu-, Um- und Erweiterungsbauten",39538.47,110771101,"Kleine Neu-, Um- und Erweiterungsbauten",1927.07,111371101,"Kleine Neu-, Um- und Erweiterungsbauten",109516.0,111371101,"Kleine Neu-, Um- und Erweiterungsbauten",625199.12,111371101,"Kleine Neu-, Um- und Erweiterungsbauten",1755201.54,111371101,"Kleine Neu-, Um- und Erweiterungsbauten",1127077.19,111371101,"Kleine Neu-, Um- und Erweiterungsbauten",1129986.71,111371101,"Kleine Neu-, Um- und Erweiterungsbauten",637702.37,111371101,"Kleine Neu-, Um- und Erweiterungsbauten",258358.71,111371101,"Kleine Neu-, Um- und Erweiterungsbauten",586512.32,111371101,"Kleine Neu-, Um- und Erweiterungsbauten",1088461.3,nlp
1059,1962,9,12,11999,1223412.08,Vermischte Einnahmen,Bundesministerium für Wirtschaft und Klimaschutz,91211999,Bundesministerium für Wirtschaft und Klimaschutz einszwei einseinsneunneunneun ,Bundesministerium für Wirtschaft und Klimaschutz einszwei einseinsneunneunneun  Vermischte Einnahmen,96711957,Vermischte Einnahmen,230393.33,91711999,Vermischte Einnahmen,47506534.55,91211999,Vermischte Einnahmen,130982.53,91211999,Vermischte Einnahmen,72311.21,91211999,Vermischte Einnahmen,63394.41,91711999,Vermischte Einnahmen,7730.57,91711999,Vermischte Einnahmen,22977.96,91211999,Vermischte Einnahmen,18605.75,91211999,Vermischte Einnahmen,18417.07,91211999,Vermischte Einnahmen,365019.7,91211999,Vermischte Einnahmen,34437.94,nlp
1060,3064,12,10,53401,1213000.0,Ausgleichszahlungen des Bundes aus Forderungsverkauf,Bundesministerium für Digitales und Verkehr,121053401,Bundesministerium für Digitales und Verkehr einsnull fünfdreiviernulleins ,Bundesministerium für Digitales und Verkehr einsnull fünfdreiviernulleins  Ausgleichszahlungen des Bundes aus Forderungsverkauf,120145202,Ausgleichszahlungen des Bundes aus Forderungsverkauf,5985377.01,120145202,Ausgleichszahlungen des Bundes aus Forderungsverkauf,8067491.81,120145202,Ausgleichszahlungen des Bundes aus Forderungsverkauf,6313380.02,120145202,Ausgleichszahlungen des Bundes aus Forderungsverkauf,5535366.58,121088201,Ausgleichszahlungen des Bundes aus Forderungsverkauf,3000000.0,121089172,Ausgleichszahlungen des Bundes aus Forderungsverkauf,201277644.23,121089172,Ausgleichszahlungen des Bundes aus Forderungsverkauf,316939477.75,121089172,Ausgleichszahlungen des Bundes aus Forderungsverkauf,4261652.15,121053401,Ausgleichszahlungen des Bundes aus Forderungsverkauf,1187000.0,121053401,Ausgleichszahlungen des Bundes aus Forderungsverkauf,1224000.0,121053401,Ausgleichszahlungen des Bundes aus Forderungsverkauf,1224000.0,nlp
1061,4041,15,15,38101,1210663.43,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,Bundesministerium für Gesundheit,151538101,Bundesministerium für Gesundheit einsfünf dreiachteinsnulleins ,Bundesministerium für Gesundheit einsfünf dreiachteinsnulleins  Leistungen von Bundesbehörden zur Durchführung von Aufträgen,150638101,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,845567.83,150638101,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,747611.31,150638101,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,635788.17,150198101,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,2932593.1,151538101,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,2733962.54,151538101,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,3411631.02,151538101,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,2950705.89,151538101,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,3360153.68,151538101,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,4468970.04,151538101,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,1863586.14,151538101,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,1502162.17,nlp
1062,4006,15,13,51802,1208873.37,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundesministerium für Gesundheit,151351802,Bundesministerium für Gesundheit einsdrei fünfeinsachtnullzwei ,Bundesministerium für Gesundheit einsdrei fünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,151051802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,6841883.64,151051802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,6841883.64,151051802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,6841883.64,151051802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,6841883.64,151351802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,848532.43,151351802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,847806.36,151351802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,973999.81,151351802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,843873.46,151351802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,810070.67,151351802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,811844.89,151351802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,773529.45,nlp
1063,888,6,11,54201,1207026.69,Öffentlichkeitsarbeit,Bundesministerium des Innern und für Heimat,61154201,Bundesministerium des Innern und für Heimat einseins fünfvierzweinulleins ,Bundesministerium des Innern und für Heimat einseins fünfvierzweinulleins  Öffentlichkeitsarbeit,61611901,Öffentlichkeitsarbeit,19910.25,61611901,Öffentlichkeitsarbeit,18341.87,61123256,Öffentlichkeitsarbeit,2647822.2,61123256,Öffentlichkeitsarbeit,2861085.79,61154501,Öffentlichkeitsarbeit,1724319.79,61123257,Öffentlichkeitsarbeit,1660007.71,61154201,Öffentlichkeitsarbeit,977587.97,61154201,Öffentlichkeitsarbeit,951337.36,61154201,Öffentlichkeitsarbeit,733670.59,61154201,Öffentlichkeitsarbeit,748111.77,61154201,Öffentlichkeitsarbeit,935813.23,nlp
1064,2818,11,15,42202,1202969.22,Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bundesministerium für Arbeit und Soziales,111542202,Bundesministerium für Arbeit und Soziales einsfünf vierzweizweinullzwei ,Bundesministerium für Arbeit und Soziales einsfünf vierzweizweinullzwei  Bezüge und Nebenleistungen der beamteten Hilfskräfte,110542202,Bezüge und Nebenleistungen der beamteten Hilfskräfte,918713.94,110642202,Bezüge und Nebenleistungen der beamteten Hilfskräfte,756997.29,111542202,Bezüge und Nebenleistungen der beamteten Hilfskräfte,869171.67,111542202,Bezüge und Nebenleistungen der beamteten Hilfskräfte,826907.18,111542202,Bezüge und Nebenleistungen der beamteten Hilfskräfte,1025360.67,111542202,Bezüge und Nebenleistungen der beamteten Hilfskräfte,1113365.44,111542202,Bezüge und Nebenleistungen der beamteten Hilfskräfte,871183.99,111542202,Bezüge und Nebenleistungen der beamteten Hilfskräfte,880789.63,111542202,Bezüge und Nebenleistungen der beamteten Hilfskräfte,1046803.25,111542202,Bezüge und Nebenleistungen der beamteten Hilfskräfte,900164.67,111542202,Bezüge und Nebenleistungen der beamteten Hilfskräfte,1356999.02,nlp
1065,30,1,12,51101,1195006.4,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundespräsident und Bundespräsidialamt,11251101,Bundespräsident und Bundespräsidialamt einszwei fünfeinseinsnulleins ,"Bundespräsident und Bundespräsidialamt einszwei fünfeinseinsnulleins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",10451101,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",45140.13,10451101,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",40815.04,11251101,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",828642.05,11251101,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",834468.48,11251101,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",837526.66,11251101,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",961393.43,11251101,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",1025357.32,11251101,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",1086938.11,11251101,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",1233221.81,11251101,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",1168244.33,11251101,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",1150206.81,nlp
1066,2556,10,17,81201,1193198.59,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium für Ernährung und Landwirtschaft,101781201,Bundesministerium für Ernährung und Landwirtschaft einssieben achteinszweinulleins ,"Bundesministerium für Ernährung und Landwirtschaft einssieben achteinszweinulleins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",101581221,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",82768.57,101781201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",357982.34,101781201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",876901.73,101781201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",819387.3,101781201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",965186.73,101781201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",1420642.95,101781201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",1270016.75,101781201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",1161705.66,101781201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",1403062.18,101781201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",695868.62,101781201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",894724.79,nlp
1067,3571,12,28,51701,1185798.88,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium für Digitales und Verkehr,122851701,Bundesministerium für Digitales und Verkehr zweiacht fünfeinssiebennulleins ,"Bundesministerium für Digitales und Verkehr zweiacht fünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume",120951701,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2067874.91,120851701,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2392643.2,120851701,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2639510.29,120851701,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2166861.53,120151731,"Bewirtschaftung der Grundstücke, Gebäude und Räume",53256.93,120151731,"Bewirtschaftung der Grundstücke, Gebäude und Räume",48773.91,120151731,"Bewirtschaftung der Grundstücke, Gebäude und Räume",54865.51,120151731,"Bewirtschaftung der Grundstücke, Gebäude und Räume",68691.13,122851701,"Bewirtschaftung der Grundstücke, Gebäude und Räume",158876.24,122851701,"Bewirtschaftung der Grundstücke, Gebäude und Räume",861054.69,122851701,"Bewirtschaftung der Grundstücke, Gebäude und Räume",972735.36,nlp
1068,3292,12,17,52501,1184786.19,Aus- und Fortbildung,Bundesministerium für Digitales und Verkehr,121752501,Bundesministerium für Digitales und Verkehr einssieben fünfzweifünfnulleins ,Bundesministerium für Digitales und Verkehr einssieben fünfzweifünfnulleins  Aus- und Fortbildung,120552501,Aus- und Fortbildung,222920.38,120852501,Aus- und Fortbildung,277558.48,120552501,Aus- und Fortbildung,227556.33,120852501,Aus- und Fortbildung,233222.3,121752501,Aus- und Fortbildung,986547.34,121752501,Aus- und Fortbildung,924972.42,121752501,Aus- und Fortbildung,836625.75,121752501,Aus- und Fortbildung,1361889.48,121752501,Aus- und Fortbildung,735154.72,121752501,Aus- und Fortbildung,694662.71,121752501,Aus- und Fortbildung,694782.13,nlp
1069,4315,16,13,51801,1176457.3,Mieten und Pachten,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",161351801,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdrei fünfeinsachtnulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdrei fünfeinsachtnulleins  Mieten und Pachten",160551801,Mieten und Pachten,100515.91,160551801,Mieten und Pachten,94735.03,161351801,Mieten und Pachten,747748.75,161351801,Mieten und Pachten,709153.71,161351801,Mieten und Pachten,293054.69,161352701,Mieten und Pachten,2292512.63,161351801,Mieten und Pachten,189568.43,161351801,Mieten und Pachten,174146.57,161351801,Mieten und Pachten,209182.59,161351801,Mieten und Pachten,1089519.5,161351801,Mieten und Pachten,1295185.37,nlp
1070,4396,16,16,42821,1171707.44,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",161642821,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechs vierzweiachtzweieins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechs vierzweiachtzweieins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer",160742841,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,65915.71,160742841,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,51609.35,161642821,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,8681937.9,161642821,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,9735690.79,161642821,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,9990299.39,161642821,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,10040708.22,161642821,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,7406061.71,161642821,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,5435936.81,161642821,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,2926745.61,161642821,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,1674941.27,161642821,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,1251270.09,nlp
1071,2889,12,1,28121,1170403.53,Rückzahlungen und Erstattungen,Bundesministerium für Digitales und Verkehr,120128121,Bundesministerium für Digitales und Verkehr nulleins zweiachteinszweieins ,Bundesministerium für Digitales und Verkehr nulleins zweiachteinszweieins  Rückzahlungen und Erstattungen,120928101,Rückzahlungen und Erstattungen,3278619.66,120928101,Rückzahlungen und Erstattungen,637224.27,120928101,Rückzahlungen und Erstattungen,628004.77,120144301,Rückzahlungen und Erstattungen,532554.45,120128121,Rückzahlungen und Erstattungen,33020576.8,120128121,Rückzahlungen und Erstattungen,52840.76,120128121,Rückzahlungen und Erstattungen,5173653.42,120128121,Rückzahlungen und Erstattungen,2639699.67,120128121,Rückzahlungen und Erstattungen,1401783.72,120128121,Rückzahlungen und Erstattungen,1394171.97,120128121,Rückzahlungen und Erstattungen,1260368.54,nlp
1072,786,6,1,68624,1165078.62,Zuschuss an die Welt-Anti-Doping Agentur (WADA),Bundesministerium des Innern und für Heimat,60168624,Bundesministerium des Innern und für Heimat nulleins sechsachtsechszweivier ,Bundesministerium des Innern und für Heimat nulleins sechsachtsechszweivier  Zuschuss an die Welt-Anti-Doping Agentur (WADA),60268614,Zuschuss an die Welt-Anti-Doping Agentur (WADA),553563.1,60268614,Zuschuss an die Welt-Anti-Doping Agentur (WADA),547203.97,60168624,Zuschuss an die Welt-Anti-Doping Agentur (WADA),523626.01,60168624,Zuschuss an die Welt-Anti-Doping Agentur (WADA),661295.33,60168624,Zuschuss an die Welt-Anti-Doping Agentur (WADA),701986.91,60168624,Zuschuss an die Welt-Anti-Doping Agentur (WADA),765777.86,60168624,Zuschuss an die Welt-Anti-Doping Agentur (WADA),707338.85,60168624,Zuschuss an die Welt-Anti-Doping Agentur (WADA),828735.12,60168624,Zuschuss an die Welt-Anti-Doping Agentur (WADA),916202.54,60168624,Zuschuss an die Welt-Anti-Doping Agentur (WADA),897925.16,60168624,Zuschuss an die Welt-Anti-Doping Agentur (WADA),1176548.78,nlp
1073,3369,12,18,81201,1163086.14,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium für Digitales und Verkehr,121881201,Bundesministerium für Digitales und Verkehr einsacht achteinszweinulleins ,"Bundesministerium für Digitales und Verkehr einsacht achteinszweinulleins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",122781201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",318224.01,121681201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",486707.68,121681201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",327287.21,121681201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",82453.26,121881201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",3719191.45,121881201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",1533122.26,121881201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",625571.01,121881201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",866451.81,121881201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",1075271.63,121881201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",1118600.2,121881201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",591658.06,nlp
1074,762,6,1,68511,1157450.0,"Zuschuss an die ""Stiftung Mitarbeit"" sowie an die ""Deutsche Gesellschaft e. V.""",Bundesministerium des Innern und für Heimat,60168511,Bundesministerium des Innern und für Heimat nulleins sechsachtfünfeinseins ,"Bundesministerium des Innern und für Heimat nulleins sechsachtfünfeinseins  Zuschuss an die ""Stiftung Mitarbeit"" sowie an die ""Deutsche Gesellschaft e. V.""",60268501,"Zuschuss an die ""Stiftung Mitarbeit"" sowie an die ""Deutsche Gesellschaft e. V.""",650000.0,60268501,"Zuschuss an die ""Stiftung Mitarbeit"" sowie an die ""Deutsche Gesellschaft e. V.""",700000.0,60168511,"Zuschuss an die ""Stiftung Mitarbeit"" sowie an die ""Deutsche Gesellschaft e. V.""",720000.0,60168511,"Zuschuss an die ""Stiftung Mitarbeit"" sowie an die ""Deutsche Gesellschaft e. V.""",759500.0,60168511,"Zuschuss an die ""Stiftung Mitarbeit"" sowie an die ""Deutsche Gesellschaft e. V.""",770000.0,60168511,"Zuschuss an die ""Stiftung Mitarbeit"" sowie an die ""Deutsche Gesellschaft e. V.""",770000.0,60168511,"Zuschuss an die ""Stiftung Mitarbeit"" sowie an die ""Deutsche Gesellschaft e. V.""",820000.0,60168511,"Zuschuss an die ""Stiftung Mitarbeit"" sowie an die ""Deutsche Gesellschaft e. V.""",1070000.0,60168511,"Zuschuss an die ""Stiftung Mitarbeit"" sowie an die ""Deutsche Gesellschaft e. V.""",1160000.0,60168511,"Zuschuss an die ""Stiftung Mitarbeit"" sowie an die ""Deutsche Gesellschaft e. V.""",1225000.0,60168511,"Zuschuss an die ""Stiftung Mitarbeit"" sowie an die ""Deutsche Gesellschaft e. V.""",1218789.34,nlp
1075,2592,11,2,11999,1155759.12,Vermischte Einnahmen,Bundesministerium für Arbeit und Soziales,110211999,Bundesministerium für Arbeit und Soziales nullzwei einseinsneunneunneun ,Bundesministerium für Arbeit und Soziales nullzwei einseinsneunneunneun  Vermischte Einnahmen,110411999,Vermischte Einnahmen,1332761.71,110211999,Vermischte Einnahmen,1425796.67,110211999,Vermischte Einnahmen,71960.47,111511999,Vermischte Einnahmen,8363.78,110211999,Vermischte Einnahmen,85162.34,111611999,Vermischte Einnahmen,12689.95,110211999,Vermischte Einnahmen,623975.61,110211999,Vermischte Einnahmen,278747.07,110211999,Vermischte Einnahmen,550465.72,110211999,Vermischte Einnahmen,947747.22,110211999,Vermischte Einnahmen,893098.18,nlp
1076,857,6,3,68415,1153554.64,Internationale Projektarbeit,Bundesministerium des Innern und für Heimat,60368415,Bundesministerium des Innern und für Heimat nulldrei sechsachtviereinsfünf ,Bundesministerium des Innern und für Heimat nulldrei sechsachtviereinsfünf  Internationale Projektarbeit,63368405,Internationale Projektarbeit,958202.44,63368405,Internationale Projektarbeit,682508.75,60368415,Internationale Projektarbeit,654025.21,60368415,Internationale Projektarbeit,984602.03,60368415,Internationale Projektarbeit,993998.96,60368415,Internationale Projektarbeit,752235.95,60368415,Internationale Projektarbeit,1598156.7,60368415,Internationale Projektarbeit,2390297.01,60368415,Internationale Projektarbeit,2709509.86,60368415,Internationale Projektarbeit,3386145.07,60368415,Internationale Projektarbeit,3519053.31,nlp
1077,4398,16,16,63423,1152164.97,Zuweisungen an den Versorgungsfonds,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",161663423,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechs sechsdreivierzweidrei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechs sechsdreivierzweidrei  Zuweisungen an den Versorgungsfonds",160563403,Zuweisungen an den Versorgungsfonds,1165516.41,160563403,Zuweisungen an den Versorgungsfonds,1500390.33,161668623,Zuweisungen an den Versorgungsfonds,1000000.0,161668623,Zuweisungen an den Versorgungsfonds,3000000.0,161668623,Zuweisungen an den Versorgungsfonds,3000000.0,161663423,Zuweisungen an den Versorgungsfonds,1171291.39,161663423,Zuweisungen an den Versorgungsfonds,1035023.64,161663423,Zuweisungen an den Versorgungsfonds,1086470.29,161663423,Zuweisungen an den Versorgungsfonds,1098670.68,161663423,Zuweisungen an den Versorgungsfonds,1126877.85,161663423,Zuweisungen an den Versorgungsfonds,1125307.0,nlp
1078,5201,60,2,45901,1143534.75,Zuschuss zu den Sozialwerken der Bundesverwaltung,Allgemeine Finanzverwaltung,600245901,Allgemeine Finanzverwaltung nullzwei vierfünfneunnulleins ,Allgemeine Finanzverwaltung nullzwei vierfünfneunnulleins  Zuschuss zu den Sozialwerken der Bundesverwaltung,600245103,Zuschuss zu den Sozialwerken der Bundesverwaltung,1352505.78,600245103,Zuschuss zu den Sozialwerken der Bundesverwaltung,1337611.3,600245103,Zuschuss zu den Sozialwerken der Bundesverwaltung,1301201.99,600245103,Zuschuss zu den Sozialwerken der Bundesverwaltung,1293495.74,600245103,Zuschuss zu den Sozialwerken der Bundesverwaltung,1266552.88,600245103,Zuschuss zu den Sozialwerken der Bundesverwaltung,1265780.88,600245103,Zuschuss zu den Sozialwerken der Bundesverwaltung,1275716.85,600245103,Zuschuss zu den Sozialwerken der Bundesverwaltung,1330832.11,600245103,Zuschuss zu den Sozialwerken der Bundesverwaltung,1324134.57,600245901,Zuschuss zu den Sozialwerken der Bundesverwaltung,1261534.45,600245901,Zuschuss zu den Sozialwerken der Bundesverwaltung,1145456.35,nlp
1079,4528,17,12,52701,1133539.25,Dienstreisen,"Bundesministerium für Familie, Senioren, Frauen und Jugend",171252701,"Bundesministerium für Familie, Senioren, Frauen und Jugend einszwei fünfzweisiebennulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend einszwei fünfzweisiebennulleins  Dienstreisen",170152701,Dienstreisen,808404.82,170452701,Dienstreisen,904540.54,171352701,Dienstreisen,856734.08,171252701,Dienstreisen,869654.73,171352701,Dienstreisen,914888.45,171252701,Dienstreisen,1150865.74,171352701,Dienstreisen,991404.29,171252701,Dienstreisen,1107308.68,171252701,Dienstreisen,471821.86,171252701,Dienstreisen,181363.78,171252701,Dienstreisen,611253.77,nlp
