,index,Epl.,Kap.,Tit.,Ist 2017,Zweckbestimmung,ministries,2017 id,id_nlp_help,id_nlp,2017 Zweckbestimmung,id
1200,3646,14,13,45201,8047614.91,Erstattung an die Versorgungsanstalt des Bundes und der Länder (VBL) einschließlich Verwaltungskostenzuschlag,Bundesministerium der Verteidigung,141345201,Bundesministerium der Verteidigung einsdrei vierfünfzweinulleins ,Bundesministerium der Verteidigung einsdrei vierfünfzweinulleins  Erstattung an die Versorgungsanstalt des Bundes und der Länder (VBL) einschließlich Verwaltungskostenzuschlag,Erstattung an die Versorgungsanstalt des Bundes und der Länder (VBL) einschließlich Verwaltungskostenzuschlag,141345201
1202,56,2,11,54201,7984548.25,Öffentlichkeitsarbeit,Deutscher Bundestag,021154201,Deutscher Bundestag einseins fünfvierzweinulleins ,Deutscher Bundestag einseins fünfvierzweinulleins  Öffentlichkeitsarbeit,Öffentlichkeitsarbeit,021154201
1203,1603,8,11,54601,7922741.83,Kosten aus Anlass der deutschen G20-Präsidentschaft 2017,Bundesministerium der Finanzen,081154601,Bundesministerium der Finanzen einseins fünfviersechsnulleins ,Bundesministerium der Finanzen einseins fünfviersechsnulleins  Kosten aus Anlass der deutschen G20-Präsidentschaft 2017,,
1205,1804,9,10,89301,7900000.0,Berufliche Bildung für den Mittelstand - Fortbildungseinrichtungen,Bundesministerium für Wirtschaft und Klimaschutz,091089301,Bundesministerium für Wirtschaft und Klimaschutz einsnull achtneundreinulleins ,Bundesministerium für Wirtschaft und Klimaschutz einsnull achtneundreinulleins  Berufliche Bildung für den Mittelstand - Fortbildungseinrichtungen,,
1206,3161,12,18,38101,7882896.33,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,Bundesministerium für Digitales und Verkehr,121838101,Bundesministerium für Digitales und Verkehr einsacht dreiachteinsnulleins ,Bundesministerium für Digitales und Verkehr einsacht dreiachteinsnulleins  Leistungen von Bundesbehörden zur Durchführung von Aufträgen,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,121838101
1207,1485,7,18,51101,7874530.97,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium der Justiz,071851101,Bundesministerium der Justiz einsacht fünfeinseinsnulleins ,"Bundesministerium der Justiz einsacht fünfeinseinsnulleins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung","Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",071851101
1208,218,4,11,44657,7866154.56,Beihilfen aufgrund der Beihilfevorschriften,Bundeskanzler und Bundeskanzleramt,041144657,Bundeskanzler und Bundeskanzleramt einseins vierviersechsfünfsieben ,Bundeskanzler und Bundeskanzleramt einseins vierviersechsfünfsieben  Beihilfen aufgrund der Beihilfevorschriften,Beihilfen aufgrund der Beihilfevorschriften,041144657
1209,793,6,3,68461,7862542.58,Resettlement und Leistungen im Rahmen der humanitären Aufnahme,Bundesministerium des Innern und für Heimat,060368461,Bundesministerium des Innern und für Heimat nulldrei sechsachtviersechseins ,Bundesministerium des Innern und für Heimat nulldrei sechsachtviersechseins  Resettlement und Leistungen im Rahmen der humanitären Aufnahme,Resettlement und Leistungen im Rahmen der humanitären Aufnahme,060368461
1212,621,5,12,12421,7774532.83,"Einnahmen aus Vermietung, Verpachtung und Nutzung",Auswärtiges Amt,051212421,Auswärtiges Amt einszwei einszweivierzweieins ,"Auswärtiges Amt einszwei einszweivierzweieins  Einnahmen aus Vermietung, Verpachtung und Nutzung","Einnahmen aus Vermietung, Verpachtung und Nutzung",051212421
1213,4072,16,11,52602,7752752.53,"Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",161152602,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einseins fünfzweisechsnullzwei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einseins fünfzweisechsnullzwei  Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen","Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen",161152602
1214,3189,12,18,51101,7736804.25,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium für Digitales und Verkehr,121851101,Bundesministerium für Digitales und Verkehr einsacht fünfeinseinsnulleins ,"Bundesministerium für Digitales und Verkehr einsacht fünfeinseinsnulleins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung","Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",121851101
1215,2156,10,5,68731,7711468.35,"Internationale Forschungskooperationen zu Welternährung und zu anderen internat. Forschungsaufgaben auf dem Gebiet der Ernährung, der Landwirtschaft und des gesundheitlichen Verbraucherschutzes",Bundesministerium für Ernährung und Landwirtschaft,100568731,Bundesministerium für Ernährung und Landwirtschaft nullfünf sechsachtsiebendreieins ,"Bundesministerium für Ernährung und Landwirtschaft nullfünf sechsachtsiebendreieins  Internationale Forschungskooperationen zu Welternährung und zu anderen internat. Forschungsaufgaben auf dem Gebiet der Ernährung, der Landwirtschaft und des gesundheitlichen Verbraucherschutzes","Internationale Forschungskooperationen zu Welternährung und zu anderen internat. Forschungsaufgaben auf dem Gebiet der Ernährung, der Landwirtschaft und des gesundheitlichen Verbraucherschutzes",100568731
1216,2132,10,4,67103,7700000.0,Erstattung der Kosten für Maßnahmen im Fischereisektor,Bundesministerium für Ernährung und Landwirtschaft,100467103,Bundesministerium für Ernährung und Landwirtschaft nullvier sechssiebeneinsnulldrei ,Bundesministerium für Ernährung und Landwirtschaft nullvier sechssiebeneinsnulldrei  Erstattung der Kosten für Maßnahmen im Fischereisektor,Erstattung der Kosten für Maßnahmen im Fischereisektor,100467103
1217,1212,6,28,81281,7693667.76,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium des Innern und für Heimat,062881281,Bundesministerium des Innern und für Heimat zweiacht achteinszweiachteins ,"Bundesministerium des Innern und für Heimat zweiacht achteinszweiachteins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)","Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",062281201
1218,4330,17,10,68405,7663930.02,Zuschüsse an Wohlfahrtsverbände und andere zentrale Organisationen für die Beratung und Betreuung von Flüchtlingen und Auswanderern,"Bundesministerium für Familie, Senioren, Frauen und Jugend",171068405,"Bundesministerium für Familie, Senioren, Frauen und Jugend einsnull sechsachtviernullfünf ","Bundesministerium für Familie, Senioren, Frauen und Jugend einsnull sechsachtviernullfünf  Zuschüsse an Wohlfahrtsverbände und andere zentrale Organisationen für die Beratung und Betreuung von Flüchtlingen und Auswanderern",Zuschüsse an Wohlfahrtsverbände und andere zentrale Organisationen für die Beratung und Betreuung von Flüchtlingen und Auswanderern,171068405
1220,4250,16,17,51802,7646589.84,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",161751802,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssieben fünfeinsachtnullzwei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssieben fünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement",Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,161551802
1221,1019,6,19,53201,7644150.44,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium des Innern und für Heimat,061953201,Bundesministerium des Innern und für Heimat einsneun fünfdreizweinulleins ,Bundesministerium des Innern und für Heimat einsneun fünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik,Aufträge und Dienstleistungen im Bereich Informationstechnik,061953201
1223,2828,12,2,74521,7602603.47,Kostendrittel des Bundes an Kreuzungsmaßnahmen nach § 13 Abs. 1 Satz 2 Eisenbahnkreuzungsgesetz (EKrG) (Baulast Bund),Bundesministerium für Digitales und Verkehr,120274521,Bundesministerium für Digitales und Verkehr nullzwei siebenvierfünfzweieins ,Bundesministerium für Digitales und Verkehr nullzwei siebenvierfünfzweieins  Kostendrittel des Bundes an Kreuzungsmaßnahmen nach § 13 Abs. 1 Satz 2 Eisenbahnkreuzungsgesetz (EKrG) (Baulast Bund),,
1224,1482,7,18,42709,7563793.93,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium der Justiz,071842709,Bundesministerium der Justiz einsacht vierzweisiebennullneun ,"Bundesministerium der Justiz einsacht vierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",071842709
1225,137,2,12,81252,7549301.63,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Deutscher Bundestag,021281252,Deutscher Bundestag einszwei achteinszweifünfzwei ,"Deutscher Bundestag einszwei achteinszweifünfzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik","Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",021281252
1226,2837,12,3,52103,7505804.67,Unterhaltung und Betrieb des Kommunikationsnetzes der Wasserstraßen- und Schifffahrtsverwaltung,Bundesministerium für Digitales und Verkehr,120352103,Bundesministerium für Digitales und Verkehr nulldrei fünfzweieinsnulldrei ,Bundesministerium für Digitales und Verkehr nulldrei fünfzweieinsnulldrei  Unterhaltung und Betrieb des Kommunikationsnetzes der Wasserstraßen- und Schifffahrtsverwaltung,Unterhaltung und Betrieb des Kommunikationsnetzes der Wasserstraßen- und Schifffahrtsverwaltung,120352103
1227,4491,20,12,42801,7503214.09,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesrechnungshof,201242801,Bundesrechnungshof einszwei vierzweiachtnulleins ,Bundesrechnungshof einszwei vierzweiachtnulleins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,201242801
1228,4486,20,12,51802,7456234.73,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundesrechnungshof,201251802,Bundesrechnungshof einszwei fünfeinsachtnullzwei ,Bundesrechnungshof einszwei fünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,201251802
1229,3820,15,15,51802,7449490.56,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundesministerium für Gesundheit,151551802,Bundesministerium für Gesundheit einsfünf fünfeinsachtnullzwei ,Bundesministerium für Gesundheit einsfünf fünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,151551802
1231,4312,17,3,11999,7416400.51,Vermischte Einnahmen,"Bundesministerium für Familie, Senioren, Frauen und Jugend",170311999,"Bundesministerium für Familie, Senioren, Frauen und Jugend nulldrei einseinsneunneunneun ","Bundesministerium für Familie, Senioren, Frauen und Jugend nulldrei einseinsneunneunneun  Vermischte Einnahmen",Vermischte Einnahmen,170311999
1232,3444,14,3,44353,7414184.88,Fürsorgeleistungen und Unterstützungen,Bundesministerium der Verteidigung,140344353,Bundesministerium der Verteidigung nulldrei viervierdreifünfdrei ,Bundesministerium der Verteidigung nulldrei viervierdreifünfdrei  Fürsorgeleistungen und Unterstützungen,Fürsorgeleistungen und Unterstützungen,140344353
1233,4622,30,2,16201,7395656.02,Zinsen für Darlehen nach dem Bundesausbildungsförderungsgesetz (BAföG),Bundesministerium für Bildung und Forschung,300216201,Bundesministerium für Bildung und Forschung nullzwei einssechszweinulleins ,Bundesministerium für Bildung und Forschung nullzwei einssechszweinulleins  Zinsen für Darlehen nach dem Bundesausbildungsförderungsgesetz (BAföG),Zinsen für Darlehen nach dem Bundesausbildungsförderungsgesetz (BAföG),300216201
1234,3088,12,15,42201,7371428.82,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Digitales und Verkehr,121542201,Bundesministerium für Digitales und Verkehr einsfünf vierzweizweinulleins ,Bundesministerium für Digitales und Verkehr einsfünf vierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,121542201
1235,4539,23,1,68102,7364616.48,Leistungen nach dem Entwicklungshelfer-Gesetz,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,230168102,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulleins sechsachteinsnullzwei ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulleins sechsachteinsnullzwei  Leistungen nach dem Entwicklungshelfer-Gesetz,Leistungen nach dem Entwicklungshelfer-Gesetz,230168102
1236,102,2,12,51101,7363376.88,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Deutscher Bundestag,021251101,Deutscher Bundestag einszwei fünfeinseinsnulleins ,"Deutscher Bundestag einszwei fünfeinseinsnulleins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung","Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",021251101
1237,1539,8,1,63621,7331044.54,Nachversicherung nach § 99 Allgemeines Kriegsfolgengesetz (AKG),Bundesministerium der Finanzen,080163621,Bundesministerium der Finanzen nulleins sechsdreisechszweieins ,Bundesministerium der Finanzen nulleins sechsdreisechszweieins  Nachversicherung nach § 99 Allgemeines Kriegsfolgengesetz (AKG),Nachversicherung nach § 99 Allgemeines Kriegsfolgengesetz (AKG),080163621
1238,1726,9,1,68302,7310000.0,Innovationsberatung,Bundesministerium für Wirtschaft und Klimaschutz,090168302,Bundesministerium für Wirtschaft und Klimaschutz nulleins sechsachtdreinullzwei ,Bundesministerium für Wirtschaft und Klimaschutz nulleins sechsachtdreinullzwei  Innovationsberatung,Innovationsberatung,090168302
1239,3310,12,21,26114,7287376.96,Erstattung von Personalausgaben durch die DFS Deutsche Flugsicherung GmbH,Bundesministerium für Digitales und Verkehr,122126114,Bundesministerium für Digitales und Verkehr zweieins zweisechseinseinsvier ,Bundesministerium für Digitales und Verkehr zweieins zweisechseinseinsvier  Erstattung von Personalausgaben durch die DFS Deutsche Flugsicherung GmbH,Erstattung von Personalausgaben durch die DFS Deutsche Flugsicherung GmbH,122126114
1241,4378,17,13,11999,7279683.63,Vermischte Einnahmen,"Bundesministerium für Familie, Senioren, Frauen und Jugend",171311999,"Bundesministerium für Familie, Senioren, Frauen und Jugend einsdrei einseinsneunneunneun ","Bundesministerium für Familie, Senioren, Frauen und Jugend einsdrei einseinsneunneunneun  Vermischte Einnahmen",Vermischte Einnahmen,171311999
1242,4173,16,15,53224,7240104.38,Produktkontrollmaßnahmen,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",161553224,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsfünf fünfdreizweizweivier ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsfünf fünfdreizweizweivier  Produktkontrollmaßnahmen",,
1243,2758,12,1,71212,7234165.51,Hochbauten an Bundesautobahnen über 2 000 000 € Baukosten,Bundesministerium für Digitales und Verkehr,120171212,Bundesministerium für Digitales und Verkehr nulleins siebeneinszweieinszwei ,Bundesministerium für Digitales und Verkehr nulleins siebeneinszweieinszwei  Hochbauten an Bundesautobahnen über 2 000 000 € Baukosten,,
1244,1188,6,28,53248,7232062.14,Ausgaben für ergänzende Zivilschutzausbildung,Bundesministerium des Innern und für Heimat,062853248,Bundesministerium des Innern und für Heimat zweiacht fünfdreizweivieracht ,Bundesministerium des Innern und für Heimat zweiacht fünfdreizweivieracht  Ausgaben für ergänzende Zivilschutzausbildung,Nicht aufteilbare sächliche Verwaltungsausgaben,062854701
1245,3840,15,15,42801,7229249.45,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium für Gesundheit,151542801,Bundesministerium für Gesundheit einsfünf vierzweiachtnulleins ,Bundesministerium für Gesundheit einsfünf vierzweiachtnulleins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,151542801
1248,1688,8,15,42801,7147906.69,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium der Finanzen,081542801,Bundesministerium der Finanzen einsfünf vierzweiachtnulleins ,Bundesministerium der Finanzen einsfünf vierzweiachtnulleins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,081542801
1250,2915,12,10,63601,7130053.02,Erstattung der Kosten für Schiffssicherheitsaufgaben des Bundes,Bundesministerium für Digitales und Verkehr,121063601,Bundesministerium für Digitales und Verkehr einsnull sechsdreisechsnulleins ,Bundesministerium für Digitales und Verkehr einsnull sechsdreisechsnulleins  Erstattung der Kosten für Schiffssicherheitsaufgaben des Bundes,Erstattung der Kosten für Schiffssicherheitsaufgaben des Bundes,121063601
1254,2150,10,5,68621,7061000.0,Zuschuss an das Deutsche Biomasseforschungszentrum - Betrieb -,Bundesministerium für Ernährung und Landwirtschaft,100568621,Bundesministerium für Ernährung und Landwirtschaft nullfünf sechsachtsechszweieins ,Bundesministerium für Ernährung und Landwirtschaft nullfünf sechsachtsechszweieins  Zuschuss an das Deutsche Biomasseforschungszentrum - Betrieb -,Zuschuss an das Deutsche Biomasseforschungszentrum - Betrieb -,100568621
1255,3073,12,15,11919,7059128.35,Vermischte Einnahmen,Bundesministerium für Digitales und Verkehr,121511919,Bundesministerium für Digitales und Verkehr einsfünf einseinsneuneinsneun ,Bundesministerium für Digitales und Verkehr einsfünf einseinsneuneinsneun  Vermischte Einnahmen,Vermischte Einnahmen,121511919
1256,1555,8,2,28601,7054438.43,Einnahmen im Zusammenhang mit der Abgeltung von Schäden,Bundesministerium der Finanzen,080228601,Bundesministerium der Finanzen nullzwei zweiachtsechsnulleins ,Bundesministerium der Finanzen nullzwei zweiachtsechsnulleins  Einnahmen im Zusammenhang mit der Abgeltung von Schäden,Einnahmen im Zusammenhang mit der Abgeltung von Schäden,080228601
1257,3981,16,6,12102,7041707.76,Einnahmen aus Zinszahlungen und Erstattungen von Fördermitteln der Städtebauförderung von den Ländern,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",160612102,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullsechs einszweieinsnullzwei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullsechs einszweieinsnullzwei  Einnahmen aus Zinszahlungen und Erstattungen von Fördermitteln der Städtebauförderung von den Ländern",,
1258,540,5,2,68520,7035869.11,Einrichtungen zur Pflege der Auslandsbeziehungen,Auswärtiges Amt,050268520,Auswärtiges Amt nullzwei sechsachtfünfzweinull ,Auswärtiges Amt nullzwei sechsachtfünfzweinull  Einrichtungen zur Pflege der Auslandsbeziehungen,Einrichtungen zur Pflege der Auslandsbeziehungen,050268520
1260,3049,12,14,54711,7017215.58,Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium für Digitales und Verkehr,121454711,Bundesministerium für Digitales und Verkehr einsvier fünfviersiebeneinseins ,Bundesministerium für Digitales und Verkehr einsvier fünfviersiebeneinseins  Nicht aufteilbare sächliche Verwaltungsausgaben,Nicht aufteilbare sächliche Verwaltungsausgaben,121454711
1261,2435,11,2,63602,7007716.25,Erstattung an die Deutsche Rentenversicherung Bund für Gutachtenkosten im Zusammenhang mit der Grundsicherung im Alter und bei Erwerbsminderung,Bundesministerium für Arbeit und Soziales,110263602,Bundesministerium für Arbeit und Soziales nullzwei sechsdreisechsnullzwei ,Bundesministerium für Arbeit und Soziales nullzwei sechsdreisechsnullzwei  Erstattung an die Deutsche Rentenversicherung Bund für Gutachtenkosten im Zusammenhang mit der Grundsicherung im Alter und bei Erwerbsminderung,Erstattung an die Deutsche Rentenversicherung Bund für Gutachtenkosten im Zusammenhang mit der Grundsicherung,110263602
1262,2973,12,11,42401,7003703.73,Zuführung an die Versorgungsrücklage,Bundesministerium für Digitales und Verkehr,121142401,Bundesministerium für Digitales und Verkehr einseins vierzweiviernulleins ,Bundesministerium für Digitales und Verkehr einseins vierzweiviernulleins  Zuführung an die Versorgungsrücklage,Zuführung an die Versorgungsrücklage,121142401
1263,1092,6,24,51401,6967126.97,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",Bundesministerium des Innern und für Heimat,062451401,Bundesministerium des Innern und für Heimat zweivier fünfeinsviernulleins ,"Bundesministerium des Innern und für Heimat zweivier fünfeinsviernulleins  Verbrauchsmittel, Haltung von Fahrzeugen und dgl.","Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",062451401
1264,2140,10,5,68601,6966005.32,Zuschüsse zur Förderung von Modell- und Demonstrationsvorhaben,Bundesministerium für Ernährung und Landwirtschaft,100568601,Bundesministerium für Ernährung und Landwirtschaft nullfünf sechsachtsechsnulleins ,Bundesministerium für Ernährung und Landwirtschaft nullfünf sechsachtsechsnulleins  Zuschüsse zur Förderung von Modell- und Demonstrationsvorhaben,Zuschüsse zur Förderung von Modell- und Demonstrationsvorhaben,100568601
1265,1773,9,3,68703,6965179.21,Leistungen an die internationale Organisation für erneuerbare Energien (IRENA),Bundesministerium für Wirtschaft und Klimaschutz,090368703,Bundesministerium für Wirtschaft und Klimaschutz nulldrei sechsachtsiebennulldrei ,Bundesministerium für Wirtschaft und Klimaschutz nulldrei sechsachtsiebennulldrei  Leistungen an die internationale Organisation für erneuerbare Energien (IRENA),Leistungen an die internationale Organisation für erneuerbare Energien (IRENA),090368733
1266,4127,16,13,53202,6964067.1,Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",161353202,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdrei fünfdreizweinullzwei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdrei fünfdreizweinullzwei  Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT)",Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),161353202
1267,513,5,1,68743,6956179.42,"Energie-, Klima- und Umweltaußenpolitik",Auswärtiges Amt,050168743,Auswärtiges Amt nulleins sechsachtsiebenvierdrei ,"Auswärtiges Amt nulleins sechsachtsiebenvierdrei  Energie-, Klima- und Umweltaußenpolitik",,
1269,2100,9,18,81202,6930571.77,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium für Wirtschaft und Klimaschutz,091881202,Bundesministerium für Wirtschaft und Klimaschutz einsacht achteinszweinullzwei ,"Bundesministerium für Wirtschaft und Klimaschutz einsacht achteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik","Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",091881202
1270,579,5,10,51701,6916351.01,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Auswärtiges Amt,051051701,Auswärtiges Amt einsnull fünfeinssiebennulleins ,"Auswärtiges Amt einsnull fünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume","Bewirtschaftung der Grundstücke, Gebäude und Räume",051351701
1271,84,2,12,41116,6907368.7,Inlandsdienst- und Mandatsreisen der Abgeordneten nach §§ 16 und 17 Abgeordnetengesetz,Deutscher Bundestag,021241116,Deutscher Bundestag einszwei viereinseinseinssechs ,Deutscher Bundestag einszwei viereinseinseinssechs  Inlandsdienst- und Mandatsreisen der Abgeordneten nach §§ 16 und 17 Abgeordnetengesetz,Inlandsdienst- und Mandatsreisen der Abgeordneten nach §§ 16 und 17 Abgeordnetengesetz,021241116
1272,1223,6,29,53206,6902309.41,Durchführung von Aufträgen für Bundesbehörden und Dritte,Bundesministerium des Innern und für Heimat,062953206,Bundesministerium des Innern und für Heimat zweineun fünfdreizweinullsechs ,Bundesministerium des Innern und für Heimat zweineun fünfdreizweinullsechs  Durchführung von Aufträgen für Bundesbehörden und Dritte,Durchführung von Aufträgen für Bundesbehörden und Dritte,062953206
1273,274,4,31,43257,6868682.22,Versorgungsbezüge,Bundeskanzler und Bundeskanzleramt,043143257,Bundeskanzler und Bundeskanzleramt dreieins vierdreizweifünfsieben ,Bundeskanzler und Bundeskanzleramt dreieins vierdreizweifünfsieben  Versorgungsbezüge,Versorgungsbezüge,043143257
1274,4321,17,3,68121,6863527.17,Zuschüsse und Leistungen zur Unterstützung bei ungewollter Kinderlosigkeit sowie für den Ausbau der Hilfen für Schwangere und zur Regelung der vertraulichen Geburt,"Bundesministerium für Familie, Senioren, Frauen und Jugend",170368121,"Bundesministerium für Familie, Senioren, Frauen und Jugend nulldrei sechsachteinszweieins ","Bundesministerium für Familie, Senioren, Frauen und Jugend nulldrei sechsachteinszweieins  Zuschüsse und Leistungen zur Unterstützung bei ungewollter Kinderlosigkeit sowie für den Ausbau der Hilfen für Schwangere und zur Regelung der vertraulichen Geburt",Zuschüsse und Leistungen zur Unterstützung bei ungewollter Kinderlosigkeit sowie für den Ausbau der Hilfen für Schwangere und zur Regelung der vertraulichen Geburt,170368121
1275,1088,6,24,42709,6841908.66,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium des Innern und für Heimat,062442709,Bundesministerium des Innern und für Heimat zweivier vierzweisiebennullneun ,"Bundesministerium des Innern und für Heimat zweivier vierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",062442709
