,index,Epl.,Kap.,Tit.,Ist 2021,Zweckbestimmung,ministries,2021 id,id_nlp_help,id_nlp,2021 Zweckbestimmung,id
921,869,6,4,38103,19652604.41,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,Bundesministerium des Innern und für Heimat,060438103,Bundesministerium des Innern und für Heimat nullvier dreiachteinsnulldrei ,Bundesministerium des Innern und für Heimat nullvier dreiachteinsnulldrei  Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,060238103
923,2789,11,11,63403,19577884.35,Zuweisungen an den Versorgungsfonds,Bundesministerium für Arbeit und Soziales,111163403,Bundesministerium für Arbeit und Soziales einseins sechsdreiviernulldrei ,Bundesministerium für Arbeit und Soziales einseins sechsdreiviernulldrei  Zuweisungen an den Versorgungsfonds,Zuweisungen an den Versorgungsfonds,111163403
924,5084,60,3,28102,19559179.48,Einnahmen aus der Übernahme der Rechte und Pflichten des Ausgleichsfonds Währungsumstellung und des Erblastentilgungsfonds,Allgemeine Finanzverwaltung,600328102,Allgemeine Finanzverwaltung nulldrei zweiachteinsnullzwei ,Allgemeine Finanzverwaltung nulldrei zweiachteinsnullzwei  Einnahmen aus der Übernahme der Rechte und Pflichten des Ausgleichsfonds Währungsumstellung und des Erblastentilgungsfonds,Einnahmen aus der Übernahme der Rechte und Pflichten des Ausgleichsfonds Währungsumstellung und des Erblastentilgungsfonds,600328102
925,2033,9,11,98107,19505239.51,Leistungen an Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,Bundesministerium für Wirtschaft und Klimaschutz,091198107,Bundesministerium für Wirtschaft und Klimaschutz einseins neunachteinsnullsieben ,Bundesministerium für Wirtschaft und Klimaschutz einseins neunachteinsnullsieben  Leistungen an Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,Leistungen an Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,091198107
926,541,5,2,68501,19439799.84,"Erhaltung deutscher Kriegsgräber im Ausland, Gräber von infolge NS-Verfolgung ausgewanderten und im Ausland verstorbenen Personen sowie Maßnahmen der Jugendbegegnung und Gedenkarbeit.",Auswärtiges Amt,050268501,Auswärtiges Amt nullzwei sechsachtfünfnulleins ,"Auswärtiges Amt nullzwei sechsachtfünfnulleins  Erhaltung deutscher Kriegsgräber im Ausland, Gräber von infolge NS-Verfolgung ausgewanderten und im Ausland verstorbenen Personen sowie Maßnahmen der Jugendbegegnung und Gedenkarbeit.","Erhaltung deutscher Kriegsgräber im Ausland, Gräber von infolge NS-Verfolgung ausgewanderten und im Ausland verstorbenen Personen sowie Maßnahmen der Jugendbegegnung und Gedenkarbeit.",050268501
927,3252,12,13,11201,19425130.34,"Geldstrafen, Geldbußen und Gerichtskosten",Bundesministerium für Digitales und Verkehr,121311201,Bundesministerium für Digitales und Verkehr einsdrei einseinszweinulleins ,"Bundesministerium für Digitales und Verkehr einsdrei einseinszweinulleins  Geldstrafen, Geldbußen und Gerichtskosten","Geldstrafen, Geldbußen und Gerichtskosten",121311201
928,3010,12,1,53221,19373320.46,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium für Digitales und Verkehr,120153221,Bundesministerium für Digitales und Verkehr nulleins fünfdreizweizweieins ,Bundesministerium für Digitales und Verkehr nulleins fünfdreizweizweieins  Aufträge und Dienstleistungen im Bereich Informationstechnik,Aufträge und Dienstleistungen im Bereich Informationstechnik,120153221
930,3746,14,5,55403,19188700.53,Beschaffung von Bekleidung,Bundesministerium der Verteidigung,140555403,Bundesministerium der Verteidigung nullfünf fünffünfviernulldrei ,Bundesministerium der Verteidigung nullfünf fünffünfviernulldrei  Beschaffung von Bekleidung,Beschaffung von Bekleidung,140555403
931,605,5,11,38107,19166075.19,Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,Auswärtiges Amt,051138107,Auswärtiges Amt einseins dreiachteinsnullsieben ,Auswärtiges Amt einseins dreiachteinsnullsieben  Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,051138107
932,1248,6,23,81202,19155401.02,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium des Innern und für Heimat,062381202,Bundesministerium des Innern und für Heimat zweidrei achteinszweinullzwei ,"Bundesministerium des Innern und für Heimat zweidrei achteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik","Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",062381202
933,851,6,3,68416,19139929.17,Förderung berufsbezogener Sprachkurse für Personen mit Migrationshintergrund aus dem Europäischen Sozialfonds,Bundesministerium des Innern und für Heimat,060368416,Bundesministerium des Innern und für Heimat nulldrei sechsachtviereinssechs ,Bundesministerium des Innern und für Heimat nulldrei sechsachtviereinssechs  Förderung berufsbezogener Sprachkurse für Personen mit Migrationshintergrund aus dem Europäischen Sozialfonds,Förderung berufsbezogener Sprachkurse für Personen mit Migrationshintergrund aus dem Europäischen Sozialfonds,060368416
934,4756,23,1,89606,19108916.24,Internationale Zusammenarbeit mit Regionen für nachhaltige Entwicklung,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,230189606,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulleins achtneunsechsnullsechs ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulleins achtneunsechsnullsechs  Internationale Zusammenarbeit mit Regionen für nachhaltige Entwicklung,Internationale Zusammenarbeit mit Regionen für nachhaltige Entwicklung,230189606
935,963,6,11,44301,19094911.93,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,Bundesministerium des Innern und für Heimat,061144301,Bundesministerium des Innern und für Heimat einseins viervierdreinulleins ,Bundesministerium des Innern und für Heimat einseins viervierdreinulleins  Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,061144301
936,3867,14,11,44301,19058377.58,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,Bundesministerium der Verteidigung,141144301,Bundesministerium der Verteidigung einseins viervierdreinulleins ,Bundesministerium der Verteidigung einseins viervierdreinulleins  Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,141144301
937,4065,15,13,23601,18851493.11,Einnahmen aus Mitteln der GKV zur Umsetzung der Präventionsstrategie,Bundesministerium für Gesundheit,151323601,Bundesministerium für Gesundheit einsdrei zweidreisechsnulleins ,Bundesministerium für Gesundheit einsdrei zweidreisechsnulleins  Einnahmen aus Mitteln der GKV zur Umsetzung der Präventionsstrategie,Einnahmen aus Mitteln der GKV zur Umsetzung der Präventionsstrategie,151323601
939,4032,15,12,42801,18819895.69,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium für Gesundheit,151242801,Bundesministerium für Gesundheit einszwei vierzweiachtnulleins ,Bundesministerium für Gesundheit einszwei vierzweiachtnulleins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,151242801
940,1267,6,24,42709,18815088.15,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium des Innern und für Heimat,062442709,Bundesministerium des Innern und für Heimat zweivier vierzweisiebennullneun ,"Bundesministerium des Innern und für Heimat zweivier vierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",062442709
942,253,4,13,68401,18555689.1,Unterstützung von Flüchtlingsprojekten,Bundeskanzler und Bundeskanzleramt,041368401,Bundeskanzler und Bundeskanzleramt einsdrei sechsachtviernulleins ,Bundeskanzler und Bundeskanzleramt einsdrei sechsachtviernulleins  Unterstützung von Flüchtlingsprojekten,Unterstützung von Flüchtlingsprojekten,041368401
943,2438,10,11,63403,18521803.93,Zuweisungen an den Versorgungsfonds,Bundesministerium für Ernährung und Landwirtschaft,101163403,Bundesministerium für Ernährung und Landwirtschaft einseins sechsdreiviernulldrei ,Bundesministerium für Ernährung und Landwirtschaft einseins sechsdreiviernulldrei  Zuweisungen an den Versorgungsfonds,Zuweisungen an den Versorgungsfonds,101163403
944,3923,14,13,53999,18445116.32,Vermischte Verwaltungsausgaben,Bundesministerium der Verteidigung,141353999,Bundesministerium der Verteidigung einsdrei fünfdreineunneunneun ,Bundesministerium der Verteidigung einsdrei fünfdreineunneunneun  Vermischte Verwaltungsausgaben,Vermischte Verwaltungsausgaben,141353999
945,2766,11,10,68501,18410511.03,Beteiligung des Bundes an der Stiftung Anerkennung und Hilfe,Bundesministerium für Arbeit und Soziales,111068501,Bundesministerium für Arbeit und Soziales einsnull sechsachtfünfnulleins ,Bundesministerium für Arbeit und Soziales einsnull sechsachtfünfnulleins  Beteiligung des Bundes an der Stiftung Anerkennung und Hilfe,Erstattung des Bundes nach § 18 Absatz 3 AsylbLG,111063207
946,1868,8,13,51801,18363355.31,Mieten und Pachten,Bundesministerium der Finanzen,081351801,Bundesministerium der Finanzen einsdrei fünfeinsachtnulleins ,Bundesministerium der Finanzen einsdrei fünfeinsachtnulleins  Mieten und Pachten,Mieten und Pachten,081351801
947,2041,9,11,44101,18263101.47,Beihilfen aufgrund der Beihilfevorschriften,Bundesministerium für Wirtschaft und Klimaschutz,091144101,Bundesministerium für Wirtschaft und Klimaschutz einseins vierviereinsnulleins ,Bundesministerium für Wirtschaft und Klimaschutz einseins vierviereinsnulleins  Beihilfen aufgrund der Beihilfevorschriften,Beihilfen aufgrund der Beihilfevorschriften,091144101
948,3731,14,4,55103,18061045.17,Zukunfts- und Weiterentwicklung der Bundeswehr,Bundesministerium der Verteidigung,140455103,Bundesministerium der Verteidigung nullvier fünffünfeinsnulldrei ,Bundesministerium der Verteidigung nullvier fünffünfeinsnulldrei  Zukunfts- und Weiterentwicklung der Bundeswehr,Zukunfts- und Weiterentwicklung der Bundeswehr,140455103
949,4143,15,16,23601,17873721.63,Erstattung der Kosten der Datentransparenz (gem. § 303a Absatz 1 SGB V),Bundesministerium für Gesundheit,151623601,Bundesministerium für Gesundheit einssechs zweidreisechsnulleins ,Bundesministerium für Gesundheit einssechs zweidreisechsnulleins  Erstattung der Kosten der Datentransparenz (gem. § 303a Absatz 1 SGB V),Erstattung der Kosten der Datentransparenz (gem. § 303a Absatz 1 SGB V),151623601
952,4165,15,16,42201,17801702.62,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Gesundheit,151642201,Bundesministerium für Gesundheit einssechs vierzweizweinulleins ,Bundesministerium für Gesundheit einssechs vierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,151642201
954,619,5,11,44101,17769709.59,Beihilfen aufgrund der Beihilfevorschriften,Auswärtiges Amt,051144101,Auswärtiges Amt einseins vierviereinsnulleins ,Auswärtiges Amt einseins vierviereinsnulleins  Beihilfen aufgrund der Beihilfevorschriften,Beihilfen aufgrund der Beihilfevorschriften,051144101
955,383,4,52,89434,17767228.0,"Zuschüsse zur Errichtung des Museums ""Neue Nationalgalerie - Museum des 20. Jahrhunderts""",Bundeskanzler und Bundeskanzleramt,045289434,Bundeskanzler und Bundeskanzleramt fünfzwei achtneunvierdreivier ,"Bundeskanzler und Bundeskanzleramt fünfzwei achtneunvierdreivier  Zuschüsse zur Errichtung des Museums ""Neue Nationalgalerie - Museum des 20. Jahrhunderts""","Zuschüsse zur Errichtung des Museums ""Neue Nationalgalerie - Museum des 20. Jahrhunderts""",045289434
956,575,5,4,68713,17726844.28,Ausbau der Zusammenarbeit mit der Zivilgesellschaft in den Ländern der östlichen Partnerschaft und Russland,Auswärtiges Amt,050468713,Auswärtiges Amt nullvier sechsachtsiebeneinsdrei ,Auswärtiges Amt nullvier sechsachtsiebeneinsdrei  Ausbau der Zusammenarbeit mit der Zivilgesellschaft in den Ländern der östlichen Partnerschaft und Russland,Ausbau der Zusammenarbeit mit der Zivilgesellschaft in den Ländern der östlichen Partnerschaft und Russland,050468713
957,3951,15,3,53101,17724085.75,Gesundheitliche Aufklärung der Bevölkerung,Bundesministerium für Gesundheit,150353101,Bundesministerium für Gesundheit nulldrei fünfdreieinsnulleins ,Bundesministerium für Gesundheit nulldrei fünfdreieinsnulleins  Gesundheitliche Aufklärung der Bevölkerung,Gesundheitliche Aufklärung der Bevölkerung,150353101
959,404,4,52,42201,17654129.1,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundeskanzler und Bundeskanzleramt,045242201,Bundeskanzler und Bundeskanzleramt fünfzwei vierzweizweinulleins ,Bundeskanzler und Bundeskanzleramt fünfzwei vierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,045242201
960,1716,7,19,53201,17642236.72,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium der Justiz,071953201,Bundesministerium der Justiz einsneun fünfdreizweinulleins ,Bundesministerium der Justiz einsneun fünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik,Aufträge und Dienstleistungen im Bereich Informationstechnik,071953201
961,1017,6,14,42709,17530820.33,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium des Innern und für Heimat,061442709,Bundesministerium des Innern und für Heimat einsvier vierzweisiebennullneun ,"Bundesministerium des Innern und für Heimat einsvier vierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",061442709
962,4243,16,1,89201,17525127.42,Investitionen zur Verminderung von Umweltbelastungen,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",160189201,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulleins achtneunzweinulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulleins achtneunzweinulleins  Investitionen zur Verminderung von Umweltbelastungen",Investitionen zur Verminderung von Umweltbelastungen,160189201
963,2332,10,3,17202,17524499.56,Tilgung von Darlehen für einzelbetriebliche Maßnahmen und ländliche Siedlung,Bundesministerium für Ernährung und Landwirtschaft,100317202,Bundesministerium für Ernährung und Landwirtschaft nulldrei einssiebenzweinullzwei ,Bundesministerium für Ernährung und Landwirtschaft nulldrei einssiebenzweinullzwei  Tilgung von Darlehen für einzelbetriebliche Maßnahmen und ländliche Siedlung,Tilgung von Darlehen für einzelbetriebliche Maßnahmen und ländliche Siedlung,100317202
964,1851,8,13,26101,17341549.79,Erstattungen von Verwaltungsausgaben aus dem Inland,Bundesministerium der Finanzen,081326101,Bundesministerium der Finanzen einsdrei zweisechseinsnulleins ,Bundesministerium der Finanzen einsdrei zweisechseinsnulleins  Erstattungen von Verwaltungsausgaben aus dem Inland,Erstattungen von Verwaltungsausgaben aus dem Inland,081326101
966,1560,7,12,51802,17330689.52,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundesministerium der Justiz,071251802,Bundesministerium der Justiz einszwei fünfeinsachtnullzwei ,Bundesministerium der Justiz einszwei fünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,071251802
967,831,6,2,53261,17310776.45,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium des Innern und für Heimat,060253261,Bundesministerium des Innern und für Heimat nullzwei fünfdreizweisechseins ,Bundesministerium des Innern und für Heimat nullzwei fünfdreizweisechseins  Aufträge und Dienstleistungen im Bereich Informationstechnik,Aufträge und Dienstleistungen im Bereich Informationstechnik,060253261
970,392,4,52,89461,17218834.0,Zuschüsse für Investitionen,Bundeskanzler und Bundeskanzleramt,045289461,Bundeskanzler und Bundeskanzleramt fünfzwei achtneunviersechseins ,Bundeskanzler und Bundeskanzleramt fünfzwei achtneunviersechseins  Zuschüsse für Investitionen,Zuschüsse für Investitionen,045289461
971,1907,8,16,11999,17205831.0,Vermischte Einnahmen,Bundesministerium der Finanzen,081611999,Bundesministerium der Finanzen einssechs einseinsneunneunneun ,Bundesministerium der Finanzen einssechs einseinsneunneunneun  Vermischte Einnahmen,Vermischte Einnahmen,081611999
972,2792,11,12,51802,17172362.89,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundesministerium für Arbeit und Soziales,111251802,Bundesministerium für Arbeit und Soziales einszwei fünfeinsachtnullzwei ,Bundesministerium für Arbeit und Soziales einszwei fünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,111251802
975,4971,30,12,51802,17131184.23,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundesministerium für Bildung und Forschung,301251802,Bundesministerium für Bildung und Forschung einszwei fünfeinsachtnullzwei ,Bundesministerium für Bildung und Forschung einszwei fünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,301251802
977,2405,10,10,68401,17080206.14,Zuschüsse an Einrichtungen außerhalb der Bundesverwaltung - Betrieb -,Bundesministerium für Ernährung und Landwirtschaft,101068401,Bundesministerium für Ernährung und Landwirtschaft einsnull sechsachtviernulleins ,Bundesministerium für Ernährung und Landwirtschaft einsnull sechsachtviernulleins  Zuschüsse an Einrichtungen außerhalb der Bundesverwaltung - Betrieb -,Zuschüsse an Einrichtungen außerhalb der Bundesverwaltung - Betrieb -,101068401
978,292,4,32,54203,17026848.69,Ressortübergreifende Kommunikation und Koordinierung,Bundeskanzler und Bundeskanzleramt,043254203,Bundeskanzler und Bundeskanzleramt dreizwei fünfvierzweinulldrei ,Bundeskanzler und Bundeskanzleramt dreizwei fünfvierzweinulldrei  Ressortübergreifende Kommunikation und Koordinierung,Ressortübergreifende Kommunikation und Koordinierung,043254203
979,527,5,1,68723,17024438.45,Maßnahmen zur Förderung der Menschenrechte,Auswärtiges Amt,050168723,Auswärtiges Amt nulleins sechsachtsiebenzweidrei ,Auswärtiges Amt nulleins sechsachtsiebenzweidrei  Maßnahmen zur Förderung der Menschenrechte,Maßnahmen zur Förderung der Menschenrechte,050168723
980,1919,8,16,51701,17001592.3,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium der Finanzen,081651701,Bundesministerium der Finanzen einssechs fünfeinssiebennulleins ,"Bundesministerium der Finanzen einssechs fünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume","Bewirtschaftung der Grundstücke, Gebäude und Räume",081651701
981,4873,30,3,68512,16981288.37,Gewinnung und Entwicklung von professoralem Personal an Fachhochschulen,Bundesministerium für Bildung und Forschung,300368512,Bundesministerium für Bildung und Forschung nulldrei sechsachtfünfeinszwei ,Bundesministerium für Bildung und Forschung nulldrei sechsachtfünfeinszwei  Gewinnung und Entwicklung von professoralem Personal an Fachhochschulen,Gewinnung und Entwicklung von professoralem Personal an Fachhochschulen,300368512
982,3657,14,1,55321,16961041.0,Beitrag zu den Kosten für Materialerhaltung und Betrieb,Bundesministerium der Verteidigung,140155321,Bundesministerium der Verteidigung nulleins fünffünfdreizweieins ,Bundesministerium der Verteidigung nulleins fünffünfdreizweieins  Beitrag zu den Kosten für Materialerhaltung und Betrieb,Beitrag zu den Kosten für Materialerhaltung und Betrieb,140155321
983,2986,12,1,74521,16934027.86,Maßnahmen nach dem Eisenbahnkreuzungsgesetz (EKrG) (Bundesstraßen),Bundesministerium für Digitales und Verkehr,120174521,Bundesministerium für Digitales und Verkehr nulleins siebenvierfünfzweieins ,Bundesministerium für Digitales und Verkehr nulleins siebenvierfünfzweieins  Maßnahmen nach dem Eisenbahnkreuzungsgesetz (EKrG) (Bundesstraßen),Maßnahmen nach dem Eisenbahnkreuzungsgesetz (EKrG) (Bundesstraßen),120174521
984,1948,9,1,68624,16921126.37,Initiative Industrie 4.0,Bundesministerium für Wirtschaft und Klimaschutz,090168624,Bundesministerium für Wirtschaft und Klimaschutz nulleins sechsachtsechszweivier ,Bundesministerium für Wirtschaft und Klimaschutz nulleins sechsachtsechszweivier  Initiative Industrie 4.0,Initiative Industrie 4.0,090168624
985,2979,12,1,71122,16913227.17,Hochbauten an Bundesstraßen bis 6 000 000 € Baukosten,Bundesministerium für Digitales und Verkehr,120171122,Bundesministerium für Digitales und Verkehr nulleins siebeneinseinszweizwei ,Bundesministerium für Digitales und Verkehr nulleins siebeneinseinszweizwei  Hochbauten an Bundesstraßen bis 6 000 000 € Baukosten,Hochbauten an Bundesstraßen bis 6 000 000 € Baukosten,120171122
986,3412,12,18,98101,16897538.07,Leistungen an Bundesbehörden zur Durchführung von Aufträgen,Bundesministerium für Digitales und Verkehr,121898101,Bundesministerium für Digitales und Verkehr einsacht neunachteinsnulleins ,Bundesministerium für Digitales und Verkehr einsacht neunachteinsnulleins  Leistungen an Bundesbehörden zur Durchführung von Aufträgen,Leistungen an Bundesbehörden zur Durchführung von Aufträgen,121898101
988,4572,17,13,42201,16800273.32,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,"Bundesministerium für Familie, Senioren, Frauen und Jugend",171342201,"Bundesministerium für Familie, Senioren, Frauen und Jugend einsdrei vierzweizweinulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend einsdrei vierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten",Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,171342201
991,2757,11,7,68411,16616868.9,Denkfabrik Digitale Arbeitsgesellschaft,Bundesministerium für Arbeit und Soziales,110768411,Bundesministerium für Arbeit und Soziales nullsieben sechsachtviereinseins ,Bundesministerium für Arbeit und Soziales nullsieben sechsachtviereinseins  Denkfabrik Digitale Arbeitsgesellschaft,Denkfabrik Digitale Arbeitsgesellschaft,110768411
992,4519,17,11,38107,16600000.0,Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,"Bundesministerium für Familie, Senioren, Frauen und Jugend",171138107,"Bundesministerium für Familie, Senioren, Frauen und Jugend einseins dreiachteinsnullsieben ","Bundesministerium für Familie, Senioren, Frauen und Jugend einseins dreiachteinsnullsieben  Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben",Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,171138107
993,770,6,1,68422,16580000.0,Projektförderung für Sporteinrichtungen,Bundesministerium des Innern und für Heimat,060168422,Bundesministerium des Innern und für Heimat nulleins sechsachtvierzweizwei ,Bundesministerium des Innern und für Heimat nulleins sechsachtvierzweizwei  Projektförderung für Sporteinrichtungen,Projektförderung für Sporteinrichtungen,060168422
994,3919,14,13,52501,16519533.05,Aus- und Fortbildung,Bundesministerium der Verteidigung,141352501,Bundesministerium der Verteidigung einsdrei fünfzweifünfnulleins ,Bundesministerium der Verteidigung einsdrei fünfzweifünfnulleins  Aus- und Fortbildung,Aus- und Fortbildung,141352501
995,1555,7,12,11901,16499520.05,Einnahmen aus Veröffentlichungen,Bundesministerium der Justiz,071211901,Bundesministerium der Justiz einszwei einseinsneunnulleins ,Bundesministerium der Justiz einszwei einseinsneunnulleins  Einnahmen aus Veröffentlichungen,Einnahmen aus Veröffentlichungen,071211901
996,960,6,11,63257,16438443.89,Erstattungen des Bundes für Versorgungslasten,Bundesministerium des Innern und für Heimat,061163257,Bundesministerium des Innern und für Heimat einseins sechsdreizweifünfsieben ,Bundesministerium des Innern und für Heimat einseins sechsdreizweifünfsieben  Erstattungen des Bundes für Versorgungslasten,Erstattungen des Bundes für Versorgungslasten,061163257
997,526,5,1,68721,16399805.98,"Transformationspartnerschaften, insbesondere Nordafrika/Naher Osten",Auswärtiges Amt,050168721,Auswärtiges Amt nulleins sechsachtsiebenzweieins ,"Auswärtiges Amt nulleins sechsachtsiebenzweieins  Transformationspartnerschaften, insbesondere Nordafrika/Naher Osten",,
998,429,4,53,51802,16282041.37,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundeskanzler und Bundeskanzleramt,045351802,Bundeskanzler und Bundeskanzleramt fünfdrei fünfeinsachtnullzwei ,Bundeskanzler und Bundeskanzleramt fünfdrei fünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,045351802
999,1997,9,4,53204,16261536.7,Kosten der Beteiligung des Bundes an Weltausstellungen im Ausland,Bundesministerium für Wirtschaft und Klimaschutz,090453204,Bundesministerium für Wirtschaft und Klimaschutz nullvier fünfdreizweinullvier ,Bundesministerium für Wirtschaft und Klimaschutz nullvier fünfdreizweinullvier  Kosten der Beteiligung des Bundes an Weltausstellungen im Ausland,Kosten der Beteiligung des Bundes an Weltausstellungen im Ausland,090453204
1001,2388,10,6,68702,16253024.44,"Bilaterale technische Zusammenarbeit mit dem Ausland auf dem Gebiet der Ernährung, der Landwirtschaft und des gesundheitlichen Verbraucherschutzes",Bundesministerium für Ernährung und Landwirtschaft,100668702,Bundesministerium für Ernährung und Landwirtschaft nullsechs sechsachtsiebennullzwei ,"Bundesministerium für Ernährung und Landwirtschaft nullsechs sechsachtsiebennullzwei  Bilaterale technische Zusammenarbeit mit dem Ausland auf dem Gebiet der Ernährung, der Landwirtschaft und des gesundheitlichen Verbraucherschutzes","Bilaterale technische Zusammenarbeit mit dem Ausland auf dem Gebiet der Ernährung, der Landwirtschaft und des gesundheitlichen Verbraucherschutzes",100668702
1005,2609,10,17,42201,16056865.03,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Ernährung und Landwirtschaft,101742201,Bundesministerium für Ernährung und Landwirtschaft einssieben vierzweizweinulleins ,Bundesministerium für Ernährung und Landwirtschaft einssieben vierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,101742201
