,index,Epl.,Kap.,Tit.,Ist 2019,Zweckbestimmung,ministries,2019 id,id_nlp_help,id_nlp,2019 Zweck,id
1113,808,6,3,68461,10310037.24,Resettlement und Leistungen im Rahmen der humanitären Aufnahme,Bundesministerium des Innern und für Heimat,684610603,Bundesministerium des Innern und für Heimat nulldreisechsachtviersechseins ,Bundesministerium des Innern und für Heimat nulldreisechsachtviersechseins  Resettlement und Leistungen im Rahmen der humanitären Aufnahme,Resettlement und Leistungen im Rahmen der humanitären Aufnahme,684610603.0
1115,2511,10,17,11101,10205888.12,"Gebühren, sonstige Entgelte",Bundesministerium für Ernährung und Landwirtschaft,111011017,Bundesministerium für Ernährung und Landwirtschaft einssiebeneinseinseinsnulleins ,"Bundesministerium für Ernährung und Landwirtschaft einssiebeneinseinseinsnulleins  Gebühren, sonstige Entgelte","Gebühren, sonstige Entgelte",111011017.0
1119,4119,16,1,68504,10111860.32,Zuschüsse an Verbände und sonstige Vereinigungen auf den Gebieten des Umweltschutzes und des Naturschutzes,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",685041601,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulleinssechsachtfünfnullvier ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulleinssechsachtfünfnullvier  Zuschüsse an Verbände und sonstige Vereinigungen auf den Gebieten des Umweltschutzes und des Naturschutzes",Zuschüsse an Verbände und sonstige Vereinigungen auf den Gebieten des Umweltschutzes und des Naturschutzes,685041601.0
1120,3120,12,11,43457,10104877.9,Zuführung an die Versorgungsrücklage,Bundesministerium für Digitales und Verkehr,434571211,Bundesministerium für Digitales und Verkehr einseinsvierdreivierfünfsieben ,Bundesministerium für Digitales und Verkehr einseinsvierdreivierfünfsieben  Zuführung an die Versorgungsrücklage,Zuführung an die Versorgungsrücklage,434571211.0
1121,2936,12,1,53221,10094249.92,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium für Digitales und Verkehr,532211201,Bundesministerium für Digitales und Verkehr nulleinsfünfdreizweizweieins ,Bundesministerium für Digitales und Verkehr nulleinsfünfdreizweizweieins  Aufträge und Dienstleistungen im Bereich Informationstechnik,Aufträge und Dienstleistungen im Bereich Informationstechnik,532211201.0
1124,1124,6,21,51802,10078157.26,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundesministerium des Innern und für Heimat,518020621,Bundesministerium des Innern und für Heimat zweieinsfünfeinsachtnullzwei ,Bundesministerium des Innern und für Heimat zweieinsfünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518020622.0
1125,3788,14,12,45301,10032888.45,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Bundesministerium der Verteidigung,453011412,Bundesministerium der Verteidigung einszweivierfünfdreinulleins ,"Bundesministerium der Verteidigung einszweivierfünfdreinulleins  Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen","Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",453011412.0
1126,1346,6,29,53206,10016635.19,Durchführung von Aufträgen für Bundesbehörden und Dritte,Bundesministerium des Innern und für Heimat,532060629,Bundesministerium des Innern und für Heimat zweineunfünfdreizweinullsechs ,Bundesministerium des Innern und für Heimat zweineunfünfdreizweinullsechs  Durchführung von Aufträgen für Bundesbehörden und Dritte,Durchführung von Aufträgen für Bundesbehörden und Dritte,532060629.0
1127,819,6,3,68750,9999000.0,Soziale und kulturelle Förderung der deutschen Volksgruppe in Nordschleswig/Dänemark,Bundesministerium des Innern und für Heimat,687500603,Bundesministerium des Innern und für Heimat nulldreisechsachtsiebenfünfnull ,Bundesministerium des Innern und für Heimat nulldreisechsachtsiebenfünfnull  Soziale und kulturelle Förderung der deutschen Volksgruppe in Nordschleswig/Dänemark,Soziale und kulturelle Förderung der deutschen Volksgruppe in Nordschleswig/Dänemark,687500603.0
1128,3169,12,13,42201,9997892.17,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Digitales und Verkehr,422011213,Bundesministerium für Digitales und Verkehr einsdreivierzweizweinulleins ,Bundesministerium für Digitales und Verkehr einsdreivierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422011213.0
1129,4387,17,10,68401,9949262.27,Bundesprogramm KitaPlus,"Bundesministerium für Familie, Senioren, Frauen und Jugend",684011710,"Bundesministerium für Familie, Senioren, Frauen und Jugend einsnullsechsachtviernulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend einsnullsechsachtviernulleins  Bundesprogramm KitaPlus",Beteiligung an den Versorgungslasten des Bundes,232571711.0
1130,962,6,14,51802,9938405.87,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundesministerium des Innern und für Heimat,518020614,Bundesministerium des Innern und für Heimat einsvierfünfeinsachtnullzwei ,Bundesministerium des Innern und für Heimat einsvierfünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518020614.0
1131,2739,11,13,42201,9882526.31,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Arbeit und Soziales,422011113,Bundesministerium für Arbeit und Soziales einsdreivierzweizweinulleins ,Bundesministerium für Arbeit und Soziales einsdreivierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422011113.0
1132,668,5,12,82121,9854546.17,Erwerb von Liegenschaften im Ausland,Auswärtiges Amt,821210512,Auswärtiges Amt einszweiachtzweieinszweieins ,Auswärtiges Amt einszweiachtzweieinszweieins  Erwerb von Liegenschaften im Ausland,,
1133,4397,17,11,98107,9853751.95,Leistungen an Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,"Bundesministerium für Familie, Senioren, Frauen und Jugend",981071711,"Bundesministerium für Familie, Senioren, Frauen und Jugend einseinsneunachteinsnullsieben ","Bundesministerium für Familie, Senioren, Frauen und Jugend einseinsneunachteinsnullsieben  Leistungen an Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben",Leistungen an Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,981071711.0
1135,2227,9,18,53201,9822829.36,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium für Wirtschaft und Klimaschutz,532010918,Bundesministerium für Wirtschaft und Klimaschutz einsachtfünfdreizweinulleins ,Bundesministerium für Wirtschaft und Klimaschutz einsachtfünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik,Aufträge und Dienstleistungen im Bereich Informationstechnik,532010918.0
1137,4391,17,10,68407,9783566.17,Zuschüsse an zentrale Organisationen und für zentrale Maßnahmen im Bereich der Wohlfahrtspflege,"Bundesministerium für Familie, Senioren, Frauen und Jugend",684071710,"Bundesministerium für Familie, Senioren, Frauen und Jugend einsnullsechsachtviernullsieben ","Bundesministerium für Familie, Senioren, Frauen und Jugend einsnullsechsachtviernullsieben  Zuschüsse an zentrale Organisationen und für zentrale Maßnahmen im Bereich der Wohlfahrtspflege",Zuschüsse an zentrale Organisationen und für zentrale Maßnahmen im Bereich der Wohlfahrtspflege,684071710.0
1138,2679,11,11,54201,9770997.88,Öffentlichkeitsarbeit,Bundesministerium für Arbeit und Soziales,542011111,Bundesministerium für Arbeit und Soziales einseinsfünfvierzweinulleins ,Bundesministerium für Arbeit und Soziales einseinsfünfvierzweinulleins  Öffentlichkeitsarbeit,Öffentlichkeitsarbeit,542011111.0
1139,3083,12,10,68702,9758834.38,Beiträge an internationale Organisationen,Bundesministerium für Digitales und Verkehr,687021210,Bundesministerium für Digitales und Verkehr einsnullsechsachtsiebennullzwei ,Bundesministerium für Digitales und Verkehr einsnullsechsachtsiebennullzwei  Beiträge an internationale Organisationen,Beiträge an internationale Organisationen,687021210.0
1140,1233,6,24,71201,9745329.69,Baumaßnahmen von mehr als 2 000 000 € im Einzelfall,Bundesministerium des Innern und für Heimat,712010624,Bundesministerium des Innern und für Heimat zweiviersiebeneinszweinulleins ,Bundesministerium des Innern und für Heimat zweiviersiebeneinszweinulleins  Baumaßnahmen von mehr als 2 000 000 € im Einzelfall,Baumaßnahmen von mehr als 6 000 000 € im Einzelfall,712010624.0
1142,950,6,12,81202,9730584.82,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium des Innern und für Heimat,812020612,Bundesministerium des Innern und für Heimat einszweiachteinszweinullzwei ,"Bundesministerium des Innern und für Heimat einszweiachteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik","Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",812020612.0
1143,4164,16,5,63201,9724673.88,Erstattung von Zweckausgaben der Länder beim Vollzug des Atomgesetzes und des Strahlenschutzgesetzes,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",632011605,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullfünfsechsdreizweinulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullfünfsechsdreizweinulleins  Erstattung von Zweckausgaben der Länder beim Vollzug des Atomgesetzes und des Strahlenschutzgesetzes",Erstattung von Zweckausgaben der Länder beim Vollzug des Atomgesetzes,632021605.0
1144,3651,14,5,55402,9700000.0,Beschaffung und Erneuerung der Verpflegungsvorräte,Bundesministerium der Verteidigung,554021405,Bundesministerium der Verteidigung nullfünffünffünfviernullzwei ,Bundesministerium der Verteidigung nullfünffünffünfviernullzwei  Beschaffung und Erneuerung der Verpflegungsvorräte,Nicht aufteilbare sächliche Verwaltungsausgaben,547111403.0
1145,3387,12,19,42201,9613926.73,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Digitales und Verkehr,422011219,Bundesministerium für Digitales und Verkehr einsneunvierzweizweinulleins ,Bundesministerium für Digitales und Verkehr einsneunvierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422011219.0
1146,1296,6,28,51402,9611842.4,Haltung von Luftfahrzeugen,Bundesministerium des Innern und für Heimat,514020628,Bundesministerium des Innern und für Heimat zweiachtfünfeinsviernullzwei ,Bundesministerium des Innern und für Heimat zweiachtfünfeinsviernullzwei  Haltung von Luftfahrzeugen,Haltung von Luftfahrzeugen,514020628.0
1147,2919,12,1,82131,9594101.0,"Grunderwerb für Um- und Ausbau, Rastanlagen, Lärmschutzmaßnahmen (Bundesautobahnen)",Bundesministerium für Digitales und Verkehr,821311201,Bundesministerium für Digitales und Verkehr nulleinsachtzweieinsdreieins ,"Bundesministerium für Digitales und Verkehr nulleinsachtzweieinsdreieins  Grunderwerb für Um- und Ausbau, Rastanlagen, Lärmschutzmaßnahmen (Bundesautobahnen)","Kleine Neu-, Um- und Erweiterungsbauten",711011218.0
1149,3612,14,3,63654,9570508.22,Erstattungen an die Krankenkassen und an andere öffentlich-rechtliche Leistungsträger nach dem Soldatenversorgungsgesetz,Bundesministerium der Verteidigung,636541403,Bundesministerium der Verteidigung nulldreisechsdreisechsfünfvier ,Bundesministerium der Verteidigung nulldreisechsdreisechsfünfvier  Erstattungen an die Krankenkassen und an andere öffentlich-rechtliche Leistungsträger nach dem Soldatenversorgungsgesetz,Erstattungen an die Krankenkassen und an andere öffentlich-rechtliche Leistungsträger nach dem Soldatenversorgungsgesetz,636541403.0
1150,1977,9,12,51701,9552706.67,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium für Wirtschaft und Klimaschutz,517010912,Bundesministerium für Wirtschaft und Klimaschutz einszweifünfeinssiebennulleins ,"Bundesministerium für Wirtschaft und Klimaschutz einszweifünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume","Bewirtschaftung der Grundstücke, Gebäude und Räume",517010912.0
1151,4020,15,15,42201,9551715.94,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Gesundheit,422011515,Bundesministerium für Gesundheit einsfünfvierzweizweinulleins ,Bundesministerium für Gesundheit einsfünfvierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422011515.0
1152,2647,11,6,68641,9520841.51,Verwendung von Zuschüssen des Europäischen Hilfsfonds für die am stärksten benachteiligten Personen zu laufenden Maßnahmen,Bundesministerium für Arbeit und Soziales,686411106,Bundesministerium für Arbeit und Soziales nullsechssechsachtsechsviereins ,Bundesministerium für Arbeit und Soziales nullsechssechsachtsechsviereins  Verwendung von Zuschüssen des Europäischen Hilfsfonds für die am stärksten benachteiligten Personen zu laufenden Maßnahmen,Verwendung von Zuschüssen des Europäischen Hilfsfonds für die am stärksten benachteiligten Personen zu laufenden Maßnahmen,686411106.0
1153,216,4,11,44657,9517300.57,Beihilfen aufgrund der Beihilfevorschriften,Bundeskanzler und Bundeskanzleramt,446570411,Bundeskanzler und Bundeskanzleramt einseinsvierviersechsfünfsieben ,Bundeskanzler und Bundeskanzleramt einseinsvierviersechsfünfsieben  Beihilfen aufgrund der Beihilfevorschriften,Beihilfen aufgrund der Beihilfevorschriften,446570411.0
1155,3876,15,5,53204,9505879.29,Kosten der internationalen Zusammenarbeit auf dem Gebiet des Gesundheitswesens,Bundesministerium für Gesundheit,532041505,Bundesministerium für Gesundheit nullfünffünfdreizweinullvier ,Bundesministerium für Gesundheit nullfünffünfdreizweinullvier  Kosten der internationalen Zusammenarbeit auf dem Gebiet des Gesundheitswesens,Kosten der internationalen Zusammenarbeit auf dem Gebiet des Gesundheitswesens,532041505.0
1157,865,6,4,63271,9459396.0,Zweckgebundene Zuweisungen an die Länder für Mitgliedseinrichtungen der Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e. V. (WGL),Bundesministerium des Innern und für Heimat,632710604,Bundesministerium des Innern und für Heimat nullviersechsdreizweisiebeneins ,Bundesministerium des Innern und für Heimat nullviersechsdreizweisiebeneins  Zweckgebundene Zuweisungen an die Länder für Mitgliedseinrichtungen der Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e. V. (WGL),Zweckgebundene Zuweisungen an die Länder für Mitgliedseinrichtungen der Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e. V. (WGL),632011107.0
1158,3716,14,8,51709,9447753.0,Betreibermodelle im Liegenschaftsbereich,Bundesministerium der Verteidigung,517091408,Bundesministerium der Verteidigung nullachtfünfeinssiebennullneun ,Bundesministerium der Verteidigung nullachtfünfeinssiebennullneun  Betreibermodelle im Liegenschaftsbereich,Betreibermodelle im Liegenschaftsbereich,517091408.0
1159,4084,15,17,51802,9420754.29,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundesministerium für Gesundheit,518021517,Bundesministerium für Gesundheit einssiebenfünfeinsachtnullzwei ,Bundesministerium für Gesundheit einssiebenfünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518021517.0
1162,4580,21,12,42201,9388966.84,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,422012112,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit einszweivierzweizweinulleins ,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit einszweivierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422012112.0
1165,1692,8,2,69802,9340852.41,Abgeltung von Schäden und andere Aufwendungen im Zusammenhang mit dem Aufenthalt ausländischer Streitkräfte,Bundesministerium der Finanzen,698020802,Bundesministerium der Finanzen nullzweisechsneunachtnullzwei ,Bundesministerium der Finanzen nullzweisechsneunachtnullzwei  Abgeltung von Schäden und andere Aufwendungen im Zusammenhang mit dem Aufenthalt ausländischer Streitkräfte,Abgeltung von Schäden und andere Aufwendungen im Zusammenhang mit dem Aufenthalt ausländischer Streitkräfte,698020802.0
1166,4417,17,12,51802,9329934.83,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,"Bundesministerium für Familie, Senioren, Frauen und Jugend",518021712,"Bundesministerium für Familie, Senioren, Frauen und Jugend einszweifünfeinsachtnullzwei ","Bundesministerium für Familie, Senioren, Frauen und Jugend einszweifünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement",Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518021712.0
1167,798,6,3,68503,9315000.0,"Zuschuss des Bundes an die ""Stiftung für das Sorbische Volk""",Bundesministerium des Innern und für Heimat,685030603,Bundesministerium des Innern und für Heimat nulldreisechsachtfünfnulldrei ,"Bundesministerium des Innern und für Heimat nulldreisechsachtfünfnulldrei  Zuschuss des Bundes an die ""Stiftung für das Sorbische Volk""","Zuschuss des Bundes an die ""Stiftung für das Sorbische Volk""",685030603.0
1168,58,2,11,54201,9284971.57,Öffentlichkeitsarbeit,Deutscher Bundestag,542010211,Deutscher Bundestag einseinsfünfvierzweinulleins ,Deutscher Bundestag einseinsfünfvierzweinulleins  Öffentlichkeitsarbeit,Öffentlichkeitsarbeit,542010211.0
1169,1021,6,15,81202,9277517.31,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium des Innern und für Heimat,812020615,Bundesministerium des Innern und für Heimat einsfünfachteinszweinullzwei ,"Bundesministerium des Innern und für Heimat einsfünfachteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik","Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",812020615.0
1170,4096,15,17,51701,9254450.48,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium für Gesundheit,517011517,Bundesministerium für Gesundheit einssiebenfünfeinssiebennulleins ,"Bundesministerium für Gesundheit einssiebenfünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume","Bewirtschaftung der Grundstücke, Gebäude und Räume",517011517.0
1171,1253,6,25,68501,9218510.81,Zuschüsse für Projekte aus dem Fonds für Innere Sicherheit (ISF Grenzen) der Europäischen Union,Bundesministerium des Innern und für Heimat,685010625,Bundesministerium des Innern und für Heimat zweifünfsechsachtfünfnulleins ,Bundesministerium des Innern und für Heimat zweifünfsechsachtfünfnulleins  Zuschüsse für Projekte aus dem Fonds für Innere Sicherheit (ISF Grenzen) der Europäischen Union,Zuschüsse für Projekte aus dem Fonds für Innere Sicherheit (ISF Grenzen) der Europäischen Union,685010625.0
1172,81,2,12,41104,9207399.83,"Zuschuss zu den Kosten in Krankheits-, Pflege- und Geburtsfällen sowie Unterstützungen nach §§ 27 und 28 Abgeordnetengesetz",Deutscher Bundestag,411040212,Deutscher Bundestag einszweiviereinseinsnullvier ,"Deutscher Bundestag einszweiviereinseinsnullvier  Zuschuss zu den Kosten in Krankheits-, Pflege- und Geburtsfällen sowie Unterstützungen nach §§ 27 und 28 Abgeordnetengesetz","Zuschuss zu den Kosten in Krankheits-, Pflege- und Geburtsfällen sowie Unterstützungen nach §§ 27 und 28 Abgeordnetengesetz",411040212.0
1173,2887,12,1,54401,9206224.26,"Forschung, Untersuchungen und Ähnliches",Bundesministerium für Digitales und Verkehr,544011201,Bundesministerium für Digitales und Verkehr nulleinsfünfvierviernulleins ,"Bundesministerium für Digitales und Verkehr nulleinsfünfvierviernulleins  Forschung, Untersuchungen und Ähnliches","Forschung, Untersuchungen und Ähnliches",544011201.0
1174,4214,16,13,11999,9183449.37,Vermischte Einnahmen,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",119991613,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdreieinseinsneunneunneun ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdreieinseinsneunneunneun  Vermischte Einnahmen",Vermischte Einnahmen,119991613.0
1175,4219,16,13,51802,9182733.54,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",518021613,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdreifünfeinsachtnullzwei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdreifünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement",Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518021613.0
1176,291,4,32,51802,9148488.72,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundeskanzler und Bundeskanzleramt,518020432,Bundeskanzler und Bundeskanzleramt dreizweifünfeinsachtnullzwei ,Bundeskanzler und Bundeskanzleramt dreizweifünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518020432.0
1177,2367,10,12,53202,9107059.9,Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),Bundesministerium für Ernährung und Landwirtschaft,532021012,Bundesministerium für Ernährung und Landwirtschaft einszweifünfdreizweinullzwei ,Bundesministerium für Ernährung und Landwirtschaft einszweifünfdreizweinullzwei  Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),532021012.0
1178,524,5,1,68740,9068763.31,Maßnahmen der regionalen Zusammenarbeit,Auswärtiges Amt,687400501,Auswärtiges Amt nulleinssechsachtsiebenviernull ,Auswärtiges Amt nulleinssechsachtsiebenviernull  Maßnahmen der regionalen Zusammenarbeit,Maßnahmen der regionalen Zusammenarbeit,687400501.0
1179,395,4,52,89461,9051000.0,Zuschüsse für Investitionen,Bundeskanzler und Bundeskanzleramt,894610452,Bundeskanzler und Bundeskanzleramt fünfzweiachtneunviersechseins ,Bundeskanzler und Bundeskanzleramt fünfzweiachtneunviersechseins  Zuschüsse für Investitionen,Zuschüsse für Investitionen,894610452.0
1180,3801,14,13,28101,9044675.39,Erstattungen Dritter für die Gestellung von Personal der Bundeswehr,Bundesministerium der Verteidigung,281011413,Bundesministerium der Verteidigung einsdreizweiachteinsnulleins ,Bundesministerium der Verteidigung einsdreizweiachteinsnulleins  Erstattungen Dritter für die Gestellung von Personal der Bundeswehr,Erstattungen Dritter für die Gestellung von Personal der Bundeswehr,281011413.0
1181,2800,11,15,42201,9025395.53,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Arbeit und Soziales,422011115,Bundesministerium für Arbeit und Soziales einsfünfvierzweizweinulleins ,Bundesministerium für Arbeit und Soziales einsfünfvierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422011115.0
1182,3887,15,11,54709,9017598.49,"Ausgaben für Vorhaben, die aus Spenden, Sponsoring und ähnlichen freiwilligen Geldleistungen finanziert werden",Bundesministerium für Gesundheit,547091511,Bundesministerium für Gesundheit einseinsfünfviersiebennullneun ,"Bundesministerium für Gesundheit einseinsfünfviersiebennullneun  Ausgaben für Vorhaben, die aus Spenden, Sponsoring und ähnlichen freiwilligen Geldleistungen finanziert werden","Ausgaben für Vorhaben, die aus Spenden, Sponsoring und ähnlichen freiwilligen Geldleistungen finanziert werden",547091511.0
1184,1919,9,4,53204,8953071.71,Kosten der Beteiligung des Bundes an Weltausstellungen im Ausland,Bundesministerium für Wirtschaft und Klimaschutz,532040904,Bundesministerium für Wirtschaft und Klimaschutz nullvierfünfdreizweinullvier ,Bundesministerium für Wirtschaft und Klimaschutz nullvierfünfdreizweinullvier  Kosten der Beteiligung des Bundes an Weltausstellungen im Ausland,Kosten der Beteiligung des Bundes an Weltausstellungen im Ausland,532040904.0
1185,2336,10,11,44657,8943527.15,Beihilfen aufgrund der Beihilfevorschriften,Bundesministerium für Ernährung und Landwirtschaft,446571011,Bundesministerium für Ernährung und Landwirtschaft einseinsvierviersechsfünfsieben ,Bundesministerium für Ernährung und Landwirtschaft einseinsvierviersechsfünfsieben  Beihilfen aufgrund der Beihilfevorschriften,Beihilfen aufgrund der Beihilfevorschriften,446571011.0
1187,4879,60,2,13301,8889917.53,Einnahmen aus der Veräußerung von Beteiligungen und aus der Verwertung von sonstigem Kapitalvermögen des Bundes,Allgemeine Finanzverwaltung,133016002,Allgemeine Finanzverwaltung nullzweieinsdreidreinulleins ,Allgemeine Finanzverwaltung nullzweieinsdreidreinulleins  Einnahmen aus der Veräußerung von Beteiligungen und aus der Verwertung von sonstigem Kapitalvermögen des Bundes,Einnahmen aus der Veräußerung von Beteiligungen und aus der Verwertung von sonstigem Kapitalvermögen des Bundes,133016002.0
1188,657,5,12,51421,8857792.86,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",Auswärtiges Amt,514210512,Auswärtiges Amt einszweifünfeinsvierzweieins ,"Auswärtiges Amt einszweifünfeinsvierzweieins  Verbrauchsmittel, Haltung von Fahrzeugen und dgl.","Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",514210512.0
1189,4141,16,3,11101,8843312.1,"Gebühren, sonstige Entgelte","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",111011603,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulldreieinseinseinsnulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulldreieinseinseinsnulleins  Gebühren, sonstige Entgelte","Gebühren, sonstige Entgelte",111011603.0
1190,3462,12,21,26114,8824656.52,Erstattung von Personalausgaben durch die DFS Deutsche Flugsicherung GmbH,Bundesministerium für Digitales und Verkehr,261141221,Bundesministerium für Digitales und Verkehr zweieinszweisechseinseinsvier ,Bundesministerium für Digitales und Verkehr zweieinszweisechseinseinsvier  Erstattung von Personalausgaben durch die DFS Deutsche Flugsicherung GmbH,Erstattung von Personalausgaben durch die DFS Deutsche Flugsicherung GmbH,261141221.0
1191,4316,16,16,42201,8820184.37,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",422011616,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechsvierzweizweinulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechsvierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten",Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422011616.0
