,index,Epl.,Kap.,Tit.,Ist 2019,Zweckbestimmung,ministries,2019 id,id_nlp_help,id_nlp,2019 Zweckbestimmung,id
1490,1652,7,19,81202,4967113.68,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium der Justiz,071981202,Bundesministerium der Justiz einsneun achteinszweinullzwei ,"Bundesministerium der Justiz einsneun achteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik","Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",071981202
1491,1336,6,28,81211,4947117.63,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium des Innern und für Heimat,062881211,Bundesministerium des Innern und für Heimat zweiacht achteinszweieinseins ,"Bundesministerium des Innern und für Heimat zweiacht achteinszweieinseins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)","Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",062881211
1492,3438,12,20,51801,4930802.11,Mieten und Pachten,Bundesministerium für Digitales und Verkehr,122051801,Bundesministerium für Digitales und Verkehr zweinull fünfeinsachtnulleins ,Bundesministerium für Digitales und Verkehr zweinull fünfeinsachtnulleins  Mieten und Pachten,Mieten und Pachten,122051801
1493,3432,12,20,42709,4928644.86,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Digitales und Verkehr,122042709,Bundesministerium für Digitales und Verkehr zweinull vierzweisiebennullneun ,"Bundesministerium für Digitales und Verkehr zweinull vierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",122042709
1494,124,2,12,81201,4924550.89,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Deutscher Bundestag,021281201,Deutscher Bundestag einszwei achteinszweinulleins ,"Deutscher Bundestag einszwei achteinszweinulleins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)","Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",021281201
1495,4062,15,16,42802,4923725.04,Entgelte für Wissenschaftlerinnen und Wissenschaftler,Bundesministerium für Gesundheit,151642802,Bundesministerium für Gesundheit einssechs vierzweiachtnullzwei ,Bundesministerium für Gesundheit einssechs vierzweiachtnullzwei  Entgelte für Wissenschaftlerinnen und Wissenschaftler,Entgelte für Wissenschaftlerinnen und Wissenschaftler,151642802
1496,1372,6,29,81202,4919910.01,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium des Innern und für Heimat,062981202,Bundesministerium des Innern und für Heimat zweineun achteinszweinullzwei ,"Bundesministerium des Innern und für Heimat zweineun achteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik","Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",062981202
1497,4739,30,4,23201,4915554.14,Einnahmen aus Zuweisungen der Länder zur Förderinitiative Innovative Hochschule,Bundesministerium für Bildung und Forschung,300423201,Bundesministerium für Bildung und Forschung nullvier zweidreizweinulleins ,Bundesministerium für Bildung und Forschung nullvier zweidreizweinulleins  Einnahmen aus Zuweisungen der Länder zur Förderinitiative Innovative Hochschule,Einnahmen aus Zuweisungen der Länder zur Förderinitiative Innovative Hochschule,300423201
1498,2689,11,11,44101,4909856.43,Beihilfen aufgrund der Beihilfevorschriften,Bundesministerium für Arbeit und Soziales,111144101,Bundesministerium für Arbeit und Soziales einseins vierviereinsnulleins ,Bundesministerium für Arbeit und Soziales einseins vierviereinsnulleins  Beihilfen aufgrund der Beihilfevorschriften,Beihilfen aufgrund der Beihilfevorschriften,111144101
1499,3108,12,10,89162,4878802.84,Investitionen zur Marktaktivierung für die Nutzung alternativer Kraftstoffe und in den Aufbau einer entsprechenden Tank- und Ladeinfrastruktur,Bundesministerium für Digitales und Verkehr,121089162,Bundesministerium für Digitales und Verkehr einsnull achtneuneinssechszwei ,Bundesministerium für Digitales und Verkehr einsnull achtneuneinssechszwei  Investitionen zur Marktaktivierung für die Nutzung alternativer Kraftstoffe und in den Aufbau einer entsprechenden Tank- und Ladeinfrastruktur,Investitionen zur Marktaktivierung für die Nutzung alternativer Kraftstoffe und in den Aufbau einer entsprechenden Tank- und Ladeinfrastruktur,121089162
1500,2900,12,1,71212,4874758.99,Hochbauten an Bundesautobahnen über 2 000 000 € Baukosten,Bundesministerium für Digitales und Verkehr,120171212,Bundesministerium für Digitales und Verkehr nulleins siebeneinszweieinszwei ,Bundesministerium für Digitales und Verkehr nulleins siebeneinszweieinszwei  Hochbauten an Bundesautobahnen über 2 000 000 € Baukosten,,
1501,1133,6,21,42709,4863841.36,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium des Innern und für Heimat,062142709,Bundesministerium des Innern und für Heimat zweieins vierzweisiebennullneun ,"Bundesministerium des Innern und für Heimat zweieins vierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",062242709
1502,2520,10,17,42709,4848198.39,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Ernährung und Landwirtschaft,101742709,Bundesministerium für Ernährung und Landwirtschaft einssieben vierzweisiebennullneun ,"Bundesministerium für Ernährung und Landwirtschaft einssieben vierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",101742709
1503,3131,12,11,53201,4830997.1,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium für Digitales und Verkehr,121153201,Bundesministerium für Digitales und Verkehr einseins fünfdreizweinulleins ,Bundesministerium für Digitales und Verkehr einseins fünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik,Aufträge und Dienstleistungen im Bereich Informationstechnik,121153201
1504,1725,8,11,54201,4814673.36,Öffentlichkeitsarbeit,Bundesministerium der Finanzen,081154201,Bundesministerium der Finanzen einseins fünfvierzweinulleins ,Bundesministerium der Finanzen einseins fünfvierzweinulleins  Öffentlichkeitsarbeit,Öffentlichkeitsarbeit,081154201
1505,3566,14,1,55921,4814049.0,Beitrag zu den Beschaffungskosten,Bundesministerium der Verteidigung,140155921,Bundesministerium der Verteidigung nulleins fünffünfneunzweieins ,Bundesministerium der Verteidigung nulleins fünffünfneunzweieins  Beitrag zu den Beschaffungskosten,Nationale Steuern und Zölle,140155911
1506,547,5,2,54625,4778122.75,Kosten aus Anlass der deutschen Präsidentschaft in der EU 2020,Auswärtiges Amt,050254625,Auswärtiges Amt nullzwei fünfviersechszweifünf ,Auswärtiges Amt nullzwei fünfviersechszweifünf  Kosten aus Anlass der deutschen Präsidentschaft in der EU 2020,,
1507,3012,12,3,54421,4775155.14,"Forschung, Untersuchungen und Ähnliches",Bundesministerium für Digitales und Verkehr,120354421,Bundesministerium für Digitales und Verkehr nulldrei fünfviervierzweieins ,"Bundesministerium für Digitales und Verkehr nulldrei fünfviervierzweieins  Forschung, Untersuchungen und Ähnliches","Forschung, Untersuchungen und Ähnliches",120354421
1509,1824,8,15,42202,4767002.24,Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bundesministerium der Finanzen,081542202,Bundesministerium der Finanzen einsfünf vierzweizweinullzwei ,Bundesministerium der Finanzen einsfünf vierzweizweinullzwei  Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bezüge und Nebenleistungen der beamteten Hilfskräfte,081542202
1510,4559,20,12,81202,4762277.65,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesrechnungshof,201281202,Bundesrechnungshof einszwei achteinszweinullzwei ,"Bundesrechnungshof einszwei achteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik","Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",201281202
1511,2131,9,15,81233,4760947.44,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen",Bundesministerium für Wirtschaft und Klimaschutz,091581233,Bundesministerium für Wirtschaft und Klimaschutz einsfünf achteinszweidreidrei ,"Bundesministerium für Wirtschaft und Klimaschutz einsfünf achteinszweidreidrei  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen","Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen",091581233
1512,1665,8,1,63223,4760155.3,Erstattungen an die Länder und sonstige Stellen für die Beseitigung ehemals alliierter Kampfmittel auf nicht bundeseigenen Liegenschaften,Bundesministerium der Finanzen,080163223,Bundesministerium der Finanzen nulleins sechsdreizweizweidrei ,Bundesministerium der Finanzen nulleins sechsdreizweizweidrei  Erstattungen an die Länder und sonstige Stellen für die Beseitigung ehemals alliierter Kampfmittel auf nicht bundeseigenen Liegenschaften,Erstattungen an die Länder und sonstige Stellen für die Beseitigung ehemals alliierter Kampfmittel auf nicht bundeseigenen Liegenschaften,080163223
1513,4021,15,15,42709,4751194.88,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Gesundheit,151542709,Bundesministerium für Gesundheit einsfünf vierzweisiebennullneun ,"Bundesministerium für Gesundheit einsfünf vierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",151542709
1515,2065,9,14,81202,4749708.48,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium für Wirtschaft und Klimaschutz,091481202,Bundesministerium für Wirtschaft und Klimaschutz einsvier achteinszweinullzwei ,"Bundesministerium für Wirtschaft und Klimaschutz einsvier achteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik","Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",091481202
1518,3241,12,15,54711,4728457.9,Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium für Digitales und Verkehr,121554711,Bundesministerium für Digitales und Verkehr einsfünf fünfviersiebeneinseins ,Bundesministerium für Digitales und Verkehr einsfünf fünfviersiebeneinseins  Nicht aufteilbare sächliche Verwaltungsausgaben,Nicht aufteilbare sächliche Verwaltungsausgaben,121554711
1519,971,6,14,51101,4727447.9,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium des Innern und für Heimat,061451101,Bundesministerium des Innern und für Heimat einsvier fünfeinseinsnulleins ,"Bundesministerium des Innern und für Heimat einsvier fünfeinseinsnulleins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung","Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",061451101
1520,4791,30,11,44657,4712400.33,Beihilfen aufgrund der Beihilfevorschriften,Bundesministerium für Bildung und Forschung,301144657,Bundesministerium für Bildung und Forschung einseins vierviersechsfünfsieben ,Bundesministerium für Bildung und Forschung einseins vierviersechsfünfsieben  Beihilfen aufgrund der Beihilfevorschriften,Beihilfen aufgrund der Beihilfevorschriften,301144657
1521,4501,19,12,42201,4705785.69,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesverfassungsgericht,191242201,Bundesverfassungsgericht einszwei vierzweizweinulleins ,Bundesverfassungsgericht einszwei vierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,191242201
1522,1846,8,16,42709,4701333.48,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium der Finanzen,081642709,Bundesministerium der Finanzen einssechs vierzweisiebennullneun ,"Bundesministerium der Finanzen einssechs vierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",081642709
1523,3947,15,13,38101,4696524.1,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,Bundesministerium für Gesundheit,151338101,Bundesministerium für Gesundheit einsdrei dreiachteinsnulleins ,Bundesministerium für Gesundheit einsdrei dreiachteinsnulleins  Leistungen von Bundesbehörden zur Durchführung von Aufträgen,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,151338101
1524,3770,14,11,67157,4689055.5,Beteiligung an den Versorgungslasten der sonstigen Bereiche,Bundesministerium der Verteidigung,141167157,Bundesministerium der Verteidigung einseins sechssiebeneinsfünfsieben ,Bundesministerium der Verteidigung einseins sechssiebeneinsfünfsieben  Beteiligung an den Versorgungslasten der sonstigen Bereiche,Beteiligung an den Versorgungslasten der sonstigen Bereiche,141167157
1526,2261,10,4,27201,4670190.55,Einnahmen aus Beteiligungen der EU-Strukturfonds,Bundesministerium für Ernährung und Landwirtschaft,100427201,Bundesministerium für Ernährung und Landwirtschaft nullvier zweisiebenzweinulleins ,Bundesministerium für Ernährung und Landwirtschaft nullvier zweisiebenzweinulleins  Einnahmen aus Beteiligungen der EU-Strukturfonds,Einnahmen aus Beteiligungen der EU-Strukturfonds,100427201
1527,627,5,12,52903,4658449.05,Für außergewöhnlichen Aufwand aus dienstlicher Veranlassung in besonderen Fällen,Auswärtiges Amt,051252903,Auswärtiges Amt einszwei fünfzweineunnulldrei ,Auswärtiges Amt einszwei fünfzweineunnulldrei  Für außergewöhnlichen Aufwand aus dienstlicher Veranlassung in besonderen Fällen,Für außergewöhnlichen Aufwand aus dienstlicher Veranlassung in besonderen Fällen,051252903
1528,4230,16,13,51701,4654785.18,"Bewirtschaftung der Grundstücke, Gebäude und Räume","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",161351701,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdrei fünfeinssiebennulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdrei fünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume","Bewirtschaftung der Grundstücke, Gebäude und Räume",161351701
1529,4115,16,1,53202,4650000.0,Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",160153202,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulleins fünfdreizweinullzwei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulleins fünfdreizweinullzwei  Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT)",Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),160453202
1532,1683,8,2,28601,4633683.57,Einnahmen im Zusammenhang mit der Abgeltung von Schäden,Bundesministerium der Finanzen,080228601,Bundesministerium der Finanzen nullzwei zweiachtsechsnulleins ,Bundesministerium der Finanzen nullzwei zweiachtsechsnulleins  Einnahmen im Zusammenhang mit der Abgeltung von Schäden,Einnahmen im Zusammenhang mit der Abgeltung von Schäden,080228601
1533,2655,11,7,68401,4629924.86,"Initiative ""Neue Qualität der Arbeit""",Bundesministerium für Arbeit und Soziales,110768401,Bundesministerium für Arbeit und Soziales nullsieben sechsachtviernulleins ,"Bundesministerium für Arbeit und Soziales nullsieben sechsachtviernulleins  Initiative ""Neue Qualität der Arbeit""","Initiative ""Neue Qualität der Arbeit""",110768401
1534,725,6,1,68423,4621753.28,Periodisch wiederkehrende Sportveranstaltungen,Bundesministerium des Innern und für Heimat,060168423,Bundesministerium des Innern und für Heimat nulleins sechsachtvierzweidrei ,Bundesministerium des Innern und für Heimat nulleins sechsachtvierzweidrei  Periodisch wiederkehrende Sportveranstaltungen,Periodisch wiederkehrende Sportveranstaltungen,060168423
1535,2245,10,2,68501,4616500.0,Zuschuss an die Deutsche Gesellschaft für Ernährung e. V.,Bundesministerium für Ernährung und Landwirtschaft,100268501,Bundesministerium für Ernährung und Landwirtschaft nullzwei sechsachtfünfnulleins ,Bundesministerium für Ernährung und Landwirtschaft nullzwei sechsachtfünfnulleins  Zuschuss an die Deutsche Gesellschaft für Ernährung e. V.,Zuschuss an die Deutsche Gesellschaft für Ernährung e. V.,100268501
1536,4533,20,11,63403,4586970.33,Zuweisungen an den Versorgungsfonds,Bundesrechnungshof,201163403,Bundesrechnungshof einseins sechsdreiviernulldrei ,Bundesrechnungshof einseins sechsdreiviernulldrei  Zuweisungen an den Versorgungsfonds,Zuweisungen an den Versorgungsfonds,201163403
1537,3520,12,23,42201,4585822.89,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Digitales und Verkehr,122342201,Bundesministerium für Digitales und Verkehr zweidrei vierzweizweinulleins ,Bundesministerium für Digitales und Verkehr zweidrei vierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,122342201
1538,2006,9,13,81243,4580809.12,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen",Bundesministerium für Wirtschaft und Klimaschutz,091381243,Bundesministerium für Wirtschaft und Klimaschutz einsdrei achteinszweivierdrei ,"Bundesministerium für Wirtschaft und Klimaschutz einsdrei achteinszweivierdrei  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen","Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen",091381243
1541,3760,14,11,54201,4546666.1,Öffentlichkeitsarbeit,Bundesministerium der Verteidigung,141154201,Bundesministerium der Verteidigung einseins fünfvierzweinulleins ,Bundesministerium der Verteidigung einseins fünfvierzweinulleins  Öffentlichkeitsarbeit,Öffentlichkeitsarbeit,141154201
1542,2934,12,1,52622,4539254.02,"Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen",Bundesministerium für Digitales und Verkehr,120152622,Bundesministerium für Digitales und Verkehr nulleins fünfzweisechszweizwei ,"Bundesministerium für Digitales und Verkehr nulleins fünfzweisechszweizwei  Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen",Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),120153222
1546,348,4,52,68417,4500000.0,Digitalisierung,Bundeskanzler und Bundeskanzleramt,045268417,Bundeskanzler und Bundeskanzleramt fünfzwei sechsachtviereinssieben ,Bundeskanzler und Bundeskanzleramt fünfzwei sechsachtviereinssieben  Digitalisierung,Digitalisierung,045268417
1548,2559,11,1,68403,4483188.42,Flüchtlingsintegrationsmaßnahmen,Bundesministerium für Arbeit und Soziales,110168403,Bundesministerium für Arbeit und Soziales nulleins sechsachtviernulldrei ,Bundesministerium für Arbeit und Soziales nulleins sechsachtviernulldrei  Flüchtlingsintegrationsmaßnahmen,,
1549,671,5,13,11999,4483046.11,Vermischte Einnahmen,Auswärtiges Amt,051311999,Auswärtiges Amt einsdrei einseinsneunneunneun ,Auswärtiges Amt einsdrei einseinsneunneunneun  Vermischte Einnahmen,Vermischte Einnahmen,051311999
1550,3923,15,12,53201,4471801.21,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium für Gesundheit,151253201,Bundesministerium für Gesundheit einszwei fünfdreizweinulleins ,Bundesministerium für Gesundheit einszwei fünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik,Aufträge und Dienstleistungen im Bereich Informationstechnik,151253201
1551,1737,8,11,44301,4467662.53,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,Bundesministerium der Finanzen,081144301,Bundesministerium der Finanzen einseins viervierdreinulleins ,Bundesministerium der Finanzen einseins viervierdreinulleins  Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,081144301
1552,4273,16,15,11101,4466563.7,"Gebühren, sonstige Entgelte","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",161511101,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsfünf einseinseinsnulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsfünf einseinseinsnulleins  Gebühren, sonstige Entgelte","Gebühren, sonstige Entgelte",161511101
1553,2949,12,1,81222,4453194.21,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium für Digitales und Verkehr,120181222,Bundesministerium für Digitales und Verkehr nulleins achteinszweizweizwei ,"Bundesministerium für Digitales und Verkehr nulleins achteinszweizweizwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik","Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",120181222
1555,1981,9,12,52701,4446747.67,Dienstreisen,Bundesministerium für Wirtschaft und Klimaschutz,091252701,Bundesministerium für Wirtschaft und Klimaschutz einszwei fünfzweisiebennulleins ,Bundesministerium für Wirtschaft und Klimaschutz einszwei fünfzweisiebennulleins  Dienstreisen,Dienstreisen,091252701
1556,1210,6,24,68702,4446716.38,Leistungen an internationale Organisationen und Leistungen im Zusammenhang mit nationalen Mitgliedschaften,Bundesministerium des Innern und für Heimat,062468702,Bundesministerium des Innern und für Heimat zweivier sechsachtsiebennullzwei ,Bundesministerium des Innern und für Heimat zweivier sechsachtsiebennullzwei  Leistungen an internationale Organisationen und Leistungen im Zusammenhang mit nationalen Mitgliedschaften,Leistungen an internationale Organisationen und Leistungen im Zusammenhang mit nationalen Mitgliedschaften,062468702
1557,2290,10,5,88221,4443324.14,Zweckgebundene Zuweisungen an die Länder für Mitgliedseinrichtungen der Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e. V. (WGL),Bundesministerium für Ernährung und Landwirtschaft,100588221,Bundesministerium für Ernährung und Landwirtschaft nullfünf achtachtzweizweieins ,Bundesministerium für Ernährung und Landwirtschaft nullfünf achtachtzweizweieins  Zweckgebundene Zuweisungen an die Länder für Mitgliedseinrichtungen der Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e. V. (WGL),Zweckgebundene Zuweisungen an die Länder für Mitgliedseinrichtungen der Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e. V. (WGL),100588221
1558,1784,8,13,28601,4434284.7,Einnahmen aus Vereinbarungen von EU-Mitgliedstaaten mit Tabakkonzernen,Bundesministerium der Finanzen,081328601,Bundesministerium der Finanzen einsdrei zweiachtsechsnulleins ,Bundesministerium der Finanzen einsdrei zweiachtsechsnulleins  Einnahmen aus Vereinbarungen von EU-Mitgliedstaaten mit Tabakkonzernen,Einnahmen aus Vereinbarungen von EU-Mitgliedstaaten mit Tabakkonzernen,081328601
1559,2156,9,16,42851,4431666.77,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium für Wirtschaft und Klimaschutz,091642851,Bundesministerium für Wirtschaft und Klimaschutz einssechs vierzweiachtfünfeins ,Bundesministerium für Wirtschaft und Klimaschutz einssechs vierzweiachtfünfeins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,091642851
1560,688,5,13,42802,4428912.39,Entgelte für Wissenschaftlerinnen und Wissenschaftler,Auswärtiges Amt,051342802,Auswärtiges Amt einsdrei vierzweiachtnullzwei ,Auswärtiges Amt einsdrei vierzweiachtnullzwei  Entgelte für Wissenschaftlerinnen und Wissenschaftler,Entgelte für Wissenschaftlerinnen und Wissenschaftler,051342802
1561,661,5,12,52721,4425489.0,Dienstreisen,Auswärtiges Amt,051252721,Auswärtiges Amt einszwei fünfzweisiebenzweieins ,Auswärtiges Amt einszwei fünfzweisiebenzweieins  Dienstreisen,Dienstreisen,051252721
1563,3262,12,16,63404,4415716.63,Erstattungen des Bundes nach § 21 Abs. 5 und 6 des Gesetzes über die Gründung einer Deutsche Bahn Aktiengesellschaft (DBGrG),Bundesministerium für Digitales und Verkehr,121663404,Bundesministerium für Digitales und Verkehr einssechs sechsdreiviernullvier ,Bundesministerium für Digitales und Verkehr einssechs sechsdreiviernullvier  Erstattungen des Bundes nach § 21 Abs. 5 und 6 des Gesetzes über die Gründung einer Deutsche Bahn Aktiengesellschaft (DBGrG),Erstattungen des Bundes nach § 21 Abs. 5 und 6 des Gesetzes über die Gründung einer Deutsche Bahn Aktiengesellschaft (DBGrG),121663404
1564,2067,9,14,51131,4409327.8,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium für Wirtschaft und Klimaschutz,091451131,Bundesministerium für Wirtschaft und Klimaschutz einsvier fünfeinseinsdreieins ,"Bundesministerium für Wirtschaft und Klimaschutz einsvier fünfeinseinsdreieins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung","Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",091451131
