,index,Epl.,Kap.,Tit.,Ist 2015,Zweckbestimmung,ministries,2015 id,id_nlp_help,id_nlp,2015 Zweck,id
1397,3405,14,1,44302,4555713.78,"Inanspruchnahme überbetrieblicher betriebsärztlicher und sicherheitstechnischer Dienste, von Betriebsärztinnen und Betriebsärzten sowie Fachkräften für Arbeitssicherheit",Bundesministerium der Verteidigung,443021401,Bundesministerium der Verteidigung nulleinsviervierdreinullzwei ,"Bundesministerium der Verteidigung nulleinsviervierdreinullzwei  Inanspruchnahme überbetrieblicher betriebsärztlicher und sicherheitstechnischer Dienste, von Betriebsärztinnen und Betriebsärzten sowie Fachkräften für Arbeitssicherheit",,
1398,1961,9,15,81233,4552395.4,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen",Bundesministerium für Wirtschaft und Klimaschutz,812330915,Bundesministerium für Wirtschaft und Klimaschutz einsfünfachteinszweidreidrei ,"Bundesministerium für Wirtschaft und Klimaschutz einsfünfachteinszweidreidrei  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen","Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen",812330915.0
1400,4061,16,6,16224,4533233.14,Zinseinnahmen,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",162241606,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullsechseinssechszweizweivier ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullsechseinssechszweizweivier  Zinseinnahmen",Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,981031601.0
1402,1485,8,1,23201,4506741.6,Zuschüsse von Ländern zur Unterhaltshilfe (§ 6  LAG und § 3 Abs. 2 LA-EG-Saar),Bundesministerium der Finanzen,232010801,Bundesministerium der Finanzen nulleinszweidreizweinulleins ,Bundesministerium der Finanzen nulleinszweidreizweinulleins  Zuschüsse von Ländern zur Unterhaltshilfe (§ 6  LAG und § 3 Abs. 2 LA-EG-Saar),Zuschüsse von Ländern zur Unterhaltshilfe (§ 6  LAG und § 3 Abs. 2 LA-EG-Saar),282010801.0
1403,889,6,14,42719,4501803.5,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium des Innern und für Heimat,427190614,Bundesministerium des Innern und für Heimat einsviervierzweisiebeneinsneun ,"Bundesministerium des Innern und für Heimat einsviervierzweisiebeneinsneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",427190614.0
1404,318,4,5,68422,4500000.0,Initiative Musik,Bundeskanzler und Bundeskanzleramt,684220405,Bundeskanzler und Bundeskanzleramt nullfünfsechsachtvierzweizwei ,Bundeskanzler und Bundeskanzleramt nullfünfsechsachtvierzweizwei  Initiative Musik,Initiative Musik,684220452.0
1405,4184,16,13,51701,4498871.05,"Bewirtschaftung der Grundstücke, Gebäude und Räume","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",517011613,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdreifünfeinssiebennulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdreifünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume","Bewirtschaftung der Grundstücke, Gebäude und Räume",517011613.0
1406,1651,8,15,11201,4480486.44,"Geldstrafen, Geldbußen und Gerichtskosten",Bundesministerium der Finanzen,112010815,Bundesministerium der Finanzen einsfünfeinseinszweinulleins ,"Bundesministerium der Finanzen einsfünfeinseinszweinulleins  Geldstrafen, Geldbußen und Gerichtskosten","Geldstrafen, Geldbußen und Gerichtskosten",112010815.0
1407,1659,8,15,42202,4474954.57,Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bundesministerium der Finanzen,422020815,Bundesministerium der Finanzen einsfünfvierzweizweinullzwei ,Bundesministerium der Finanzen einsfünfvierzweizweinullzwei  Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bezüge und Nebenleistungen der beamteten Hilfskräfte,422020815.0
1408,1052,6,24,42203,4467531.18,Bezüge der Anwärterinnen und Anwärter sowie Nebenleistungen der Beamtinnen und Beamten auf Widerruf im Vorbereitungsdienst,Bundesministerium des Innern und für Heimat,422030624,Bundesministerium des Innern und für Heimat zweiviervierzweizweinulldrei ,Bundesministerium des Innern und für Heimat zweiviervierzweizweinulldrei  Bezüge der Anwärterinnen und Anwärter sowie Nebenleistungen der Beamtinnen und Beamten auf Widerruf im Vorbereitungsdienst,Bezüge der Anwärterinnen und Anwärter sowie Nebenleistungen der Beamtinnen und Beamten auf Widerruf im Vorbereitungsdienst,422030624.0
1410,4038,16,4,68701,4449336.73,Beiträge an internationale Organisationen,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",687011604,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullviersechsachtsiebennulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullviersechsachtsiebennulleins  Beiträge an internationale Organisationen",Beiträge an internationale Organisationen,687011604.0
1411,4190,16,13,53202,4419695.83,Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",532021613,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdreifünfdreizweinullzwei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdreifünfdreizweinullzwei  Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT)",Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),532021613.0
1412,3668,14,22,68721,4414812.0,Beitrag zu den Verwaltungskosten des AGS-Programmbüros (NAGSMA),Bundesministerium der Verteidigung,687211422,Bundesministerium der Verteidigung zweizweisechsachtsiebenzweieins ,Bundesministerium der Verteidigung zweizweisechsachtsiebenzweieins  Beitrag zu den Verwaltungskosten des AGS-Programmbüros (NAGSMA),,
1413,594,5,11,43457,4412383.38,Zuführung an die Versorgungsrücklage,Auswärtiges Amt,434570511,Auswärtiges Amt einseinsvierdreivierfünfsieben ,Auswärtiges Amt einseinsvierdreivierfünfsieben  Zuführung an die Versorgungsrücklage,Zuführung an die Versorgungsrücklage,434570511.0
1414,3671,14,22,68731,4409901.77,Beitrag zu den Verwaltungskosten des AWACS-Programmbüros (NAPMA),Bundesministerium der Verteidigung,687311422,Bundesministerium der Verteidigung zweizweisechsachtsiebendreieins ,Bundesministerium der Verteidigung zweizweisechsachtsiebendreieins  Beitrag zu den Verwaltungskosten des AWACS-Programmbüros (NAPMA),Beitrag zu den Verwaltungskosten des AWACS-Programmbüros (NAPMA),687311401.0
1415,1305,7,11,43457,4409864.51,Zuführung an die Versorgungsrücklage,Bundesministerium der Justiz,434570711,Bundesministerium der Justiz einseinsvierdreivierfünfsieben ,Bundesministerium der Justiz einseinsvierdreivierfünfsieben  Zuführung an die Versorgungsrücklage,Zuführung an die Versorgungsrücklage,434570711.0
1416,216,4,1,51701,4398149.57,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundeskanzler und Bundeskanzleramt,517010401,Bundeskanzler und Bundeskanzleramt nulleinsfünfeinssiebennulleins ,"Bundeskanzler und Bundeskanzleramt nulleinsfünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume","Bewirtschaftung der Grundstücke, Gebäude und Räume",517010454.0
1417,2043,9,18,81202,4396065.45,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium für Wirtschaft und Klimaschutz,812020918,Bundesministerium für Wirtschaft und Klimaschutz einsachtachteinszweinullzwei ,"Bundesministerium für Wirtschaft und Klimaschutz einsachtachteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik","Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",812020918.0
1419,153,2,5,41112,4386313.65,Altersentschädigung an ausgeschiedene Mitglieder des Europäischen Parlaments sowie Hinterbliebenenversorgung nach § 10 b Europaabgeordnetengesetz,Deutscher Bundestag,411120205,Deutscher Bundestag nullfünfviereinseinseinszwei ,Deutscher Bundestag nullfünfviereinseinseinszwei  Altersentschädigung an ausgeschiedene Mitglieder des Europäischen Parlaments sowie Hinterbliebenenversorgung nach § 10 b Europaabgeordnetengesetz,Altersentschädigung an ausgeschiedene Mitglieder des Europäischen Parlaments sowie Hinterbliebenenversorgung nach § 10 b Europaabgeordnetengesetz,411120215.0
1422,1247,6,34,42201,4378140.08,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium des Innern und für Heimat,422010634,Bundesministerium des Innern und für Heimat dreiviervierzweizweinulleins ,Bundesministerium des Innern und für Heimat dreiviervierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422010634.0
1423,2791,12,3,52113,4376051.88,Unterhaltung und Betrieb des Kommunikationsnetzes der Wasser- und Schifffahrtsverwaltung,Bundesministerium für Digitales und Verkehr,521131203,Bundesministerium für Digitales und Verkehr nulldreifünfzweieinseinsdrei ,Bundesministerium für Digitales und Verkehr nulldreifünfzweieinseinsdrei  Unterhaltung und Betrieb des Kommunikationsnetzes der Wasser- und Schifffahrtsverwaltung,Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),532221201.0
1424,811,6,11,63256,4371829.03,Abfindungen und Erstattungen des Bundes für Versorgungslasten,Bundesministerium des Innern und für Heimat,632560611,Bundesministerium des Innern und für Heimat einseinssechsdreizweifünfsechs ,Bundesministerium des Innern und für Heimat einseinssechsdreizweifünfsechs  Abfindungen und Erstattungen des Bundes für Versorgungslasten,Erstattungen des Bundes für Versorgungslasten,632570611.0
1425,726,6,2,53211,4368465.57,Dienstleistungen zum Aufbau und Betrieb der Netze des Bundes sowie weiterer zentraler IT-Infrastrukturen des Bundes,Bundesministerium des Innern und für Heimat,532110602,Bundesministerium des Innern und für Heimat nullzweifünfdreizweieinseins ,Bundesministerium des Innern und für Heimat nullzweifünfdreizweieinseins  Dienstleistungen zum Aufbau und Betrieb der Netze des Bundes sowie weiterer zentraler IT-Infrastrukturen des Bundes,Nicht aufteilbare sächliche Verwaltungsausgaben,547110617.0
1426,822,6,11,45202,4365936.69,Unfallkasse des Bundes,Bundesministerium des Innern und für Heimat,452020611,Bundesministerium des Innern und für Heimat einseinsvierfünfzweinullzwei ,Bundesministerium des Innern und für Heimat einseinsvierfünfzweinullzwei  Unfallkasse des Bundes,,
1428,3417,14,1,52703,4356000.93,Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen,Bundesministerium der Verteidigung,527031401,Bundesministerium der Verteidigung nulleinsfünfzweisiebennulldrei ,Bundesministerium der Verteidigung nulleinsfünfzweisiebennulldrei  Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen,Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen,527031411.0
1429,652,5,12,51421,4355043.57,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",Auswärtiges Amt,514210512,Auswärtiges Amt einszweifünfeinsvierzweieins ,"Auswärtiges Amt einszweifünfeinsvierzweieins  Verbrauchsmittel, Haltung von Fahrzeugen und dgl.","Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",514210512.0
1430,22,1,12,42201,4334723.25,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundespräsident und Bundespräsidialamt,422010112,Bundespräsident und Bundespräsidialamt einszweivierzweizweinulleins ,Bundespräsident und Bundespräsidialamt einszweivierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422010112.0
1432,2603,11,16,51802,4304957.13,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundesministerium für Arbeit und Soziales,518021116,Bundesministerium für Arbeit und Soziales einssechsfünfeinsachtnullzwei ,Bundesministerium für Arbeit und Soziales einssechsfünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518021116.0
1433,1295,7,10,68788,4302000.0,Beratungshilfe für den Aufbau von Demokratie und Marktwirtschaft,Bundesministerium der Justiz,687880710,Bundesministerium der Justiz einsnullsechsachtsiebenachtacht ,Bundesministerium der Justiz einsnullsechsachtsiebenachtacht  Beratungshilfe für den Aufbau von Demokratie und Marktwirtschaft,Beratungshilfe für den Aufbau von Demokratie und Marktwirtschaft,687880710.0
1434,3279,12,21,26101,4295700.0,Erstattung von Verwaltungsausgaben aus dem Inland,Bundesministerium für Digitales und Verkehr,261011221,Bundesministerium für Digitales und Verkehr zweieinszweisechseinsnulleins ,Bundesministerium für Digitales und Verkehr zweieinszweisechseinsnulleins  Erstattung von Verwaltungsausgaben aus dem Inland,Erstattung von sonstigen Verwaltungsausgaben aus dem Inland,261011214.0
1435,2860,12,4,81211,4294729.21,"Erwerb von Datenverarbeitungsanlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen, Software",Bundesministerium für Digitales und Verkehr,812111204,Bundesministerium für Digitales und Verkehr nullvierachteinszweieinseins ,"Bundesministerium für Digitales und Verkehr nullvierachteinszweieinseins  Erwerb von Datenverarbeitungsanlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen, Software",,
1436,3636,14,20,55102,4294700.0,"Wehrmedizinische, wehrpsychologische und sonstige militärische Forschung",Bundesministerium der Verteidigung,551021420,Bundesministerium der Verteidigung zweinullfünffünfeinsnullzwei ,"Bundesministerium der Verteidigung zweinullfünffünfeinsnullzwei  Wehrmedizinische, wehrpsychologische und sonstige militärische Forschung","Wehrmedizinische, wehrpsychologische und sonstige militärische Forschung",551021404.0
1437,4747,30,11,44657,4291372.62,Beihilfen aufgrund der Beihilfevorschriften,Bundesministerium für Bildung und Forschung,446573011,Bundesministerium für Bildung und Forschung einseinsvierviersechsfünfsieben ,Bundesministerium für Bildung und Forschung einseinsvierviersechsfünfsieben  Beihilfen aufgrund der Beihilfevorschriften,Beihilfen aufgrund der Beihilfevorschriften,446573011.0
1438,2094,10,5,89331,4272498.8,"Förderung von Innovationen im Bereich Ernährung, Landwirtschaft und gesundheitlicher Verbraucherschutz",Bundesministerium für Ernährung und Landwirtschaft,893311005,Bundesministerium für Ernährung und Landwirtschaft nullfünfachtneundreidreieins ,"Bundesministerium für Ernährung und Landwirtschaft nullfünfachtneundreidreieins  Förderung von Innovationen im Bereich Ernährung, Landwirtschaft und gesundheitlicher Verbraucherschutz","Förderung von Innovationen im Bereich Ernährung, Landwirtschaft und gesundheitlicher Verbraucherschutz",893311005.0
1439,4626,23,11,63403,4260278.39,Zuweisungen an den Versorgungsfonds,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,634032311,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einseinssechsdreiviernulldrei ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einseinssechsdreiviernulldrei  Zuweisungen an den Versorgungsfonds,Zuweisungen an den Versorgungsfonds,634032311.0
1440,3695,15,1,51802,4258095.91,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundesministerium für Gesundheit,518021501,Bundesministerium für Gesundheit nulleinsfünfeinsachtnullzwei ,Bundesministerium für Gesundheit nulleinsfünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518021515.0
1441,2820,12,3,54451,4252092.1,"Forschung, Untersuchungen und Ähnliches",Bundesministerium für Digitales und Verkehr,544511203,Bundesministerium für Digitales und Verkehr nulldreifünfviervierfünfeins ,"Bundesministerium für Digitales und Verkehr nulldreifünfviervierfünfeins  Forschung, Untersuchungen und Ähnliches","Forschung, Untersuchungen und Ähnliches",544011205.0
1442,3118,12,12,54711,4250661.19,Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium für Digitales und Verkehr,547111212,Bundesministerium für Digitales und Verkehr einszweifünfviersiebeneinseins ,Bundesministerium für Digitales und Verkehr einszweifünfviersiebeneinseins  Nicht aufteilbare sächliche Verwaltungsausgaben,Nicht aufteilbare sächliche Verwaltungsausgaben,547111218.0
1444,1583,8,12,53201,4233476.92,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium der Finanzen,532010812,Bundesministerium der Finanzen einszweifünfdreizweinulleins ,Bundesministerium der Finanzen einszweifünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik,Aufträge und Dienstleistungen im Bereich Informationstechnik,532010812.0
1445,4637,23,12,51701,4210386.72,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,517012312,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einszweifünfeinssiebennulleins ,"Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einszweifünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume","Bewirtschaftung der Grundstücke, Gebäude und Räume",517012312.0
1446,1086,6,25,27203,4206390.59,Einnahmen aus Zuschüssen des Fonds für Innere Sicherheit (ISF Grenzen) der Europäischen Union,Bundesministerium des Innern und für Heimat,272030625,Bundesministerium des Innern und für Heimat zweifünfzweisiebenzweinulldrei ,Bundesministerium des Innern und für Heimat zweifünfzweisiebenzweinulldrei  Einnahmen aus Zuschüssen des Fonds für Innere Sicherheit (ISF Grenzen) der Europäischen Union,Einnahmen aus Zuschüssen des Fonds für Innere Sicherheit (ISF Grenzen) der Europäischen Union,272030625.0
1447,1094,6,25,68501,4206390.59,Zuschüsse für Projekte aus dem Fonds für Innere Sicherheit (ISF Grenzen) der Europäischen Union,Bundesministerium des Innern und für Heimat,685010625,Bundesministerium des Innern und für Heimat zweifünfsechsachtfünfnulleins ,Bundesministerium des Innern und für Heimat zweifünfsechsachtfünfnulleins  Zuschüsse für Projekte aus dem Fonds für Innere Sicherheit (ISF Grenzen) der Europäischen Union,,
1449,3164,12,14,42729,4200329.37,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Digitales und Verkehr,427291214,Bundesministerium für Digitales und Verkehr einsviervierzweisiebenzweineun ,"Bundesministerium für Digitales und Verkehr einsviervierzweisiebenzweineun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",427291219.0
1450,2317,10,17,42709,4198546.56,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Ernährung und Landwirtschaft,427091017,Bundesministerium für Ernährung und Landwirtschaft einssiebenvierzweisiebennullneun ,"Bundesministerium für Ernährung und Landwirtschaft einssiebenvierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",427091017.0
1451,1439,7,18,42709,4185724.32,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium der Justiz,427090718,Bundesministerium der Justiz einsachtvierzweisiebennullneun ,"Bundesministerium der Justiz einsachtvierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",427090718.0
1452,2774,12,3,38208,4183927.0,"Befahrungsabgaben, die für Dritte erhoben werden",Bundesministerium für Digitales und Verkehr,382081203,Bundesministerium für Digitales und Verkehr nulldreidreiachtzweinullacht ,"Bundesministerium für Digitales und Verkehr nulldreidreiachtzweinullacht  Befahrungsabgaben, die für Dritte erhoben werden","Befahrungsabgaben, die für Dritte erhoben werden",382081218.0
1453,600,5,11,44301,4160220.83,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,Auswärtiges Amt,443010511,Auswärtiges Amt einseinsviervierdreinulleins ,Auswärtiges Amt einseinsviervierdreinulleins  Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,443010511.0
1455,3107,12,12,26101,4121304.25,Erstattung von Personal- und Reisekosten,Bundesministerium für Digitales und Verkehr,261011212,Bundesministerium für Digitales und Verkehr einszweizweisechseinsnulleins ,Bundesministerium für Digitales und Verkehr einszweizweisechseinsnulleins  Erstattung von Personal- und Reisekosten,Erstattung von Personal- und Reisekosten,261011215.0
1456,2441,11,7,68401,4109734.2,"Initiative ""Neue Qualität der Arbeit""",Bundesministerium für Arbeit und Soziales,684011107,Bundesministerium für Arbeit und Soziales nullsiebensechsachtviernulleins ,"Bundesministerium für Arbeit und Soziales nullsiebensechsachtviernulleins  Initiative ""Neue Qualität der Arbeit""","Initiative ""Neue Qualität der Arbeit""",684011107.0
1457,2519,11,13,42709,4097923.82,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Arbeit und Soziales,427091113,Bundesministerium für Arbeit und Soziales einsdreivierzweisiebennullneun ,"Bundesministerium für Arbeit und Soziales einsdreivierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",427091113.0
1458,455,4,8,51701,4096439.93,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundeskanzler und Bundeskanzleramt,517010408,Bundeskanzler und Bundeskanzleramt nullachtfünfeinssiebennulleins ,"Bundeskanzler und Bundeskanzleramt nullachtfünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume","Bewirtschaftung der Grundstücke, Gebäude und Räume",517010453.0
1459,4026,16,2,53205,4093771.84,Internationale Zusammenarbeit,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",532051602,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullzweifünfdreizweinullfünf ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullzweifünfdreizweinullfünf  Internationale Zusammenarbeit",Internationale Zusammenarbeit,532051605.0
1460,4100,16,6,54481,4091666.53,"Forschung, Untersuchungen und Ähnliches","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",544811606,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullsechsfünfviervierachteins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullsechsfünfviervierachteins  Forschung, Untersuchungen und Ähnliches","Forschung, Untersuchungen und Ähnliches",544011608.0
1461,4365,17,3,89324,4089535.0,Zuschüsse für überregionale Einrichtungen des Deutschen Müttergenesungswerkes,"Bundesministerium für Familie, Senioren, Frauen und Jugend",893241703,"Bundesministerium für Familie, Senioren, Frauen und Jugend nulldreiachtneundreizweivier ","Bundesministerium für Familie, Senioren, Frauen und Jugend nulldreiachtneundreizweivier  Zuschüsse für überregionale Einrichtungen des Deutschen Müttergenesungswerkes",Zuschüsse für überregionale Einrichtungen des Deutschen Müttergenesungswerkes,893241703.0
1462,4084,16,6,88215,4074236.0,Zuweisungen für den Stadtumbau West - Abwicklung,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",882151606,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullsechsachtachtzweieinsfünf ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullsechsachtachtzweieinsfünf  Zuweisungen für den Stadtumbau West - Abwicklung",,
1464,2379,11,3,63201,4065191.14,"Heilbehandlung, Badekuren und Krankenbehandlung in versorgungseigenen Krankenanstalten sowie Badekuren in versorgungsfremden Kureinrichtungen",Bundesministerium für Arbeit und Soziales,632011103,Bundesministerium für Arbeit und Soziales nulldreisechsdreizweinulleins ,"Bundesministerium für Arbeit und Soziales nulldreisechsdreizweinulleins  Heilbehandlung, Badekuren und Krankenbehandlung in versorgungseigenen Krankenanstalten sowie Badekuren in versorgungsfremden Kureinrichtungen",Badekuren in versorgungsfremden Kureinrichtungen,632011103.0
1465,2442,11,7,68402,4060750.98,Maßnahmen zur Bekämpfung arbeitsbedingter Erkrankungen,Bundesministerium für Arbeit und Soziales,684021107,Bundesministerium für Arbeit und Soziales nullsiebensechsachtviernullzwei ,Bundesministerium für Arbeit und Soziales nullsiebensechsachtviernullzwei  Maßnahmen zur Bekämpfung arbeitsbedingter Erkrankungen,Arbeitsweltberichterstattung,684041107.0
1466,1555,8,11,44301,4049497.97,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,Bundesministerium der Finanzen,443010811,Bundesministerium der Finanzen einseinsviervierdreinulleins ,Bundesministerium der Finanzen einseinsviervierdreinulleins  Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,443010811.0
1468,3143,12,12,81255,4041917.46,"Erwerb von Datenverarbeitungsanlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen, Software",Bundesministerium für Digitales und Verkehr,812551212,Bundesministerium für Digitales und Verkehr einszweiachteinszweifünffünf ,"Bundesministerium für Digitales und Verkehr einszweiachteinszweifünffünf  Erwerb von Datenverarbeitungsanlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen, Software",,
