,index,Epl.,Kap.,Tit.,Ist 2015,Zweckbestimmung,ministries,2015 id,id_nlp_help,id_nlp,2015 Zweckbestimmung,id
851,255,4,3,54501,14899421.3,"Konferenzen, Tagungen, Messen und Ausstellungen",Bundeskanzler und Bundeskanzleramt,040354501,Bundeskanzler und Bundeskanzleramt nulldrei fünfvierfünfnulleins ,"Bundeskanzler und Bundeskanzleramt nulldrei fünfvierfünfnulleins  Konferenzen, Tagungen, Messen und Ausstellungen",,
853,2601,11,16,23605,14745727.91,Erstattung der Aufwendungen für die Verwaltung des Gesundheitsfonds sowie der Aufwendungen für die Durchführung des morbiditätsorientierten Risikostrukturausgleichs,Bundesministerium für Arbeit und Soziales,111623605,Bundesministerium für Arbeit und Soziales einssechs zweidreisechsnullfünf ,Bundesministerium für Arbeit und Soziales einssechs zweidreisechsnullfünf  Erstattung der Aufwendungen für die Verwaltung des Gesundheitsfonds sowie der Aufwendungen für die Durchführung des morbiditätsorientierten Risikostrukturausgleichs,Erstattung der Aufwendungen für die Verwaltung des Gesundheitsfonds sowie der Aufwendungen für die Durchführung des morbiditätsorientierten Risikostrukturausgleichs und der Vertragstransparenzstelle,111623605
854,3857,15,6,11101,14713590.55,"Gebühren, sonstige Entgelte",Bundesministerium für Gesundheit,150611101,Bundesministerium für Gesundheit nullsechs einseinseinsnulleins ,"Bundesministerium für Gesundheit nullsechs einseinseinsnulleins  Gebühren, sonstige Entgelte","Gebühren, sonstige Entgelte",151611101
856,1730,9,2,68610,14625000.0,Durchleitung von ESF-Mitteln an das ERP-Sondervermögen,Bundesministerium für Wirtschaft und Klimaschutz,090268610,Bundesministerium für Wirtschaft und Klimaschutz nullzwei sechsachtsechseinsnull ,Bundesministerium für Wirtschaft und Klimaschutz nullzwei sechsachtsechseinsnull  Durchleitung von ESF-Mitteln an das ERP-Sondervermögen,Durchleitung von ESF-Mitteln an das ERP-Sondervermögen,090268610
857,1488,8,1,68111,14455616.28,"Laufende Leistungen aufgrund des LAG und des Gesetzes zur Abgeltung von Reparations-, Restitutions-, Zerstörungs- und Rückerstattungsschäden (RepG)",Bundesministerium der Finanzen,080168111,Bundesministerium der Finanzen nulleins sechsachteinseinseins ,"Bundesministerium der Finanzen nulleins sechsachteinseinseins  Laufende Leistungen aufgrund des LAG und des Gesetzes zur Abgeltung von Reparations-, Restitutions-, Zerstörungs- und Rückerstattungsschäden (RepG)","Laufende Leistungen aufgrund des LAG und des Gesetzes zur Abgeltung von Reparations-, Restitutions-, Zerstörungs- und Rückerstattungsschäden (RepG)",080168111
860,793,6,10,81111,14390366.77,Erwerb von Fahrzeugen,Bundesministerium des Innern und für Heimat,061081111,Bundesministerium des Innern und für Heimat einsnull achteinseinseinseins ,Bundesministerium des Innern und für Heimat einsnull achteinseinseinseins  Erwerb von Fahrzeugen,Erwerb von Fahrzeugen,061081111
862,2080,10,5,68602,14298985.89,Zuschüsse zur Förderung des ökologischen Landbaus und anderer nachhaltiger Formen der Landwirtschaft,Bundesministerium für Ernährung und Landwirtschaft,100568602,Bundesministerium für Ernährung und Landwirtschaft nullfünf sechsachtsechsnullzwei ,Bundesministerium für Ernährung und Landwirtschaft nullfünf sechsachtsechsnullzwei  Zuschüsse zur Förderung des ökologischen Landbaus und anderer nachhaltiger Formen der Landwirtschaft,Zuschüsse zur Förderung der Einstellung der landwirtschaftlichen Erwerbstätigkeit,100163606
863,3049,12,10,74342,14217708.17,Baukostenzuschüsse des Europäischen Fonds für regionale Entwicklung der Verkehrsinfrastrukturvorhaben im Bereich der Bundesstraßen,Bundesministerium für Digitales und Verkehr,121074342,Bundesministerium für Digitales und Verkehr einsnull siebenvierdreivierzwei ,Bundesministerium für Digitales und Verkehr einsnull siebenvierdreivierzwei  Baukostenzuschüsse des Europäischen Fonds für regionale Entwicklung der Verkehrsinfrastrukturvorhaben im Bereich der Bundesstraßen,Baukostenzuschüsse der Europäischen Union für Investitionen in Transeuropäische Verkehrsnetze im Bereich der Bundeswasserstraßen,120375201
864,1058,6,24,51701,14208913.31,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium des Innern und für Heimat,062451701,Bundesministerium des Innern und für Heimat zweivier fünfeinssiebennulleins ,"Bundesministerium des Innern und für Heimat zweivier fünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume","Bewirtschaftung der Grundstücke, Gebäude und Räume",062451701
865,338,4,5,63261,14199071.02,Erstattung an das Land Berlin für die Deutsche Dienststelle für die Benachrichtigung der nächsten Angehörigen von Gefallenen der ehemaligen Deutschen Wehrmacht in Berlin-Borsigwalde (WASt),Bundeskanzler und Bundeskanzleramt,040563261,Bundeskanzler und Bundeskanzleramt nullfünf sechsdreizweisechseins ,Bundeskanzler und Bundeskanzleramt nullfünf sechsdreizweisechseins  Erstattung an das Land Berlin für die Deutsche Dienststelle für die Benachrichtigung der nächsten Angehörigen von Gefallenen der ehemaligen Deutschen Wehrmacht in Berlin-Borsigwalde (WASt),,
867,3704,15,1,42801,14129689.0,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium für Gesundheit,150142801,Bundesministerium für Gesundheit nulleins vierzweiachtnulleins ,Bundesministerium für Gesundheit nulleins vierzweiachtnulleins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,151742821
868,2480,11,12,51802,14113552.34,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundesministerium für Arbeit und Soziales,111251802,Bundesministerium für Arbeit und Soziales einszwei fünfeinsachtnullzwei ,Bundesministerium für Arbeit und Soziales einszwei fünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,111251802
870,2881,12,5,11201,14062100.46,"Geldstrafen, Geldbußen und Gerichtskosten",Bundesministerium für Digitales und Verkehr,120511201,Bundesministerium für Digitales und Verkehr nullfünf einseinszweinulleins ,"Bundesministerium für Digitales und Verkehr nullfünf einseinszweinulleins  Geldstrafen, Geldbußen und Gerichtskosten","Geldstrafen, Geldbußen und Gerichtskosten",122811201
871,4107,16,7,63301,14000000.0,Ausgleichsleistungen für die Region Bonn wegen des Verlustes von Parlamentssitz und Regierungsfunktionen,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",160763301,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullsieben sechsdreidreinulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullsieben sechsdreidreinulleins  Ausgleichsleistungen für die Region Bonn wegen des Verlustes von Parlamentssitz und Regierungsfunktionen",,
874,4400,17,12,42801,13761804.65,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,"Bundesministerium für Familie, Senioren, Frauen und Jugend",171242801,"Bundesministerium für Familie, Senioren, Frauen und Jugend einszwei vierzweiachtnulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend einszwei vierzweiachtnulleins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer",Entgelte der Arbeitnehmerinnen und Arbeitnehmer,171242801
875,761,6,3,68403,13751629.38,Zuwendungen für Suchdienstaufgaben und für die Bearbeitung von Unterlagen zur Familienzusammenführung und Aussiedlung von Deutschen,Bundesministerium des Innern und für Heimat,060368403,Bundesministerium des Innern und für Heimat nulldrei sechsachtviernulldrei ,Bundesministerium des Innern und für Heimat nulldrei sechsachtviernulldrei  Zuwendungen für Suchdienstaufgaben und für die Bearbeitung von Unterlagen zur Familienzusammenführung und Aussiedlung von Deutschen,Zuwendungen für Suchdienstaufgaben und für die Bearbeitung von Unterlagen zur Familienzusammenführung und Aussiedlung von Deutschen,060368403
877,339,4,5,68461,13735688.37,Finanzierung des Internationalen Suchdienstes Bad Arolsen,Bundeskanzler und Bundeskanzleramt,040568461,Bundeskanzler und Bundeskanzleramt nullfünf sechsachtviersechseins ,Bundeskanzler und Bundeskanzleramt nullfünf sechsachtviersechseins  Finanzierung des Internationalen Suchdienstes Bad Arolsen,Finanzierung des Internationalen Suchdienstes Bad Arolsen,045268461
880,542,5,2,54621,13615460.99,Kosten aus Anlass der deutschen G8-Präsidentschaft 2015,Auswärtiges Amt,050254621,Auswärtiges Amt nullzwei fünfviersechszweieins ,Auswärtiges Amt nullzwei fünfviersechszweieins  Kosten aus Anlass der deutschen G8-Präsidentschaft 2015,,
881,448,4,8,42201,13603011.22,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundeskanzler und Bundeskanzleramt,040842201,Bundeskanzler und Bundeskanzleramt nullacht vierzweizweinulleins ,Bundeskanzler und Bundeskanzleramt nullacht vierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,041542201
882,1749,9,3,66123,13550000.0,Investitionsoffensive Infrastruktur für strukturschwache Kommunen - Abwicklung,Bundesministerium für Wirtschaft und Klimaschutz,090366123,Bundesministerium für Wirtschaft und Klimaschutz nulldrei sechssechseinszweidrei ,Bundesministerium für Wirtschaft und Klimaschutz nulldrei sechssechseinszweidrei  Investitionsoffensive Infrastruktur für strukturschwache Kommunen - Abwicklung,,
883,555,5,4,68713,13532553.63,Ausbau der Zusammenarbeit mit der Zivilgesellschaft in den Ländern der östlichen Partnerschaft,Auswärtiges Amt,050468713,Auswärtiges Amt nullvier sechsachtsiebeneinsdrei ,Auswärtiges Amt nullvier sechsachtsiebeneinsdrei  Ausbau der Zusammenarbeit mit der Zivilgesellschaft in den Ländern der östlichen Partnerschaft,,
884,3018,12,10,12401,13516857.81,"Einnahmen aus Vermietung, Verpachtung und Nutzung",Bundesministerium für Digitales und Verkehr,121012401,Bundesministerium für Digitales und Verkehr einsnull einszweiviernulleins ,"Bundesministerium für Digitales und Verkehr einsnull einszweiviernulleins  Einnahmen aus Vermietung, Verpachtung und Nutzung","Einnahmen aus Vermietung, Verpachtung und Nutzung",121812401
885,1125,6,25,81202,13507570.83,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium des Innern und für Heimat,062581202,Bundesministerium des Innern und für Heimat zweifünf achteinszweinullzwei ,"Bundesministerium des Innern und für Heimat zweifünf achteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik","Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",062581202
886,2408,11,5,23201,13463785.52,Einnahmen aus der Ausgabe von Wertmarken für die Beförderung von Schwerbehinderten,Bundesministerium für Arbeit und Soziales,110523201,Bundesministerium für Arbeit und Soziales nullfünf zweidreizweinulleins ,Bundesministerium für Arbeit und Soziales nullfünf zweidreizweinulleins  Einnahmen aus der Ausgabe von Wertmarken für die Beförderung von Schwerbehinderten,Einnahmen aus der Ausgabe von Wertmarken für die Beförderung von Schwerbehinderten,110523201
888,1782,9,11,44101,13406707.23,Beihilfen aufgrund der Beihilfevorschriften,Bundesministerium für Wirtschaft und Klimaschutz,091144101,Bundesministerium für Wirtschaft und Klimaschutz einseins vierviereinsnulleins ,Bundesministerium für Wirtschaft und Klimaschutz einseins vierviereinsnulleins  Beihilfen aufgrund der Beihilfevorschriften,Beihilfen aufgrund der Beihilfevorschriften,091144101
889,4037,16,4,68501,13374235.9,Förderung von Maßnahmen im Rahmen des Bundesprogramms Biologische Vielfalt,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",160468501,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullvier sechsachtfünfnulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullvier sechsachtfünfnulleins  Förderung von Maßnahmen im Rahmen des Bundesprogramms Biologische Vielfalt",,
891,1622,8,13,53999,13285778.72,Vermischte Verwaltungsausgaben,Bundesministerium der Finanzen,081353999,Bundesministerium der Finanzen einsdrei fünfdreineunneunneun ,Bundesministerium der Finanzen einsdrei fünfdreineunneunneun  Vermischte Verwaltungsausgaben,Vermischte Verwaltungsausgaben,081353999
892,4239,16,16,11999,13276073.02,Vermischte Einnahmen,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",161611999,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechs einseinsneunneunneun ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechs einseinsneunneunneun  Vermischte Einnahmen",Vermischte Einnahmen,161611999
894,330,4,5,89431,13161000.0,Zuschüsse für Investitionen,Bundeskanzler und Bundeskanzleramt,040589431,Bundeskanzler und Bundeskanzleramt nullfünf achtneunvierdreieins ,Bundeskanzler und Bundeskanzleramt nullfünf achtneunvierdreieins  Zuschüsse für Investitionen,Zuschüsse für Investitionen,045289431
895,2318,10,17,42801,13153501.07,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium für Ernährung und Landwirtschaft,101742801,Bundesministerium für Ernährung und Landwirtschaft einssieben vierzweiachtnulleins ,Bundesministerium für Ernährung und Landwirtschaft einssieben vierzweiachtnulleins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,101742801
897,1372,7,14,63201,13100000.0,Verwaltungskostenerstattung an Länder,Bundesministerium der Justiz,071463201,Bundesministerium der Justiz einsvier sechsdreizweinulleins ,Bundesministerium der Justiz einsvier sechsdreizweinulleins  Verwaltungskostenerstattung an Länder,Verwaltungskostenerstattung an Länder,071463201
899,543,5,2,54622,13087792.2,Deutschlandbild im Ausland,Auswärtiges Amt,050254622,Auswärtiges Amt nullzwei fünfviersechszweizwei ,Auswärtiges Amt nullzwei fünfviersechszweizwei  Deutschlandbild im Ausland,,
901,2828,12,3,42802,12966181.67,Entgelte für Wissenschaftlerinnen und Wissenschaftler,Bundesministerium für Digitales und Verkehr,120342802,Bundesministerium für Digitales und Verkehr nulldrei vierzweiachtnullzwei ,Bundesministerium für Digitales und Verkehr nulldrei vierzweiachtnullzwei  Entgelte für Wissenschaftlerinnen und Wissenschaftler,,
902,528,5,2,68501,12944301.26,"Kosten der Erhaltung deutscher Kriegsgräber im Ausland sowie der Gräber von Personen, die infolge nationalsozialistischer Verfolgung ausgewandert und im Ausland verstorben sind",Auswärtiges Amt,050268501,Auswärtiges Amt nullzwei sechsachtfünfnulleins ,"Auswärtiges Amt nullzwei sechsachtfünfnulleins  Kosten der Erhaltung deutscher Kriegsgräber im Ausland sowie der Gräber von Personen, die infolge nationalsozialistischer Verfolgung ausgewandert und im Ausland verstorben sind",,
903,808,6,11,43456,12799328.09,Zuführung an die Versorgungsrücklage,Bundesministerium des Innern und für Heimat,061143456,Bundesministerium des Innern und für Heimat einseins vierdreivierfünfsechs ,Bundesministerium des Innern und für Heimat einseins vierdreivierfünfsechs  Zuführung an die Versorgungsrücklage,Beteiligung an den Versorgungslasten des Bundes,061123257
905,3055,12,10,81222,12780951.26,Erwerb von Geräten und Maschinen mit Ausgaben von mehr als 5 000 € im Einzelfall (Bundesstraßen),Bundesministerium für Digitales und Verkehr,121081222,Bundesministerium für Digitales und Verkehr einsnull achteinszweizweizwei ,Bundesministerium für Digitales und Verkehr einsnull achteinszweizweizwei  Erwerb von Geräten und Maschinen mit Ausgaben von mehr als 5 000 € im Einzelfall (Bundesstraßen),,
907,2808,12,3,81211,12736021.46,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen",Bundesministerium für Digitales und Verkehr,120381211,Bundesministerium für Digitales und Verkehr nulldrei achteinszweieinseins ,"Bundesministerium für Digitales und Verkehr nulldrei achteinszweieinseins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen","Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",120381221
908,2626,11,16,42201,12730196.06,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Arbeit und Soziales,111642201,Bundesministerium für Arbeit und Soziales einssechs vierzweizweinulleins ,Bundesministerium für Arbeit und Soziales einssechs vierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,111642201
909,3267,12,17,89602,12720000.0,"Deutscher Beitrag zum Aufbau des europäischen, zivilen Satellitennavigationssystems ""Galileo""",Bundesministerium für Digitales und Verkehr,121789602,Bundesministerium für Digitales und Verkehr einssieben achtneunsechsnullzwei ,"Bundesministerium für Digitales und Verkehr einssieben achtneunsechsnullzwei  Deutscher Beitrag zum Aufbau des europäischen, zivilen Satellitennavigationssystems ""Galileo""","Deutscher Beitrag zum Aufbau des europäischen, zivilen Satellitennavigationssystems GALILEO",120589602
910,2394,11,3,68131,12712629.4,"Versorgungsbezüge für Berechtigte nach dem HHG, dem StrRehaG und VwRehaG",Bundesministerium für Arbeit und Soziales,110368131,Bundesministerium für Arbeit und Soziales nulldrei sechsachteinsdreieins ,"Bundesministerium für Arbeit und Soziales nulldrei sechsachteinsdreieins  Versorgungsbezüge für Berechtigte nach dem HHG, dem StrRehaG und VwRehaG","Versorgungsbezüge für Berechtigte nach dem HHG, dem StrRehaG und VwRehaG",110368131
911,1642,8,14,53201,12712481.41,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium der Finanzen,081453201,Bundesministerium der Finanzen einsvier fünfdreizweinulleins ,Bundesministerium der Finanzen einsvier fünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik,Aufträge und Dienstleistungen im Bereich Informationstechnik,081053241
913,4039,16,4,88201,12644330.1,Zuweisungen zur Errichtung und Sicherung schutzwürdiger Teile von Natur und Landschaft mit gesamtstaatlich repräsentativer Bedeutung,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",160488201,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullvier achtachtzweinulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullvier achtachtzweinulleins  Zuweisungen zur Errichtung und Sicherung schutzwürdiger Teile von Natur und Landschaft mit gesamtstaatlich repräsentativer Bedeutung",,
914,4672,30,2,68771,12511733.96,Beiträge zu laufenden Kosten Europäischer Schulen,Bundesministerium für Bildung und Forschung,300268771,Bundesministerium für Bildung und Forschung nullzwei sechsachtsiebensiebeneins ,Bundesministerium für Bildung und Forschung nullzwei sechsachtsiebensiebeneins  Beiträge zu laufenden Kosten Europäischer Schulen,Beiträge zu laufenden Kosten Europäischer Schulen,300268771
915,4371,17,10,68602,12500000.0,Zuweisungen an den Fonds sexueller Missbrauch und in diesem Zusammenhang stehende Ausgaben,"Bundesministerium für Familie, Senioren, Frauen und Jugend",171068602,"Bundesministerium für Familie, Senioren, Frauen und Jugend einsnull sechsachtsechsnullzwei ","Bundesministerium für Familie, Senioren, Frauen und Jugend einsnull sechsachtsechsnullzwei  Zuweisungen an den Fonds sexueller Missbrauch und in diesem Zusammenhang stehende Ausgaben",Zuweisungen an den Fonds sexueller Missbrauch und in diesem Zusammenhang stehende Ausgaben,171068602
916,2723,12,2,68607,12429976.18,Zuschüsse für Aufklärungs- und Erziehungsmaßnahmen zur Bekämpfung der Verkehrsunfälle,Bundesministerium für Digitales und Verkehr,120268607,Bundesministerium für Digitales und Verkehr nullzwei sechsachtsechsnullsieben ,Bundesministerium für Digitales und Verkehr nullzwei sechsachtsechsnullsieben  Zuschüsse für Aufklärungs- und Erziehungsmaßnahmen zur Bekämpfung der Verkehrsunfälle,Zuschüsse für Präventionsmaßnahmen zur Erhöhung der Verkehrssicherheit,121068607
917,1484,8,1,18201,12400268.83,Tilgung aus Darlehen nach dem LAG,Bundesministerium der Finanzen,080118201,Bundesministerium der Finanzen nulleins einsachtzweinulleins ,Bundesministerium der Finanzen nulleins einsachtzweinulleins  Tilgung aus Darlehen nach dem LAG,Tilgung aus Darlehen nach dem LAG,080118201
919,700,6,1,68514,12359983.97,"Zuschuss für die Förderung der jüdischen Gemeinschaft, der christlich-jüdischen Zusammenarbeit sowie des interreligiösen und interkulturellen Dialogs",Bundesministerium des Innern und für Heimat,060168514,Bundesministerium des Innern und für Heimat nulleins sechsachtfünfeinsvier ,"Bundesministerium des Innern und für Heimat nulleins sechsachtfünfeinsvier  Zuschuss für die Förderung der jüdischen Gemeinschaft, der christlich-jüdischen Zusammenarbeit sowie des interreligiösen und interkulturellen Dialogs","Zuschuss für die Förderung der jüdischen Gemeinschaft, der christlich-jüdischen Zusammenarbeit sowie des interreligiösen und interkulturellen Dialogs",060168514
920,3967,15,11,71201,12342000.0,Baumaßnahmen von mehr als 2 000 000 € im Einzelfall,Bundesministerium für Gesundheit,151171201,Bundesministerium für Gesundheit einseins siebeneinszweinulleins ,Bundesministerium für Gesundheit einseins siebeneinszweinulleins  Baumaßnahmen von mehr als 2 000 000 € im Einzelfall,Baumaßnahmen von mehr als 6 000 000 € im Einzelfall,151771201
921,3526,14,4,52501,12330885.58,Aus- und Fortbildung,Bundesministerium der Verteidigung,140452501,Bundesministerium der Verteidigung nullvier fünfzweifünfnulleins ,Bundesministerium der Verteidigung nullvier fünfzweifünfnulleins  Aus- und Fortbildung,Aus- und Fortbildung,141352501
922,1767,9,10,66201,12309993.64,Abwicklung von Altprogrammen,Bundesministerium für Wirtschaft und Klimaschutz,091066201,Bundesministerium für Wirtschaft und Klimaschutz einsnull sechssechszweinulleins ,Bundesministerium für Wirtschaft und Klimaschutz einsnull sechssechszweinulleins  Abwicklung von Altprogrammen,,
923,1469,7,19,51101,12299787.27,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium der Justiz,071951101,Bundesministerium der Justiz einsneun fünfeinseinsnulleins ,"Bundesministerium der Justiz einsneun fünfeinseinsnulleins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung","Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",071951101
924,2787,12,3,51111,12272141.97,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",Bundesministerium für Digitales und Verkehr,120351111,Bundesministerium für Digitales und Verkehr nulldrei fünfeinseinseinseins ,"Bundesministerium für Digitales und Verkehr nulldrei fünfeinseinseinseins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände","Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",122351101
925,2599,11,16,23603,12264717.8,Erstattung der Aufwendungen für die Prüfung der Kranken- und Pflegekassen,Bundesministerium für Arbeit und Soziales,111623603,Bundesministerium für Arbeit und Soziales einssechs zweidreisechsnulldrei ,Bundesministerium für Arbeit und Soziales einssechs zweidreisechsnulldrei  Erstattung der Aufwendungen für die Prüfung der Kranken- und Pflegekassen,Erstattung der Aufwendungen für die Prüfung der Kranken- und Pflegekassen,111623603
926,651,5,12,51121,12229946.05,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Auswärtiges Amt,051251121,Auswärtiges Amt einszwei fünfeinseinszweieins ,"Auswärtiges Amt einszwei fünfeinseinszweieins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung","Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",051251121
927,345,4,5,68471,12219880.63,Förderung der Erhaltung und Auswertung deutscher Kultur und Geschichte im östlichen Europa,Bundeskanzler und Bundeskanzleramt,040568471,Bundeskanzler und Bundeskanzleramt nullfünf sechsachtviersiebeneins ,Bundeskanzler und Bundeskanzleramt nullfünf sechsachtviersiebeneins  Förderung der Erhaltung und Auswertung deutscher Kultur und Geschichte im östlichen Europa,Förderung der Erhaltung und Auswertung deutscher Kultur und Geschichte im östlichen Europa,045268471
928,1079,6,25,11902,12214740.0,Erstattung der Bundesbank für den Objektschutz durch die Bundespolizei,Bundesministerium des Innern und für Heimat,062511902,Bundesministerium des Innern und für Heimat zweifünf einseinsneunnullzwei ,Bundesministerium des Innern und für Heimat zweifünf einseinsneunnullzwei  Erstattung der Bundesbank für den Objektschutz durch die Bundespolizei,Erstattung der Bundesbank für den Objektschutz durch die Bundespolizei,062511902
930,242,4,2,68511,12165355.27,Zuschuss für laufende Zwecke,Bundeskanzler und Bundeskanzleramt,040268511,Bundeskanzler und Bundeskanzleramt nullzwei sechsachtfünfeinseins ,Bundeskanzler und Bundeskanzleramt nullzwei sechsachtfünfeinseins  Zuschuss für laufende Zwecke,Zuschuss für laufende Zwecke,041068502
931,389,4,6,51802,12127000.0,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundeskanzler und Bundeskanzleramt,040651802,Bundeskanzler und Bundeskanzleramt nullsechs fünfeinsachtnullzwei ,Bundeskanzler und Bundeskanzleramt nullsechs fünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,045451802
934,2098,10,6,68702,12073241.8,"Bilaterale technische Zusammenarbeit mit dem Ausland auf dem Gebiet der Ernährung, der Landwirtschaft und des gesundheitlichen Verbraucherschutzes",Bundesministerium für Ernährung und Landwirtschaft,100668702,Bundesministerium für Ernährung und Landwirtschaft nullsechs sechsachtsiebennullzwei ,"Bundesministerium für Ernährung und Landwirtschaft nullsechs sechsachtsiebennullzwei  Bilaterale technische Zusammenarbeit mit dem Ausland auf dem Gebiet der Ernährung, der Landwirtschaft und des gesundheitlichen Verbraucherschutzes","Bilaterale technische Zusammenarbeit mit dem Ausland auf dem Gebiet der Ernährung, der Landwirtschaft und des gesundheitlichen Verbraucherschutzes",100668702
935,3656,14,22,68704,11997636.86,Beitrag zu den Verwaltungs- und Betriebskosten des zentraleuropäischen Kraftstoffleitungssystems der NATO,Bundesministerium der Verteidigung,142268704,Bundesministerium der Verteidigung zweizwei sechsachtsiebennullvier ,Bundesministerium der Verteidigung zweizwei sechsachtsiebennullvier  Beitrag zu den Verwaltungs- und Betriebskosten des zentraleuropäischen Kraftstoffleitungssystems der NATO,,
936,1177,6,28,81281,11968520.51,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium des Innern und für Heimat,062881281,Bundesministerium des Innern und für Heimat zweiacht achteinszweiachteins ,"Bundesministerium des Innern und für Heimat zweiacht achteinszweiachteins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)","Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",062281201
