,index,Epl.,Kap.,Tit.,Ist 2023,Zweckbestimmung,id,id_nlp_help,id_nlp,2012 id,2012 Zweck,Ist 2012,2013 id,2013 Zweck,Ist 2013,2014 id,2014 Zweck,Ist 2014,2015 id,2015 Zweck,Ist 2015,2016 id,2016 Zweck,Ist 2016,2017 id,2017 Zweck,Ist 2017,2018 id,2018 Zweck,Ist 2018,2019 id,2019 Zweck,Ist 2019,2020 id,2020 Zweck,Ist 2020,2021 id,2021 Zweck,Ist 2021,2022 id,2022 Zweck,Ist 2022
758,2374,10,12,42101,532850.66,Bezüge des Bundesministers und der Parlamentarischen Staatssekretärinnen,421011012,421011012533,vierzweieinsnulleinseinsnulleinszweifünfdreidrei  Bezüge des Bundesministers und der Parlamentarischen Staatssekretärinnen,421010801,Bezüge des Bundesministers und der Parlamentarischen Staatssekretärinnen,432466.84,421011401,Bezüge des Bundesministers und der Parlamentarischen Staatssekretärinnen,441287.83,421012312,Bezüge des Bundesministers und der Parlamentarischen Staatssekretärinnen,460455.1,421012312,Bezüge des Bundesministers und der Parlamentarischen Staatssekretärinnen,461396.86,421010812,Bezüge des Bundesministers und der Parlamentarischen Staatssekretärinnen,469918.04,421012312,Bezüge des Bundesministers und der Parlamentarischen Staatssekretärinnen,481370.25,421011012,Bezüge des Bundesministers und der Parlamentarischen Staatssekretärinnen,517400.12,421011412,Bezüge des Bundesministers und der Parlamentarischen Staatssekretärinnen,524028.82,421011412,Bezüge des Bundesministers und der Parlamentarischen Staatssekretärinnen,518061.66,421012312,Bezüge des Bundesministers und der Parlamentarischen Staatssekretärinnen,516632.64,421011012,Bezüge des Bundesministers und der Parlamentarischen Staatssekretärinnen,534797.09
759,2550,10,17,52701,532124.79,Dienstreisen,527011017,527011017532,fünfzweisiebennulleinseinsnulleinssiebenfünfdreizwei  Dienstreisen,527011401,Dienstreisen,5372193.55,527010501,Dienstreisen,3900019.0,527011713,Dienstreisen,856734.08,527511403,Dienstreisen,600954.13,527011713,Dienstreisen,914888.45,527011713,Dienstreisen,987310.94,527011412,Dienstreisen,7773046.88,527011012,Dienstreisen,3200575.98,527010413,Dienstreisen,69054.88,527010816,Dienstreisen,325384.75,527210512,Dienstreisen,3599655.62
760,2727,11,12,42101,532044.84,Bezüge des Bundesministers und der Parlamentarischen Staatssekretärinnen,421011112,421011112532,vierzweieinsnulleinseinseinseinszweifünfdreizwei  Bezüge des Bundesministers und der Parlamentarischen Staatssekretärinnen,421011601,Bezüge des Bundesministers und der Parlamentarischen Staatssekretärinnen,440169.74,421011501,Bezüge des Bundesministers und der Parlamentarischen Staatssekretärinnen,465652.43,421011501,Bezüge des Bundesministers und der Parlamentarischen Staatssekretärinnen,448284.91,421011501,Bezüge des Bundesministers und der Parlamentarischen Staatssekretärinnen,463074.3,421011512,Bezüge des Bundesministers und der Parlamentarischen Staatssekretärinnen,472982.48,421011512,Bezüge des Bundesministers und der Parlamentarischen Staatssekretärinnen,484529.51,421011512,Bezüge des Bundesministers und der Parlamentarischen Staatssekretärinnen,504886.58,421012312,Bezüge des Bundesministers und der Parlamentarischen Staatssekretärinnen,505175.23,421010812,Bezüge des Bundesministers und der Parlamentarischen Staatssekretärinnen,554326.03,421010812,Bezüge des Bundesministers und der Parlamentarischen Staatssekretärinnen,562728.64,421011112,Bezüge des Bundesministers und der Parlamentarischen Staatssekretärinnen,522159.43
761,3307,12,17,42821,529688.07,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428211217,428211217530,vierzweiachtzweieinseinszweieinssiebenfünfdreinull  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428012301,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,15903797.8,428111216,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,568346.15,428211208,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,415457.45,428211216,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,2503068.14,428111214,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,1385237.3,428211218,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,1835371.06,428211221,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,2252035.0,428211201,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,30395356.76,428011712,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,21837879.95,428211201,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,30682031.98,428011712,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,21854152.93
762,2567,10,18,42709,528045.83,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",427091018,427091018528,"vierzweisiebennullneuneinsnulleinsachtfünfzweiacht  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",427091901,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",723558.46,427091018,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",754116.22,427091201,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",2987610.68,427091012,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",2088560.65,427091715,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",581065.58,427091912,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",676975.32,427090813,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",9284244.97,427091018,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",541739.95,427291201,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",768949.26,427091912,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1039823.31,427090719,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",888121.22
763,3247,12,15,53802,527468.93,Beschaffung der Kartenrohlinge für die Personalisierung von Kontrollgerätkarten,538021215,538021215527,fünfdreiachtnullzweieinszweieinsfünffünfzweisieben  Beschaffung der Kartenrohlinge für die Personalisierung von Kontrollgerätkarten,538021212,Beschaffung der Kartenrohlinge für die Personalisierung von Kontrollgerätkarten,896382.16,538021212,Beschaffung der Kartenrohlinge für die Personalisierung von Kontrollgerätkarten,972936.17,538021212,Beschaffung der Kartenrohlinge für die Personalisierung von Kontrollgerätkarten,952833.57,538021212,Beschaffung der Kartenrohlinge für die Personalisierung von Kontrollgerätkarten,461673.62,538021215,Beschaffung der Kartenrohlinge für die Personalisierung von Kontrollgerätkarten,933236.17,538021215,Beschaffung der Kartenrohlinge für die Personalisierung von Kontrollgerätkarten,417284.45,538021215,Beschaffung der Kartenrohlinge für die Personalisierung von Kontrollgerätkarten,595293.09,538021215,Beschaffung der Kartenrohlinge für die Personalisierung von Kontrollgerätkarten,523902.15,538021215,Beschaffung der Kartenrohlinge für die Personalisierung von Kontrollgerätkarten,409949.16,538021215,Beschaffung der Kartenrohlinge für die Personalisierung von Kontrollgerätkarten,618318.11,538021215,Beschaffung der Kartenrohlinge für die Personalisierung von Kontrollgerätkarten,450783.01
764,1524,7,15,42709,527364.26,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",427090715,427090715527,"vierzweisiebennullneunnullsiebeneinsfünffünfzweisieben  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",427090405,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",788845.2,427090813,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",5275842.28,427090401,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",779122.76,427090112,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",977386.58,427090815,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",2018328.91,427090912,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1978058.92,427090815,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",2913472.17,427090719,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",2712615.53,427090212,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",8598343.08,427091217,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1700438.61,427090712,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",2670045.26
765,4267,16,12,42101,525890.76,"Bezüge der Bundesministerin, der Parlamentarischen Staatssekretärin und des Parlamentarischen Staatssekretärs",421011612,421011612526,"vierzweieinsnulleinseinssechseinszweifünfzweisechs  Bezüge der Bundesministerin, der Parlamentarischen Staatssekretärin und des Parlamentarischen Staatssekretärs",421013001,"Bezüge der Bundesministerin, der Parlamentarischen Staatssekretärin und des Parlamentarischen Staatssekretärs",420962.34,421011012,"Bezüge der Bundesministerin, der Parlamentarischen Staatssekretärin und des Parlamentarischen Staatssekretärs",380695.61,421011612,"Bezüge der Bundesministerin, der Parlamentarischen Staatssekretärin und des Parlamentarischen Staatssekretärs",486851.24,421013012,"Bezüge der Bundesministerin, der Parlamentarischen Staatssekretärin und des Parlamentarischen Staatssekretärs",468702.89,421011612,"Bezüge der Bundesministerin, der Parlamentarischen Staatssekretärin und des Parlamentarischen Staatssekretärs",469518.09,421011612,"Bezüge der Bundesministerin, der Parlamentarischen Staatssekretärin und des Parlamentarischen Staatssekretärs",479792.63,421011612,"Bezüge der Bundesministerin, der Parlamentarischen Staatssekretärin und des Parlamentarischen Staatssekretärs",507804.89,421011612,"Bezüge der Bundesministerin, der Parlamentarischen Staatssekretärin und des Parlamentarischen Staatssekretärs",504117.87,421011612,"Bezüge der Bundesministerin, der Parlamentarischen Staatssekretärin und des Parlamentarischen Staatssekretärs",515305.12,421011612,"Bezüge der Bundesministerin, der Parlamentarischen Staatssekretärin und des Parlamentarischen Staatssekretärs",535185.77,421011612,"Bezüge der Bundesministerin, der Parlamentarischen Staatssekretärin und des Parlamentarischen Staatssekretärs",538885.06
766,2831,11,15,71101,522850.77,"Kleine Neu-, Um- und Erweiterungsbauten",711011115,711011115523,"siebeneinseinsnulleinseinseinseinsfünffünfzweidrei  Kleine Neu-, Um- und Erweiterungsbauten",711010511,"Kleine Neu-, Um- und Erweiterungsbauten",143000.0,711011506,"Kleine Neu-, Um- und Erweiterungsbauten",1075398.33,711011506,"Kleine Neu-, Um- und Erweiterungsbauten",1375458.6,711110512,"Kleine Neu-, Um- und Erweiterungsbauten",1117127.92,711011113,"Kleine Neu-, Um- und Erweiterungsbauten",1755201.54,711011912,"Kleine Neu-, Um- und Erweiterungsbauten",556192.04,711110605,"Kleine Neu-, Um- und Erweiterungsbauten",578268.75,711011115,"Kleine Neu-, Um- und Erweiterungsbauten",992349.56,711011113,"Kleine Neu-, Um- und Erweiterungsbauten",258358.71,711110605,"Kleine Neu-, Um- und Erweiterungsbauten",858889.74,711011115,"Kleine Neu-, Um- und Erweiterungsbauten",881977.97
767,3031,12,5,54401,522780.66,"Forschung, Untersuchungen und Ähnliches",544011205,544011205523,"fünfvierviernulleinseinszweinullfünffünfzweidrei  Forschung, Untersuchungen und Ähnliches",544821225,"Forschung, Untersuchungen und Ähnliches",3208751.64,544011602,"Forschung, Untersuchungen und Ähnliches",29155301.47,544011605,"Forschung, Untersuchungen und Ähnliches",26708772.5,544010912,"Forschung, Untersuchungen und Ähnliches",5389367.13,544011605,"Forschung, Untersuchungen und Ähnliches",25812924.27,544010432,"Forschung, Untersuchungen und Ähnliches",1954722.58,544011605,"Forschung, Untersuchungen und Ähnliches",26911999.44,544311005,"Forschung, Untersuchungen und Ähnliches",6322496.63,544011605,"Forschung, Untersuchungen und Ähnliches",27200986.77,544010912,"Forschung, Untersuchungen und Ähnliches",5316353.85,544310915,"Forschung, Untersuchungen und Ähnliches",8931722.79
768,475,4,53,52701,522226.23,Dienstreisen,527010453,527010453522,fünfzweisiebennulleinsnullvierfünfdreifünfzweizwei  Dienstreisen,527010503,Dienstreisen,3247460.71,527010405,Dienstreisen,586707.14,527010403,Dienstreisen,372040.34,527010814,Dienstreisen,502648.96,527210512,Dienstreisen,3839580.11,527010453,Dienstreisen,337394.96,527010452,Dienstreisen,653330.52,527010432,Dienstreisen,557295.55,527010453,Dienstreisen,155327.53,527010432,Dienstreisen,153103.62,527010452,Dienstreisen,501553.49
769,1016,6,16,53919,522219.75,Vermischte Verwaltungsausgaben,539190616,539190616522,fünfdreineuneinsneunnullsechseinssechsfünfzweizwei  Vermischte Verwaltungsausgaben,539990616,Vermischte Verwaltungsausgaben,63328.14,539990616,Vermischte Verwaltungsausgaben,61014.19,539190616,Vermischte Verwaltungsausgaben,255957.21,539190616,Vermischte Verwaltungsausgaben,235282.16,539190616,Vermischte Verwaltungsausgaben,225756.43,539090616,Vermischte Verwaltungsausgaben,250525.85,539090616,Vermischte Verwaltungsausgaben,501593.7,539190616,Vermischte Verwaltungsausgaben,294876.31,539190616,Vermischte Verwaltungsausgaben,285155.55,539190616,Vermischte Verwaltungsausgaben,233707.36,539090616,Vermischte Verwaltungsausgaben,586965.31
770,3753,14,8,88302,520067.52,Zuweisungen für Investitionen an Gemeinden und Gemeindeverbände,883021408,883021408520,achtachtdreinullzweieinsviernullachtfünfzweinull  Zuweisungen für Investitionen an Gemeinden und Gemeindeverbände,883411412,Zuweisungen für Investitionen an Gemeinden und Gemeindeverbände,2348554.64,883411412,Zuweisungen für Investitionen an Gemeinden und Gemeindeverbände,4652216.94,883411412,Zuweisungen für Investitionen an Gemeinden und Gemeindeverbände,6070907.64,883411412,Zuweisungen für Investitionen an Gemeinden und Gemeindeverbände,3945700.44,883021408,Zuweisungen für Investitionen an Gemeinden und Gemeindeverbände,5000.0,883411408,Zuweisungen für Investitionen an Gemeinden und Gemeindeverbände,1727804.52,883411408,Zuweisungen für Investitionen an Gemeinden und Gemeindeverbände,1279253.85,882011210,Zuweisungen für Investitionen an Gemeinden und Gemeindeverbände,1491000.0,883021408,Zuweisungen für Investitionen an Gemeinden und Gemeindeverbände,113436.96,883021408,Zuweisungen für Investitionen an Gemeinden und Gemeindeverbände,851282.66,883021408,Zuweisungen für Investitionen an Gemeinden und Gemeindeverbände,616870.01
771,48,1,13,42201,514032.92,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422010113,422010113514,vierzweizweinulleinsnulleinseinsdreifünfeinsvier  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422011501,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,18903904.86,422011401,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,64958110.91,422011201,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,45568482.13,422010401,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,17250482.22,422010814,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,35641064.65,422011012,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,40568891.18,422011213,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,9148505.77,422011012,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,44991340.71,422010213,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1642758.54,422011018,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1464502.59,422011217,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,54790425.37
772,1561,7,17,51101,508948.56,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",511010717,511010717509,"fünfeinseinsnulleinsnullsiebeneinssiebenfünfnullneun  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",511010803,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",2874264.09,511010708,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",3469699.74,511010719,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",9933892.03,511011017,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",1499604.45,511010718,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",7295785.91,511010718,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",7874530.97,511010717,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",329020.53,511010113,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",90957.98,511010710,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",12765.24,511010816,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",179709467.69,511010713,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",1750184.97
773,238,4,11,54501,503678.18,"Konferenzen, Tagungen, Messen und Ausstellungen",545010411,545010411504,"fünfvierfünfnulleinsnullviereinseinsfünfnullvier  Konferenzen, Tagungen, Messen und Ausstellungen",545010409,"Konferenzen, Tagungen, Messen und Ausstellungen",279459.34,545010409,"Konferenzen, Tagungen, Messen und Ausstellungen",218957.65,545010403,"Konferenzen, Tagungen, Messen und Ausstellungen",1998801.39,545010401,"Konferenzen, Tagungen, Messen und Ausstellungen",397214.22,545010411,"Konferenzen, Tagungen, Messen und Ausstellungen",76547.27,545010111,"Konferenzen, Tagungen, Messen und Ausstellungen",1700440.63,545010411,"Konferenzen, Tagungen, Messen und Ausstellungen",17026.16,545010411,"Konferenzen, Tagungen, Messen und Ausstellungen",28165.13,545010411,"Konferenzen, Tagungen, Messen und Ausstellungen",246434.62,545010411,"Konferenzen, Tagungen, Messen und Ausstellungen",246533.5,545010411,"Konferenzen, Tagungen, Messen und Ausstellungen",89615.52
774,1364,6,34,38101,503390.01,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,381010634,381010634503,dreiachteinsnulleinsnullsechsdreivierfünfnulldrei  Leistungen von Bundesbehörden zur Durchführung von Aufträgen,381010608,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,3680266.08,381010608,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,2805831.74,381010634,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,655218.3,381010634,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,628216.32,381010614,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,3501524.48,381010634,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,767720.54,381010634,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,1025458.75,381010634,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,1148737.21,381010634,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,452546.68,381010634,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,618161.65,381010634,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,504436.18
775,2245,10,1,63606,501515.9,Zuschüsse zur Förderung der Einstellung der landwirtschaftlichen Erwerbstätigkeit,636061001,636061001502,sechsdreisechsnullsechseinsnullnulleinsfünfnullzwei  Zuschüsse zur Förderung der Einstellung der landwirtschaftlichen Erwerbstätigkeit,636581002,Zuschüsse zur Förderung der Einstellung der landwirtschaftlichen Erwerbstätigkeit,2292836.49,636061001,Zuschüsse zur Förderung der Einstellung der landwirtschaftlichen Erwerbstätigkeit,2314855.69,636061001,Zuschüsse zur Förderung der Einstellung der landwirtschaftlichen Erwerbstätigkeit,2323125.53,636061001,Zuschüsse zur Förderung der Einstellung der landwirtschaftlichen Erwerbstätigkeit,2069289.67,636061001,Zuschüsse zur Förderung der Einstellung der landwirtschaftlichen Erwerbstätigkeit,1789623.21,636061001,Zuschüsse zur Förderung der Einstellung der landwirtschaftlichen Erwerbstätigkeit,1495048.11,636061001,Zuschüsse zur Förderung der Einstellung der landwirtschaftlichen Erwerbstätigkeit,1190628.93,636061001,Zuschüsse zur Förderung der Einstellung der landwirtschaftlichen Erwerbstätigkeit,828184.63,636061001,Zuschüsse zur Förderung der Einstellung der landwirtschaftlichen Erwerbstätigkeit,650038.33,636061001,Zuschüsse zur Förderung der Einstellung der landwirtschaftlichen Erwerbstätigkeit,602085.81,636061001,Zuschüsse zur Förderung der Einstellung der landwirtschaftlichen Erwerbstätigkeit,549012.48
776,4228,16,5,68101,499507.48,Erfüllung von Ausgleichsansprüchen nach § 38 Abs. 1 Atomgesetz infolge des Reaktorunfalls von Tschernobyl,681011605,681011605500,sechsachteinsnulleinseinssechsnullfünffünfnullnull  Erfüllung von Ausgleichsansprüchen nach § 38 Abs. 1 Atomgesetz infolge des Reaktorunfalls von Tschernobyl,681011604,Erfüllung von Ausgleichsansprüchen nach § 38 Abs. 1 Atomgesetz infolge des Reaktorunfalls von Tschernobyl,309976.65,681011604,Erfüllung von Ausgleichsansprüchen nach § 38 Abs. 1 Atomgesetz infolge des Reaktorunfalls von Tschernobyl,907484.0,681011605,Erfüllung von Ausgleichsansprüchen nach § 38 Abs. 1 Atomgesetz infolge des Reaktorunfalls von Tschernobyl,574968.37,681011605,Erfüllung von Ausgleichsansprüchen nach § 38 Abs. 1 Atomgesetz infolge des Reaktorunfalls von Tschernobyl,914780.07,681011605,Erfüllung von Ausgleichsansprüchen nach § 38 Abs. 1 Atomgesetz infolge des Reaktorunfalls von Tschernobyl,1229959.5,681011605,Erfüllung von Ausgleichsansprüchen nach § 38 Abs. 1 Atomgesetz infolge des Reaktorunfalls von Tschernobyl,723527.5,681011605,Erfüllung von Ausgleichsansprüchen nach § 38 Abs. 1 Atomgesetz infolge des Reaktorunfalls von Tschernobyl,1443952.61,681011605,Erfüllung von Ausgleichsansprüchen nach § 38 Abs. 1 Atomgesetz infolge des Reaktorunfalls von Tschernobyl,529067.37,681011605,Erfüllung von Ausgleichsansprüchen nach § 38 Abs. 1 Atomgesetz infolge des Reaktorunfalls von Tschernobyl,1347717.71,681011605,Erfüllung von Ausgleichsansprüchen nach § 38 Abs. 1 Atomgesetz infolge des Reaktorunfalls von Tschernobyl,799783.42,681011605,Erfüllung von Ausgleichsansprüchen nach § 38 Abs. 1 Atomgesetz infolge des Reaktorunfalls von Tschernobyl,1352539.8
777,3808,14,12,54601,490662.87,Förderung des Vorschlagwesens,546011412,546011412491,fünfviersechsnulleinseinsviereinszweivierneuneins  Förderung des Vorschlagwesens,546881401,Förderung des Vorschlagwesens,481090.47,546881401,Förderung des Vorschlagwesens,270665.5,546881401,Förderung des Vorschlagwesens,240505.03,546881401,Förderung des Vorschlagwesens,497314.86,546011412,Förderung des Vorschlagwesens,484936.22,546011412,Förderung des Vorschlagwesens,531835.18,546011412,Förderung des Vorschlagwesens,658827.93,546011412,Förderung des Vorschlagwesens,645091.3,546011412,Förderung des Vorschlagwesens,441397.37,546011412,Förderung des Vorschlagwesens,417735.67,546011412,Förderung des Vorschlagwesens,442871.59
