,id,Zweckbestimmung,Ist 2012,Ist 2013,Ist 2014,Ist 2015,Ist 2016,Ist 2017,Ist 2018,Ist 2019,Ist 2020,Ist 2021,Ist 2022,Ist 2023
630,422011221,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,41874370.42,41167015.42,41371772.3,42414331.0,17182644.22,20161970.42,23015404.04,25678084.52,27570872.83,29372701.87,30495985.54,32892622.53
553,428011016,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,21629872.27,22906461.27,22973428.11,23088999.0,22519238.22,23558503.96,24714977.34,25692438.69,27233889.31,28956362.78,30495136.59,32810723.48
32,634030511,Zuweisungen an den Versorgungsfonds,196679.81,215538.06,7521456.94,9536227.93,10443511.33,13248182.27,15682626.94,18356035.86,21003078.39,23550992.52,28337894.8,32641387.46
457,882911003,Bundesanteil zur Finanzierung des Sonderrahmenplanes für Maßnahmen des Küstenschutzes in Folge des Klimawandels,24806673.79,20514444.24,24870417.72,23299989.99,26996770.52,23799990.0,24993879.66,18177911.05,26852990.0,23793590.28,23384044.29,32275057.68
50,428010612,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,2434464.07,2423220.73,22096816.37,22175664.3,21958297.87,23606662.44,24435426.81,31730232.14,35432496.55,39468324.7,36095998.34,32113997.52
79,518020615,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,10722307.19,10885754.35,11238090.34,11106974.27,10388429.72,17692804.0,26503901.83,24491422.28,26582644.1,27649728.52,29140933.12,31549700.66
857,162016004,Zinsen aus Darlehen des Bundes an die Bundesanstalt für Immobilienaufgaben,14952724.67,20477385.0,19686467.11,19261566.61,18823585.8,22753462.45,35245370.73,34457191.99,33641100.29,32795992.89,31920721.69,31014091.31
837,422046002,Leistungsbezahlung,30999998.96,30999831.77,30999801.15,31000000.0,30989504.02,30993277.99,30886831.3,30949326.88,30444151.41,30949972.28,30994786.37,30859064.63
399,428010916,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,13268437.67,12649828.42,14535465.95,19693542.29,21815463.92,20287460.87,20228367.7,20592702.17,22028348.16,22462001.47,25778581.43,29937256.5
505,428011014,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,24369298.93,23889721.63,27200795.05,27152777.16,27087987.31,21341268.76,27092303.43,28119973.98,29061909.17,29625327.96,29137361.53,29716011.58
305,381010913,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,9457295.69,12159652.08,12350181.73,15707394.71,16767909.89,20560009.91,22756664.05,23019294.94,16176955.37,18755616.79,23090287.63,29191310.97
56,518020612,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,5178675.19,5183671.32,4229009.31,19944863.65,12768624.17,19968539.84,19116000.0,21817109.41,23223997.79,45761835.68,29596505.61,29186379.72
39,518210602,Mieten und Pachten,8731707.73,14228651.03,14379451.41,18199629.95,15159347.7,10490492.36,14522069.76,19911992.87,18240866.59,17265587.77,19999790.23,28868537.04
743,685073003,Strategien zur Durchsetzung von Chancengerechtigkeit für Frauen in Bildung und Forschung,25860818.0,25474958.11,20521582.54,21000606.72,22177757.3,22446012.58,24401075.69,24261980.5,26841289.85,24712282.52,29733785.88,27923661.82
259,428010812,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,35573017.07,22251756.12,22101754.66,22173390.69,20786448.02,20589753.51,21776104.31,23181987.1,23141639.19,24059725.77,26336950.91,27899212.93
531,428011015,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,17819746.96,18721664.12,19246886.46,19845292.55,19788926.2,21116912.77,22229647.91,23135872.32,24277949.74,25532867.52,26060896.02,27612362.7
147,272010625,Zuschüsse der Europäischen Union und der Vereinten Nationen,1007762.96,818703.82,2077663.41,2963706.39,3817968.92,2153336.2,2377108.41,584088.3,614057.38,5252319.57,14245360.88,26984441.73
858,182016004,Tilgung von Darlehen des Bundes an die Bundesanstalt für Immobilienaufgaben,6662994.88,11380683.61,12901545.24,13288815.43,13689165.98,16153490.77,22919447.4,23669995.87,24448457.29,25255934.39,26093575.34,26962575.41
342,518020914,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,12105676.8,12105676.8,12125682.6,12204717.74,14226313.39,15817862.81,14504257.1,14619929.71,16709755.72,19254711.6,24744427.2,26692173.72
11,687150504,Programmarbeit,23540252.24,16861997.45,18807247.11,19606375.39,35266123.52,36794653.03,43921637.95,45233355.76,46830880.5,48366133.28,32182895.41,26382885.34
742,541013003,Wissenschaftskommunikation und Wissenschaftsjahre,10690279.4,8882809.06,8938953.85,10329518.34,10921304.0,10986484.34,11900960.91,11678158.7,15759472.08,19840388.29,24972361.78,26314271.66
300,119990913,Vermischte Einnahmen,18483781.39,28386762.74,24597243.55,16641575.96,21192261.28,16060279.64,21582616.69,17722979.76,19844017.37,22719224.25,25747309.17,25568831.01
850,687226002,Beitrag zur Organisation für Wirtschaftliche Zusammenarbeit und Entwicklung (OECD),21971197.64,22165755.61,21478961.28,21709211.06,22078974.48,22509410.97,22597799.74,22555796.73,22037509.55,23170491.05,23754906.67,25368347.1
661,443131403,Zahnärztliche Behandlung,27156582.64,24697690.15,24070006.94,23764191.14,22862928.92,22874918.24,23411565.79,23995560.52,20100105.96,23661284.95,23928074.45,25303956.8
585,811011203,Erwerb von Fahrzeugen,1727698.89,2067008.93,1599112.48,1838297.74,41348821.03,34558047.07,33692486.68,67515146.95,55541047.79,27677425.25,48851106.4,24841641.44
30,687470504,Sonstige institutionell geförderte Zuwendungsempfänger - Betrieb,36109368.86,37177393.97,9818000.0,9736000.0,10482500.0,11018000.0,12492745.0,14814000.0,15780768.6,16826050.0,23481773.72,24618095.02
818,034026001,Zwischenerzeugnissteuer,14333753.57,14414117.07,14664638.95,14444798.81,15193416.07,16584598.38,17474682.6,19363031.01,22562794.61,22408792.91,26258407.79,24046868.17
464,671411004,Erstattung der Kosten für die zivile Notfallreserve und die Bundesreserve Getreide an die Bundesanstalt für Landwirtschaft und Ernährung (BLE),15487881.47,13000000.0,17000000.0,17000000.0,16000000.0,19000000.0,20703858.11,21416022.0,20332628.35,21970514.15,16259174.04,22937437.6
581,511011203,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",4005191.67,3970965.33,3833186.65,3878776.56,16676655.44,17294704.03,17870110.57,18994603.38,19747843.03,20965578.24,21106001.35,22659456.57
291,687030904,Beiträge an internationale Organisationen mit Sitz im Ausland,29616963.32,28870924.33,33511951.42,35405909.57,36911398.85,31043716.29,28004104.94,29043968.49,29745175.08,29823661.46,21262038.89,22528178.83
276,686050902,Fachkräftesicherung für kleine und mittlere Unternehmen,13962975.1,16731739.68,16068948.08,13742855.74,16622338.58,20644753.83,21706572.35,20109311.65,18801205.21,19646712.64,22645950.25,22333319.85
603,518021212,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,3152968.44,3152968.44,3152968.44,3139865.36,20853851.04,20853851.04,20853851.04,20853851.04,20853851.04,19837132.39,21707478.22,22208270.54
801,141013208,Einnahmen aus der Inanspruchnahme von Gewährleistungen aus dem Inland,52958639.17,49508073.91,63459074.03,81960883.59,84740230.31,61187681.8,103310509.9,87520037.15,41329165.91,23900575.26,90156641.27,21968239.44
271,119890902,Vermischte Einnahmen,45086515.66,43003980.89,38854876.43,32906276.19,24889386.92,18158496.93,19763288.42,19543816.26,16270491.98,22286117.32,19545424.41,21655250.46
327,547410913,Nicht aufteilbare sächliche Verwaltungsausgaben,9659882.18,10666350.25,11399454.82,14635829.9,17659557.92,15921804.39,15776150.02,15871280.78,10754562.9,10747874.2,17225506.75,21515298.84
326,427490913,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",13658486.54,15969576.22,16140774.55,15624452.3,13786625.96,14602852.79,14946897.55,17141684.45,19109196.18,20988073.14,22182092.67,21368591.9
307,427090913,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",11467926.58,11514906.25,12470236.16,13834199.58,17426476.3,18224571.19,18829210.7,18527717.29,16311535.01,17331181.71,20080245.58,21014830.08
179,428010628,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,8185434.26,8660060.92,9107810.41,9480895.01,9636937.23,10465045.65,10377294.85,11422348.42,12395820.37,14494851.88,17050510.26,20938744.2
660,685011403,"Zuschuss an den ""Verband der Reservisten der Deutschen Bundeswehr e. V.""",13677000.0,14263000.0,14266425.32,15667000.0,16540000.0,16995000.0,16777152.0,17707495.0,17810000.0,17171875.0,19804046.0,20757905.17
273,662020902,Zinszuschüsse im Rahmen von ERP-Förderprogrammen,60100000.0,64100000.0,63100000.0,62600000.0,61600000.0,60530000.0,60330000.0,50834822.0,27292326.94,24096424.78,25560000.0,20470000.0
685,553291407,Betrieb von Einrichtungen des Fernmeldewesens,26787965.03,26628660.18,26291617.64,30025135.14,29645277.64,34943315.73,34533707.77,35381040.26,36976822.87,21809776.98,20995726.15,20392822.25
891,636326067,Nachversicherungen,127998594.38,113592566.16,97639550.03,79650064.0,71471485.96,56555033.78,53464380.15,41344171.21,39461161.44,30705728.16,23922752.36,20359180.65
414,422010917,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,11316628.6,11847529.43,12668588.19,13415573.7,13665314.88,14321088.83,14785194.63,16082440.52,17056433.33,17827177.09,18868206.35,20314080.62
359,428010915,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,13684243.18,12672254.84,14247646.68,14400441.74,14756771.46,15382980.58,16088391.0,15568941.74,16708813.64,17781580.19,19180903.49,19828265.8
672,453731403,Familienheimfahrten der Wehrsoldempfänger,13720834.4,9380068.58,9040418.67,10231979.97,11982332.2,12517610.74,12810357.18,13039524.69,15001250.26,17124225.78,18262976.94,19503508.79
397,422010916,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,10868725.84,12178128.39,13022467.45,13216729.92,13736308.97,14966250.17,15765164.94,16441563.54,17215990.26,17702586.85,17826205.8,19382097.54
40,519210602,Unterhaltung der Grundstücke und baulichen Anlagen,384236.75,1514445.57,3333940.66,5764110.95,6881472.73,6592702.89,9783571.98,18168561.71,17750858.69,13066683.0,24601572.62,19117924.53
77,517010615,"Bewirtschaftung der Grundstücke, Gebäude und Räume",6797082.75,7677683.59,8628513.44,8142194.41,6692012.43,8672665.46,14041091.08,13470805.77,14954343.01,16654831.64,16161059.4,18689048.08
106,812210616,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke",4078664.58,5241633.95,4505618.63,2651588.13,3107510.71,5470829.19,5887187.67,6200943.99,10751428.7,9820589.88,13802264.93,18650909.32
480,518021013,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,13107892.38,13256120.31,14409790.96,15242118.35,15192131.54,15249678.77,15300359.95,15862548.31,17399727.68,16731039.69,18662521.38,18633831.87
334,422010914,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,18866681.41,19362163.43,19339942.85,19563623.7,19411562.46,19304470.18,19646455.42,19543923.57,19277763.04,18833299.94,18453749.46,18452894.32
313,517010913,"Bewirtschaftung der Grundstücke, Gebäude und Räume",10979932.74,12846881.68,12974288.75,12751695.57,13315989.49,13099748.97,13225742.43,9411524.06,12708805.81,12877347.05,11938693.35,18134997.41
323,712010913,"Baumaßnahmen von mehr als 
1 000 000 € im Einzelfall",7639987.52,2036464.25,322166.19,908694.27,890207.7,4165804.78,12060837.63,17556484.23,18565809.93,15333967.01,18863728.65,17993527.52
356,381010915,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,14999411.33,14719094.85,15318799.81,17017610.34,17411433.16,20477336.86,22228940.37,20020079.02,14518694.2,16204785.22,17725199.92,17780500.73
747,685173003,"Monitoring des Wissenschaftssystems, Wissenschafts- und Hochschulforschung",16337585.54,15431688.95,16865825.69,15342371.93,18522834.87,18167834.99,20119987.65,19785458.24,19988026.76,19730946.83,18763524.52,17741302.19
13,687170504,Internationale Aktivitäten gesellschaftlicher Gruppen und deutsch-ausländischer Kultureinrichtungen im Inland und Ausland,11044431.07,11447187.92,9044899.91,10502737.29,14320709.09,14521152.19,14398314.19,22121136.74,36043929.89,28430859.0,19793559.65,17739382.1
150,427090625,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",10881283.7,8577229.77,5737551.99,5965240.3,8806861.67,10486728.47,12169303.76,14733317.44,13310069.64,15755946.15,17339859.47,17433249.66
706,634031511,Zuweisungen an den Versorgungsfonds,636916.53,1046231.82,1044993.34,1136257.89,7326994.48,8927676.71,9581247.08,10726745.35,11926104.49,14034795.07,16488212.33,17360149.53
160,525010625,Aus- und Fortbildung,5408069.09,5569059.97,4947542.16,4756921.12,5376258.58,7280222.84,8363936.29,10190923.14,8218010.44,12975907.58,13802506.9,17334030.85
207,525010629,Aus- und Fortbildung,6751109.55,6423578.65,7203984.27,7156047.6,7484516.25,7906731.23,8661806.61,9465884.69,8684609.02,10048870.62,14986383.19,17299518.07
156,517020625,Kosten für die Bewachung von Dienstgebäuden,6944045.99,7191947.89,7419906.92,6968326.67,7886739.12,14320210.25,12039443.1,12686730.3,14345497.51,16111484.06,15521198.23,17202056.32
445,518020918,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,6761818.74,13044172.19,13452041.61,13653017.92,13591166.29,14005593.94,13801511.06,14076195.99,14612976.6,14667889.75,15317771.29,17148617.75
26,896310504,Zuschüsse zu Baumaßnahmen,8546324.0,13522768.0,8502696.74,8127447.1,15351778.69,63551620.41,3654249.34,7723224.61,13705380.23,24052568.96,20622096.45,17011778.41
262,517010812,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2979424.27,10201037.5,10826281.94,13723844.51,13973035.29,12003208.74,11671471.49,15158978.39,14415656.87,14864752.26,21247913.53,16783428.58
579,111011203,"Gebühren, sonstige Entgelte",74048784.3,72150414.5,75312772.77,67584826.95,64810408.5,64125363.69,58385678.25,23806370.28,13149626.53,2615238.98,22604721.94,16315623.12
33,119990601,Vermischte Einnahmen,1832584.35,1994233.12,2095985.53,1442384.56,2738937.37,6309556.77,1525865.92,2812259.93,4187142.38,7440043.65,71044683.26,16301349.82
197,422010629,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,4864253.78,4944687.96,5339032.47,5644303.62,6634468.97,8222912.71,9038075.47,10437978.85,11608778.85,13075391.14,14101729.8,16200788.21
886,437316067,Versorgungsbezüge,139157400.09,116579442.11,100572444.22,82617946.5,68896629.45,57120889.21,46445959.53,37680835.26,30235830.32,24511615.83,19422084.83,15845085.74
241,428010635,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,7388965.77,7447775.83,7407267.25,7520339.33,8664260.71,8779363.53,8919284.22,10131794.33,11832118.14,10265336.25,11337735.94,15732658.42
340,517010914,"Bewirtschaftung der Grundstücke, Gebäude und Räume",7443791.23,8039918.55,10340791.46,11791026.25,9255775.22,10335260.6,12112134.99,11598417.49,12247445.25,12502686.13,13506072.56,15626279.52
762,687723003,Leistungen für sonstige europäische und internationale Wissenschaftseinrichtungen,11343879.16,12074384.5,12342000.0,12792000.0,14057000.0,14623000.0,14712636.52,14221315.0,15213000.0,14713000.0,14713000.0,15369603.5
201,511010629,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",1362394.96,1355219.39,3151369.81,3216532.69,3325552.28,3852606.82,3856511.75,4141182.92,7265268.68,9437480.86,12032762.53,15367401.95
248,684020635,"Zuschüsse für laufende Zwecke an soziale und ähnliche Einrichtungen, auch öffentliche Einrichtungen",5409942.8,5829037.33,6883318.89,9350977.35,10962650.38,11497069.84,11937169.15,14967387.01,15885353.56,16051611.82,15199640.57,15356392.27
315,518020913,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,14533173.86,14617401.78,14756073.22,14782750.18,15067884.89,15089388.72,15104682.26,15224919.7,15115152.39,15100564.97,15206552.52,15276483.45
558,518021016,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,12582109.19,12477874.8,12983756.08,13096186.5,13094578.92,13332362.93,15159121.75,14658316.78,14792164.75,14934806.1,15062487.27,15230741.52
299,111010913,"Gebühren, sonstige Entgelte",12313203.44,14668352.35,10942107.6,10896262.86,12556041.17,13750105.67,11842693.63,11914393.18,15210417.93,13095026.46,14413694.69,15176837.99
176,281010628,Sonstige Erstattungen aus dem Inland,10773931.8,10919737.29,11474665.39,12105428.09,13237091.95,14050279.07,14216232.83,11355182.32,14281573.74,13659455.88,15639252.38,15166771.66
509,517011014,"Bewirtschaftung der Grundstücke, Gebäude und Räume",7723498.27,9209641.38,11923422.58,10040054.69,8797411.49,9855248.81,9034260.5,9374193.46,10177441.28,10891418.96,13884771.69,15019459.4
93,428010616,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,6259815.84,6193972.62,6371647.1,6669596.04,6999150.06,7442825.59,7471899.88,7810532.02,9751870.33,11849813.64,13274821.91,14703798.98
654,537011403,"Geoinformationen für Ausbildung, Planung und Einsatz der Bundeswehr",13496572.94,13498370.24,9967205.34,11544095.44,9273199.9,12993658.24,11847569.05,14385742.52,18196091.88,14660277.01,16645085.57,14670727.16
398,427090916,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",2965079.5,3492340.89,3990811.87,4316441.61,6327774.8,7813901.53,7814313.96,8110495.41,9082975.83,11416763.06,13275677.81,14514366.98
665,518211403,Mieten und Pachten,3444320.52,2697333.77,2630663.64,3442068.49,4861965.23,5071387.6,6664364.13,12673255.54,7471773.65,8462777.96,12573493.89,14161251.66
316,519010913,Unterhaltung der Grundstücke und baulichen Anlagen,3812756.25,4700703.6,4240567.58,4775138.98,5777986.6,8801033.73,7243817.85,10906937.45,11499164.22,11888124.12,9553062.59,14103514.09
584,712011203,"Baumaßnahmen von mehr als 
1 000 000 € im Einzelfall",2041708.71,2833878.27,5079495.45,7308861.37,1126669.47,1250516.51,1838129.37,2912284.38,2111858.71,3613465.79,27391667.77,14086991.18
591,526021211,Sachverständige,232834.05,231347.4,331432.51,332163.65,7557022.12,6126279.37,17828166.94,31133551.96,9281287.04,11383781.14,7751655.34,14051275.12
14,687180504,Wissenschaftspartnerschaften in Transformationsländern Nordafrika/Nahost (Stipendien),18020414.34,17952149.16,16489620.1,16273853.91,19787992.83,18671978.32,15476930.68,17038760.32,16280098.8,17284614.64,11368243.09,13924422.6
352,427490914,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",12432335.47,11975257.83,11589891.52,10089216.92,8561223.19,8637003.58,9469965.6,10146548.81,11339382.49,12996390.16,13913262.33,13886065.72
336,428010914,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,38343605.28,7960499.59,8041705.41,8260776.47,8123469.5,8786833.46,9716749.74,10832907.23,12294865.02,12815322.99,13288223.42,13726885.69
707,981011511,Leistungen an Bundesbehörden zur Durchführung von Aufträgen,613256.2,86695.69,72813.76,56174.7,11368975.18,16661730.17,17616175.68,18593699.75,29155952.61,40426091.39,62179561.66,13494129.51
351,427390914,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1242038.58,8886053.18,9657950.29,10200426.24,12512040.48,13197306.04,12948669.94,12163325.19,12115681.84,10529443.46,12066235.92,13396298.15
441,511010918,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",3383105.43,9152265.06,9496713.49,10177124.41,10569058.6,10416239.82,10331092.92,13545042.14,11946170.66,12199846.7,12477968.0,13164633.96
768,687033004,Wissenschaftliche Zusammenarbeit mit ausländischen Forschungseinrichtungen und Unternehmen,14462022.0,12099842.0,10975262.0,12099978.63,12096084.0,12099305.54,12097410.3,12089301.38,12046591.49,12086806.54,12086646.8,13100000.0
17,632210504,Erstattungen für Versorgungslasten der Länder,3392461.35,7097276.99,9002286.57,2763976.93,7795863.21,2106687.81,15290000.0,14285640.22,14897878.37,11675494.04,11801599.57,12999983.34
21,687270504,"Aus- und Fortbildung, Förderung der internationalen Zusammenarbeit und sonstige Ausgaben im schulischen Bereich",11792099.89,12883350.98,12684583.85,12690159.33,14846209.34,14777404.88,13925910.57,14637486.02,7324575.04,7832353.25,11812363.05,12646037.1
177,422010628,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,5716933.1,5980908.87,5992554.13,5958261.68,5918087.55,6173157.13,7013694.36,7410439.74,8115622.67,9387858.58,11128329.72,12477846.55
357,422010915,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,10734597.65,11140342.81,10817805.26,10923164.49,10688755.38,10204418.6,10489275.49,10876622.55,10685656.64,11072205.11,11801210.77,12431137.96
138,812010624,Erwerb von Geräten und anderen beweglichen Sachen,1419489.37,1048768.99,3005161.5,2645581.62,2187669.8,3706441.26,5872914.83,13012748.25,15325904.28,15304184.49,11110833.91,12422903.48
472,422011013,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,10276280.75,9998442.63,10394741.3,10755629.82,10578881.79,10897657.87,11011210.25,11631887.44,11663850.85,11927863.8,11911572.91,12226646.83
392,111010916,"Gebühren, sonstige Entgelte",682355.25,1116434.51,9274316.59,15030047.48,15168730.55,16363119.06,1717522.41,20632283.62,12476231.36,14811347.9,13344512.63,12200602.73
710,119991605,Vermischte Einnahmen,1163746.61,3121207.85,1884257.38,768747.45,1090916.87,1136898.65,1880100.02,1904452.8,1069211.32,1118892.3,1144426.95,12119275.6
575,119991105,Vermischte Einnahmen,24387.24,21699.11,478827.71,1397455.42,1290271.99,11737847.39,859494.3,1684210.41,2323501.14,1393508.8,17325202.47,11981664.73
882,636236067,Erstattungen an Rentenversicherungsträger für Aufwendungen gemäß § 290 a des Sechsten Buches Sozialgesetzbuch (SGB VI),54746824.35,46172444.54,42655818.21,37181636.2,32278213.4,30941651.44,25069969.55,22817466.68,19139447.77,17816557.87,14733949.67,11837055.91
127,518020623,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,3077128.02,3093810.12,3093923.32,3095333.16,3146285.16,3615065.94,4721446.89,5169051.59,5148158.26,6783478.12,13011761.34,11748603.41
274,686020902,Mittelstandsinstitute und Arbeitsgemeinschaft für wirtschaftliche Verwaltung e. V.,9188270.0,9575265.0,9862433.17,10287000.0,10535000.0,10788500.0,10918500.0,11378000.0,11575000.0,10973500.0,11367966.67,11534900.0
732,681213002,Internationaler Austausch und Zusammenarbeit in der beruflichen Bildung,11713779.88,12612079.48,9053614.64,10817724.03,8766218.16,12581984.89,14433549.84,14933407.52,13390704.09,11328633.95,13031847.19,11293615.56
38,517210602,"Bewirtschaftung der Grundstücke, Gebäude und Räume",1739295.69,1627224.47,5016129.66,8297162.04,4195450.41,5397213.15,4641853.22,9513111.44,8164279.53,6337500.17,5685111.66,11245233.59
626,111011221,"Gebühren, sonstige Entgelte",19909992.78,20900952.16,19903464.15,24196927.34,12285173.63,11898422.94,13150586.5,12719395.31,10876484.11,10160426.85,10627948.91,11195427.08
45,119990612,Vermischte Einnahmen,13037.47,354357.25,1897701.91,2293457.97,2021808.25,2260447.86,5406816.51,4732894.01,2887674.44,10139710.18,12054046.62,11185170.02
677,511011407,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",8880284.61,13149060.27,15949984.15,20174117.97,17883258.79,12394832.35,15616835.19,23266943.89,14284665.38,20306279.5,11446027.98,11153551.71
36,532140602,Untersuchungen und Aufklärung über innenpolitische Grundsatzfragen sowie Förderung innenpolitischer Maßnahmen,1869541.96,120970.85,1015674.64,3080366.57,2247868.77,1353625.17,624803.02,1948348.76,289995.06,357877.08,2809112.82,11100517.14
534,518021015,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,10813850.52,10605625.56,10558826.28,10470639.39,10460984.08,10422064.25,10455183.3,11098680.48,11001556.53,11157903.88,10938617.16,11057874.8
54,517010612,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2487053.2,2421750.12,5718115.56,5056259.91,2162710.37,4451841.83,4270978.88,8280882.45,9893168.56,13445230.0,9622015.94,11029279.54
287,891110903,Zuwendungen an die Wismut GmbH - Investitionen,6500000.0,7500000.0,9600000.0,9000000.0,12600000.0,13500000.0,14000000.0,16100000.0,14500000.0,10600000.0,9500000.0,11000000.0
551,422011016,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,8325714.43,8496385.63,8755291.77,8675460.3,9233319.07,9162317.15,9200116.55,9850824.63,10029144.16,10250884.02,10532455.85,10940133.25
552,427091016,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",8587530.55,8663848.56,7204913.89,7195433.61,6566220.77,7140745.74,7219209.88,7032311.15,8390680.65,9869972.71,11261235.16,10819409.25
731,685113002,Leistungswettbewerbe und Preise für den wissenschaftlichen Nachwuchs,6990166.82,7439640.88,7093172.48,7354933.47,7748086.54,8399768.23,9028696.91,9585200.52,7431111.83,9003858.13,9515675.31,10800291.12
663,443161403,"Krankenbeförderungskosten, Ersatz von Reiseauslagen und Reisebeihilfen für Angehörige von Soldatinnen und Soldaten bei Einweisung in auswärtige Bundeswehr- oder zivile Krankenhäuser",8429036.75,8089352.09,8435737.28,8428435.22,8290725.07,8467448.66,8419543.28,9402742.83,9313465.99,9621086.68,10932888.84,10589269.1
75,511010615,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",2124223.12,2370599.84,16632807.58,17784600.43,6856874.5,10179925.71,11461407.98,10923205.6,11097480.01,10587419.77,9848259.7,10495146.0
613,428011214,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,28952723.99,28900222.23,30008601.67,30875224.99,7971014.1,8257033.91,8540636.3,8605816.04,8513959.67,8533225.25,8984808.15,10281306.72
611,422011214,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,67280017.95,67257643.02,68439559.64,69206403.24,8543398.72,8858573.54,9192712.12,10082070.85,10001596.39,9626265.54,10069721.65,10113477.95
329,119990914,Vermischte Einnahmen,11474406.4,10132840.37,7452365.0,9724061.2,10659919.28,9243318.96,6214485.81,10823302.81,11532728.33,9031189.91,12316020.61,10086382.72
887,446316067,Beihilfen aufgrund der Beihilfevorschriften,46675225.36,54106513.55,47283772.96,39848089.69,34448983.35,29599517.96,26968858.12,21961546.93,17705189.61,13895497.27,10994384.53,9979153.12
69,381010615,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,9597820.96,7590105.72,6584683.92,10556953.75,7756304.73,6018771.07,7181097.69,17265562.24,10927262.02,38613022.1,71345079.93,9929131.37
443,517010918,"Bewirtschaftung der Grundstücke, Gebäude und Räume",5775262.36,6831832.56,7675324.38,7788676.31,8017130.0,7112355.56,7149366.69,6850984.65,5271103.35,6710474.06,7508954.36,9837957.04
